Human	Papillomaviruses
O15350	Papillomaviruses:P03126
P20248	Papillomaviruses:P03129
P51572	Papillomaviruses:P06927
P24941	Papillomaviruses:P03129
P11802	Papillomaviruses:P03129
O14744	Papillomaviruses:P03129
Q92841	Papillomaviruses:P03129
Q92993	Papillomaviruses:A0A220NMU2
P50991	Papillomaviruses:P03129
P78371	Papillomaviruses:P03129
P50990	Papillomaviruses:P03129
Q9Y230	Papillomaviruses:P03129
O15258	Papillomaviruses:P06927
Q14839	Papillomaviruses:P03129
P61964	Papillomaviruses:P03129
O95251	Papillomaviruses:P03120
Q99623	Papillomaviruses:P06927
Q99623	Papillomaviruses:P03126
Q96CW1	Papillomaviruses:P03129
Q8NEW0	Papillomaviruses:P06927
Q5VTE0	Papillomaviruses:P03129
Q15392	Papillomaviruses:P06927
Q01094	Papillomaviruses:P03129
P23588	Papillomaviruses:P03129
P50402	Papillomaviruses:P06927
Q14247	Papillomaviruses:P03129
P06733	Papillomaviruses:P03126
Q09472	Papillomaviruses:P03126
Q09472	Papillomaviruses:P03129
P04626	Papillomaviruses:P06927
Q13049	Papillomaviruses:P03129
O94919	Papillomaviruses:P06927
Q14696	Papillomaviruses:P03126
Q96CS3	Papillomaviruses:P06927
Q5T4S7	Papillomaviruses:P03129
O75533	Papillomaviruses:P03129
Q15022	Papillomaviruses:P03129
Q9UQ35	Papillomaviruses:P03129
Q9UQ35	Papillomaviruses:P03126
Q9NZJ7	Papillomaviruses:P06927
Q9Y6C9	Papillomaviruses:P06927
Q06136	Papillomaviruses:P06927
Q6DD88	Papillomaviruses:P06927
Q9Y2S7	Papillomaviruses:P03120
Q8WWY3	Papillomaviruses:P03120
Q9ULX6	Papillomaviruses:P03129
Q96DZ1	Papillomaviruses:P06927
Q13227	Papillomaviruses:P03126
Q13227	Papillomaviruses:P03120
P30101	Papillomaviruses:P06927
Q13547	Papillomaviruses:P03129
Q92769	Papillomaviruses:P03129
P22736	Papillomaviruses:P03120
Q99729	Papillomaviruses:P03129
P52597	Papillomaviruses:P03129
P31943	Papillomaviruses:P03129
P61978	Papillomaviruses:P03129
P11142	Papillomaviruses:A0A089NDG7
P11142	Papillomaviruses:P03129
P04792	Papillomaviruses:P03120
Q13123	Papillomaviruses:P03129
P10914	Papillomaviruses:P03129
Q14653	Papillomaviruses:P03126
P05412	Papillomaviruses:P03129
Q14974	Papillomaviruses:P03107
Q14974	Papillomaviruses:P03126
Q14974	Papillomaviruses:P03101
Q14974	Papillomaviruses:A0A220NMU2
P52292	Papillomaviruses:P03126
P52292	Papillomaviruses:A0A089NDG7
P52292	Papillomaviruses:P03101
P52292	Papillomaviruses:P03107
P52292	Papillomaviruses:A0A220NMU2
P33993	Papillomaviruses:P03126
P14174	Papillomaviruses:P03129
P01106	Papillomaviruses:P03126
P01106	Papillomaviruses:P03129
O96000	Papillomaviruses:P03126
P05023	Papillomaviruses:P06927
P16615	Papillomaviruses:P06927
Q15366	Papillomaviruses:P03129
P12004	Papillomaviruses:P03129
O95071	Papillomaviruses:P03126
O95071	Papillomaviruses:P03129
Q9P035	Papillomaviruses:P06927
Q9Y3D0	Papillomaviruses:P03126
Q99471	Papillomaviruses:A0A220NMU2
P17858	Papillomaviruses:P03129
Q01813	Papillomaviruses:P03129
P18859	Papillomaviruses:P06927
P48047	Papillomaviruses:P06927
Q15165	Papillomaviruses:P06927
P62136	Papillomaviruses:P03129
Q96EP0	Papillomaviruses:P03129
P67775	Papillomaviruses:P03129
Q9NVI7	Papillomaviruses:P06927
P25786	Papillomaviruses:P03126
P25789	Papillomaviruses:P03126
P60900	Papillomaviruses:P03126
P20618	Papillomaviruses:P03126
P49721	Papillomaviruses:P03126
P62191	Papillomaviruses:P03126
P62191	Papillomaviruses:P03129
P35998	Papillomaviruses:P03126
P35998	Papillomaviruses:P03129
P43686	Papillomaviruses:P03126
P62195	Papillomaviruses:P03126
P62333	Papillomaviruses:P03126
O43242	Papillomaviruses:P03126
P55036	Papillomaviruses:P03126
Q9NQC3	Papillomaviruses:P06927
O00231	Papillomaviruses:P03126
O00232	Papillomaviruses:P03126
Q969X5	Papillomaviruses:P06927
Q8WXI9	Papillomaviruses:P03129
Q7Z434	Papillomaviruses:P06927
Q9HCK8	Papillomaviruses:P03129
P47897	Papillomaviruses:P03126
P62826	Papillomaviruses:P03129
Q16576	Papillomaviruses:P03129
Q14257	Papillomaviruses:P03126
P35250	Papillomaviruses:P03129
P35250	Papillomaviruses:P03126
P13489	Papillomaviruses:P03126
Q02878	Papillomaviruses:P03129
P32969	Papillomaviruses:P03129
P62851	Papillomaviruses:P03129
Q15758	Papillomaviruses:P06927
P08195	Papillomaviruses:P06927
Q16637	Papillomaviruses:P03120
Q16637-1	Papillomaviruses:P03120
P08579	Papillomaviruses:P03129
P38398	Papillomaviruses:P03129
P38398	Papillomaviruses:P03126
Q96SB4	Papillomaviruses:A7Y3Z3
Q96SB4	Papillomaviruses:P06922
P51571	Papillomaviruses:P06927
O15260	Papillomaviruses:P06927
O15533	Papillomaviruses:P06927
Q99442	Papillomaviruses:P06927
P19438	Papillomaviruses:P03126
O00463	Papillomaviruses:P03129
O00463	Papillomaviruses:P03126
P68366	Papillomaviruses:P03129
Q13885	Papillomaviruses:P03129
P49411	Papillomaviruses:P03129
P0CG47	Papillomaviruses:P03126
P0CG47	Papillomaviruses:P03129
P22314	Papillomaviruses:P03120
P49459	Papillomaviruses:P03129
P08670	Papillomaviruses:P03129
Q15637	Papillomaviruses:P03120
P27708	Papillomaviruses:P03129
Q09666	Papillomaviruses:P06927
Q00765	Papillomaviruses:P06927
Q9BQA1	Papillomaviruses:P03129
Q9BTV4	Papillomaviruses:P06927
Q13155	Papillomaviruses:P03126
Q9BZK7	Papillomaviruses:P03129
Q92804	Papillomaviruses:P03129
Q8TCT9	Papillomaviruses:P06927
Q8NBS9	Papillomaviruses:P03129
P51784	Papillomaviruses:P03129
Q96J02	Papillomaviruses:P03126
Q14790	Papillomaviruses:P03120
Q8N5A5	Papillomaviruses:P03129
Q9BQE3	Papillomaviruses:P03129
O60814	Papillomaviruses:P03129
O00257	Papillomaviruses:P03129
O00303	Papillomaviruses:P03129
Q13347	Papillomaviruses:P03129
P46940	Papillomaviruses:P03129
Q92831	Papillomaviruses:P03129
Q92831	Papillomaviruses:P03120
Q13501	Papillomaviruses:P03129
O95470	Papillomaviruses:P06927
P78396	Papillomaviruses:P03129
O94776	Papillomaviruses:P03129
Q14978	Papillomaviruses:P03129
Q15645	Papillomaviruses:P03114
Q15645	Papillomaviruses:A0A384KQ78
Q15645	Papillomaviruses:P03129
P13667	Papillomaviruses:P03129
P43243	Papillomaviruses:P03129
P06493	Papillomaviruses:P03129
O94842	Papillomaviruses:P03129
Q9Y4E8	Papillomaviruses:P03126
A0A075B6T4	Papillomaviruses:P03129
A0A087WUS5	Papillomaviruses:P03126
A0A087WUS5	Papillomaviruses:P03129
A0A087WVE2	Papillomaviruses:P03129
A0A0A0MRM9	Papillomaviruses:P03129
A0A0A0MTL5	Papillomaviruses:P03129
A0A0C4DGG9	Papillomaviruses:P03129
A0A0D9SGF6	Papillomaviruses:P03120
A0A0G2JPD3	Papillomaviruses:P03129
A0A0U1RQC9	Papillomaviruses:P03126
A0A0U1RQC9	Papillomaviruses:P03120
A0A0U1RRL7	Papillomaviruses:P03120
A0A1B0GTW1	Papillomaviruses:P03129
A0A2R8Y6X2	Papillomaviruses:P03129
A0A2R8YDB8	Papillomaviruses:P03129
A0FGR8	Papillomaviruses:P06927
A8MPS7	Papillomaviruses:P03126
B0QYN7	Papillomaviruses:P03129
B0QYN7	Papillomaviruses:A0A384KQ78
B1AHL2	Papillomaviruses:P03126
B2RXF5	Papillomaviruses:P03129
B4DJL6	Papillomaviruses:P03129
B9EGL1	Papillomaviruses:P03126
D6REE5	Papillomaviruses:P03120
E7ES52	Papillomaviruses:P03129
E9PF18	Papillomaviruses:P03129
E9PIE3	Papillomaviruses:P03129
E9PIL3	Papillomaviruses:P03126
G3V3A4	Papillomaviruses:P03129
G3V5T9	Papillomaviruses:P03129
H0Y8C6	Papillomaviruses:A0A220NMU2
H0Y8C6	Papillomaviruses:P06927
H0Y8C6	Papillomaviruses:A0A089NDG7
H0YFD6	Papillomaviruses:P03126
H0YKY3	Papillomaviruses:P03129
J3KQ48	Papillomaviruses:P03129
J3KQE5	Papillomaviruses:P03129
K7EQ78	Papillomaviruses:P03126
K7ERV3	Papillomaviruses:P03126
O00220	Papillomaviruses:P03126
O00268	Papillomaviruses:P03129
O00308	Papillomaviruses:P03120
O00483	Papillomaviruses:P06927
O00487	Papillomaviruses:P03126
O00716	Papillomaviruses:P03129
O00754	Papillomaviruses:A0A220NMU2
O00754	Papillomaviruses:P03107
O00767	Papillomaviruses:P06927
O14617	Papillomaviruses:P03120
O14735	Papillomaviruses:P03120
O14907	Papillomaviruses:P03126
O14910	Papillomaviruses:P03126
O14924	Papillomaviruses:P03126
O15160	Papillomaviruses:P03129
O15173	Papillomaviruses:P06927
O15304	Papillomaviruses:P03129
O15305	Papillomaviruses:P03120
O15321	Papillomaviruses:P06927
O15350-2	Papillomaviruses:P03126
O15427	Papillomaviruses:P06927
O15439	Papillomaviruses:P06927
O43166	Papillomaviruses:P03126
O43175	Papillomaviruses:P03129
O43292	Papillomaviruses:P06927
O43298	Papillomaviruses:P03129
O43734	Papillomaviruses:P03126
O43734	Papillomaviruses:P03129
O43791	Papillomaviruses:P03120
O43823	Papillomaviruses:P03129
O60291	Papillomaviruses:P03126
O60353	Papillomaviruses:P06927
O60831	Papillomaviruses:P06927
O75150	Papillomaviruses:P03126
O75461	Papillomaviruses:P03129
O75477	Papillomaviruses:P06927
O75526	Papillomaviruses:P03129
O75762	Papillomaviruses:P06927
O75970	Papillomaviruses:P03126
O76050	Papillomaviruses:P03129
O94851	Papillomaviruses:P06927
O94905	Papillomaviruses:P06927
O95235	Papillomaviruses:P03120
O95363	Papillomaviruses:P03129
O95674	Papillomaviruses:P06927
O95782	Papillomaviruses:P03129
O95807	Papillomaviruses:P03129
O96005	Papillomaviruses:P06927
O96020	Papillomaviruses:P03129
P00395	Papillomaviruses:P03129
P00403	Papillomaviruses:P06927
P00533	Papillomaviruses:P06927
P00846	Papillomaviruses:P06927
P01100	Papillomaviruses:P03129
P03905	Papillomaviruses:P03129
P04198	Papillomaviruses:P03126
P04844	Papillomaviruses:P06927
P04920	Papillomaviruses:P06927
P05186	Papillomaviruses:P03129
P07093	Papillomaviruses:P06927
P07333	Papillomaviruses:P06927
P08172	Papillomaviruses:P06927
P08246	Papillomaviruses:P03129
P08729	ddbj/embl/genbank:K02718
P09132	Papillomaviruses:P03129
P09543	Papillomaviruses:P03129
P09619	Papillomaviruses:P06927
P0DPH7	Papillomaviruses:P03129
P10074	Papillomaviruses:P03129
P11166	Papillomaviruses:P06927
P11217	Papillomaviruses:P03129
P11387	Papillomaviruses:P03120
P11717	Papillomaviruses:P06927
P12110	Papillomaviruses:P03126
P14618	Papillomaviruses:P03129
P15954	Papillomaviruses:P03129
P16144	Papillomaviruses:P03120
P17174	Papillomaviruses:P03129
P17275	Papillomaviruses:P03129
P17302	Papillomaviruses:P06927
P17535	Papillomaviruses:P03129
P17676	Papillomaviruses:P03120
P17936	Papillomaviruses:P03129
P17980	Papillomaviruses:P03126
P18031	Papillomaviruses:P06927
P18887	Papillomaviruses:P03126
P21675-2	Papillomaviruses:P03120
P21980	Papillomaviruses:P03129
P23142-1	Papillomaviruses:P03126
P23142	Papillomaviruses:P03126
P23458	Papillomaviruses:P03129
P23634	Papillomaviruses:P06927
P24278	Papillomaviruses:P03129
P24864	Papillomaviruses:P03129
P25116	Papillomaviruses:P06927
P25791	Papillomaviruses:P03129
P27105	Papillomaviruses:P06927
P29074	Papillomaviruses:P03126
P30041	Papillomaviruses:P03129
P30281	Papillomaviruses:P03129
P30443	Papillomaviruses:P06927
P30532	Papillomaviruses:P03129
P30740	Papillomaviruses:P03129
P31274	Papillomaviruses:P03120
P31689	Papillomaviruses:P03129
P33527	Papillomaviruses:P06927
P36955	Papillomaviruses:P03129
P37059	Papillomaviruses:P06927
P37108	Papillomaviruses:P03129
P37837	Papillomaviruses:P03129
P38936	Papillomaviruses:P03129
P39656	Papillomaviruses:P06927
P40429	Papillomaviruses:P06927
P40429	Papillomaviruses:P03126
P41219	Papillomaviruses:P03129
P41247	Papillomaviruses:P03129
P42166	Papillomaviruses:P06927
P46778	Papillomaviruses:P06927
P46977	Papillomaviruses:P06927
P47869	Papillomaviruses:P03129
P48029	Papillomaviruses:A0A220NMU2
P48556	Papillomaviruses:P03126
P49715	Papillomaviruses:P03120
P49760	Papillomaviruses:P03129
P49815	Papillomaviruses:P03126
P49815-1	Papillomaviruses:P03126
P50281	Papillomaviruses:P06927
P50395	Papillomaviruses:P03129
P50416	Papillomaviruses:P06927
P50479	Papillomaviruses:P03129
P53365	Papillomaviruses:P03120
P53621	Papillomaviruses:P03129
P53621	Papillomaviruses:P06927
P54368	Papillomaviruses:P03120
P54646	Papillomaviruses:P03129
P56537	Papillomaviruses:P03120
P57088	Papillomaviruses:P06927
P57105	Papillomaviruses:P03126
P61803	Papillomaviruses:P06927
P61968	Papillomaviruses:P03129
P62081	Papillomaviruses:P03129
P67812	Papillomaviruses:P06927
P68032	Papillomaviruses:P03129
P69905	ddbj/embl/genbank:K02718
P78352	Papillomaviruses:P03126
P78383	Papillomaviruses:P03120
P82094	Papillomaviruses:P03120
P98082	Papillomaviruses:P03129
P98194	Papillomaviruses:P06927
Q00535	Papillomaviruses:P03129
Q01628	Papillomaviruses:P06927
Q01650	Papillomaviruses:P06927
Q01860-1	Papillomaviruses:P03129
Q01860	Papillomaviruses:P03129
Q01970	Papillomaviruses:P03129
Q03135	Papillomaviruses:P06927
Q04864	Papillomaviruses:P03129
Q05086-2	Papillomaviruses:Q77E16
Q05086-3	Papillomaviruses:Q77E16
Q06587	Papillomaviruses:P03129
Q07157	Papillomaviruses:P03126
Q08050-1	Papillomaviruses:P03129
Q08050	Papillomaviruses:P03129
Q08117	Papillomaviruses:P03129
Q08174	Papillomaviruses:P06927
Q12834	Papillomaviruses:P03120
Q12986	Papillomaviruses:P03126
Q13287	Papillomaviruses:P03120
Q13424	Papillomaviruses:P03126
Q13425	Papillomaviruses:P03126
Q13426	Papillomaviruses:P03129
Q13427	Papillomaviruses:P03129
Q13478	Papillomaviruses:P03126
Q13478	Papillomaviruses:P03129
Q13485	Papillomaviruses:P03126
Q13563	Papillomaviruses:P06927
Q13573	Papillomaviruses:P03129
Q13829	Papillomaviruses:P03129
Q13884	Papillomaviruses:P03126
Q13895	Papillomaviruses:P03129
Q14145	Papillomaviruses:P03114
Q14160	Papillomaviruses:P03126
Q14165	Papillomaviruses:P06927
Q14186	Papillomaviruses:P03129
Q14188	Papillomaviruses:P03129
Q14209	Papillomaviruses:P03129
Q14244	Papillomaviruses:P03129
Q14332	Papillomaviruses:P06927
Q14703	Papillomaviruses:P03129
Q15012	Papillomaviruses:P06927
Q15208	Papillomaviruses:P03129
Q15329	Papillomaviruses:P03129
Q15561	Papillomaviruses:P03129
Q15678	Papillomaviruses:P03129
Q15700	Papillomaviruses:P03126
Q15788	Papillomaviruses:P03129
Q15831	Papillomaviruses:A0A220NMU2
Q15858	Papillomaviruses:P06927
Q15910	Papillomaviruses:P03120
Q16254	Papillomaviruses:P03129
Q16512	Papillomaviruses:P03126
Q16533	Papillomaviruses:P03129
Q16629	Papillomaviruses:P03120
Q16649	Papillomaviruses:P03129
Q16825	Papillomaviruses:P03129
Q17RD7	Papillomaviruses:P03129
Q2M2I8	Papillomaviruses:P03129
Q32Q12	Papillomaviruses:P03129
Q4ZIN3	Papillomaviruses:P06927
Q53FD0	Papillomaviruses:P03129
Q5HYI8	Papillomaviruses:P06927
Q5JSB6	Papillomaviruses:P03129
Q5T1Z8	Papillomaviruses:P03129
Q5T1Z8	Papillomaviruses:P03126
Q5T2W1	Papillomaviruses:P03126
Q5T5U3	Papillomaviruses:P03126
Q5T7W7	Papillomaviruses:P03126
Q5TCQ9	Papillomaviruses:P03126
Q5UIP0	Papillomaviruses:P03129
Q5VT06	Papillomaviruses:P03120
Q5VTR2	Papillomaviruses:P03107
Q5VV42	Papillomaviruses:P06927
Q66K64	Papillomaviruses:P03129
Q66K74	Papillomaviruses:P03120
Q66K74	Papillomaviruses:P03129
Q68DX3	Papillomaviruses:P03126
Q6NUQ4	Papillomaviruses:P06927
Q6NYC8	Papillomaviruses:P03129
Q6NZI2	Papillomaviruses:P06927
Q6P0N0	Papillomaviruses:P03129
Q6P0Q8	Papillomaviruses:P03126
Q6PIU2	Papillomaviruses:P06927
Q6UVK1	Papillomaviruses:P06927
Q6ZMN7	Papillomaviruses:P03126
Q6ZMU5	Papillomaviruses:P03129
Q70UQ0	Papillomaviruses:P06927
Q7L099	Papillomaviruses:P03129
Q7Z6J0	Papillomaviruses:P03129
Q7Z7L7	Papillomaviruses:P03129
Q86UK7	Papillomaviruses:P03129
Q86UL8	Papillomaviruses:P03126
Q86Y26	Papillomaviruses:P03129
Q86YD7	Papillomaviruses:P03129
Q8IUD6	Papillomaviruses:P03129
Q8IV08	Papillomaviruses:P06927
Q8IWI9	Papillomaviruses:P03129
Q8IWI9	Papillomaviruses:P03120
Q8IWX8	Papillomaviruses:P03129
Q8IYM9	Papillomaviruses:P03129
Q8IZC6	Papillomaviruses:P03129
Q8N1B4	Papillomaviruses:P03120
Q8N2K0	Papillomaviruses:P06927
Q8N2X6	Papillomaviruses:P03129
Q8N3R9	Papillomaviruses:P03126
Q8N448	Papillomaviruses:P03126
Q8N543	Papillomaviruses:P03129
Q8N594	Papillomaviruses:P03129
Q8N697	Papillomaviruses:P06927
Q8N7W2	Papillomaviruses:P03129
Q8NBJ9	Papillomaviruses:P06927
Q8NBM4	Papillomaviruses:P06927
Q8NCP5	Papillomaviruses:P03129
Q8NDX5	Papillomaviruses:P03129
Q8NI35	Papillomaviruses:P03126
Q8TAE8	Papillomaviruses:P03107
Q8TAE8	Papillomaviruses:A0A220NMU2
Q8TAF3	Papillomaviruses:P03114
Q8TAU3	Papillomaviruses:P03129
Q8TAU3	Papillomaviruses:P03126
Q8TBC3	Papillomaviruses:P03129
Q8TCE9	Papillomaviruses:P03129
Q8TCJ2	Papillomaviruses:P06927
Q8TCT4	Papillomaviruses:P03107
Q8TD31	Papillomaviruses:P03120
Q8TEY7	Papillomaviruses:P03129
Q8WUM9	Papillomaviruses:P03129
Q8WWH5	Papillomaviruses:P03129
Q8WZ19	Papillomaviruses:P03129
Q92508	Papillomaviruses:P06927
Q92547	Papillomaviruses:P03120
Q92643	Papillomaviruses:P06927
Q92796	Papillomaviruses:P03126
Q93050	Papillomaviruses:P06927
Q969N2	Papillomaviruses:P06927
Q969R5	Papillomaviruses:P03129
Q96AM1	Papillomaviruses:P06927
Q96BH1	Papillomaviruses:P03126
Q96BJ3	Papillomaviruses:P03129
Q96BJ3	Papillomaviruses:P03120
Q96BY9	Papillomaviruses:P06927
Q96C00	Papillomaviruses:P03129
Q96CA5	Papillomaviruses:P03129
Q96EK4	Papillomaviruses:A0A220NMU2
Q96EY1	Papillomaviruses:P03129
Q96EY1-1	Papillomaviruses:P03129
Q96FQ6	Papillomaviruses:P06927
Q96I24	Papillomaviruses:P03129
Q96JJ7	Papillomaviruses:P06927
Q96K19	Papillomaviruses:P06927
Q96KG9	Papillomaviruses:P03120
Q96L92	Papillomaviruses:P03126
Q96N66	Papillomaviruses:P06927
Q96QF0	Papillomaviruses:P03120
Q96QZ7	Papillomaviruses:P03126
Q96QZ7-1	Papillomaviruses:P03126
Q96RE7	Papillomaviruses:P03129
Q96RT1	Papillomaviruses:P03126
Q96S52	Papillomaviruses:P06927
Q96S66	Papillomaviruses:P06927
Q96SH1	Papillomaviruses:P03129
Q96T23	Papillomaviruses:P03120
Q96TC7	Papillomaviruses:P03129
Q99460	Papillomaviruses:P03126
Q99496	Papillomaviruses:P03129
Q99584	Papillomaviruses:P06927
Q99966	Papillomaviruses:P03120
Q9BQ87	Papillomaviruses:P03129
Q9BQB6	Papillomaviruses:P06927
Q9BSA9	Papillomaviruses:P06927
Q9BSR8	Papillomaviruses:P06927
Q9BUZ4	Papillomaviruses:P03129
Q9BVC6	Papillomaviruses:P06927
Q9BVW5	Papillomaviruses:P03120
Q9BW85	Papillomaviruses:P03129
Q9BWG6	Papillomaviruses:P03129
Q9BWL3	Papillomaviruses:P03129
Q9BX70	Papillomaviruses:P03120
Q9BXU7	Papillomaviruses:P03129
Q9BYE7	Papillomaviruses:P03129
Q9BYG5	Papillomaviruses:P03129
Q9BYV2	Papillomaviruses:P03129
Q9BZX2	Papillomaviruses:P03129
Q9C026	Papillomaviruses:P03129
Q9C086	Papillomaviruses:P03129
Q9C0E8	Papillomaviruses:P06927
Q9GZM5	Papillomaviruses:P06927
Q9GZM7	Papillomaviruses:A0A220NMU2
Q9GZM7	Papillomaviruses:P03107
Q9GZM7-1	Papillomaviruses:P03107
Q9GZP9	Papillomaviruses:P06927
Q9H0C5	Papillomaviruses:P03120
Q9H0E3	Papillomaviruses:P03129
Q9H2V7	Papillomaviruses:P06927
Q9H490	Papillomaviruses:P06927
Q9H5P4	Papillomaviruses:P03126
Q9H5V8	Papillomaviruses:P03120
Q9H7F0	Papillomaviruses:P06927
Q9H9D4	Papillomaviruses:P03129
Q9HBA0	Papillomaviruses:P06927
Q9HBE1-1	Papillomaviruses:P03107
Q9HBE1	Papillomaviruses:A0A220NMU2
Q9HBE1	Papillomaviruses:P03107
Q9HBJ7	Papillomaviruses:P03129
Q9HC07	Papillomaviruses:P06927
Q9HC78	Papillomaviruses:P03129
Q9HD20	Papillomaviruses:P06927
Q9HD26	Papillomaviruses:P03126
Q9HD45	Papillomaviruses:P06927
Q9HDC9	Papillomaviruses:P06927
Q9NQC7	Papillomaviruses:P03126
Q9NRL2	Papillomaviruses:P03120
Q9NRP0	Papillomaviruses:P06927
Q9NRY4	Papillomaviruses:P03129
Q9NSN8	Papillomaviruses:P03126
Q9NUP9	Papillomaviruses:P03126
Q9NVA4	Papillomaviruses:P06927
Q9NXF1	Papillomaviruses:P03120
Q9NXH8	Papillomaviruses:P03129
Q9NXH8	Papillomaviruses:P06927
Q9NXS2	Papillomaviruses:P06927
Q9NY99	Papillomaviruses:P03126
Q9NZ01	Papillomaviruses:P06927
Q9NZM1	Papillomaviruses:P06927
Q9NZV5	Papillomaviruses:P06927
Q9NZW5	Papillomaviruses:P03126
Q9P2F8	Papillomaviruses:P03126
Q9P2H0	Papillomaviruses:P03129
Q9P2Y4	Papillomaviruses:P03129
Q9UBU6	Papillomaviruses:P06927
Q9UHB9	Papillomaviruses:P03120
Q9UHR5	Papillomaviruses:P03129
Q9UHV2	Papillomaviruses:P03126
Q9UI14	Papillomaviruses:P06927
Q9UJ14	Papillomaviruses:P06927
Q9UKV5	Papillomaviruses:P06927
Q9UNL2	Papillomaviruses:P06927
Q9UNM6	Papillomaviruses:P03126
Q9UP95	Papillomaviruses:P06927
Q9UPQ7	Papillomaviruses:P03126
Q9Y237	Papillomaviruses:P03129
Q9Y244	Papillomaviruses:P03120
Q9Y2G8	Papillomaviruses:P06927
Q9Y2H9	Papillomaviruses:P03126
Q9Y2Q3	Papillomaviruses:P03126
Q9Y2Y4	Papillomaviruses:P03129
Q9Y3A3	Papillomaviruses:P03129
Q9Y3D9	Papillomaviruses:P03129
Q9Y3E0	Papillomaviruses:P06927
Q9Y4P3	Papillomaviruses:P06927
Q9Y570	Papillomaviruses:P03120
Q9Y5M8	Papillomaviruses:P06927
Q9Y5S1	Papillomaviruses:P06927
Q9Y679	Papillomaviruses:A0A220NMU2
Q9Y6M5	Papillomaviruses:P06927
Q9Y6N5	Papillomaviruses:P06927
Q9Y6N5	Papillomaviruses:P03129
Q9Y6Q5	Papillomaviruses:P03129
P28749	Papillomaviruses:Q80908
O15111	Papillomaviruses:Q80908
P06400	Papillomaviruses:Q80908
Q12933	Papillomaviruses:Q80908
Q13049	Papillomaviruses:Q80908
P84022	Papillomaviruses:Q80907
O00463	Papillomaviruses:Q80908
Q9Y4E8	Papillomaviruses:Q80907
O60291	Papillomaviruses:Q80907
O76050	Papillomaviruses:Q80908
P10074	Papillomaviruses:Q80908
Q13829	Papillomaviruses:Q80908
Q15678	Papillomaviruses:Q80908
Q6ZMU5	Papillomaviruses:Q80908
Q8NCP5	Papillomaviruses:Q80908
Q8TBC3	Papillomaviruses:Q80908
Q8TEY7	Papillomaviruses:Q80908
Q8WZ19	Papillomaviruses:Q80908
Q96C00	Papillomaviruses:Q80908
Q9Y2Y4	Papillomaviruses:Q80908
O15111	Papillomaviruses:Q80901
P20226	Papillomaviruses:P36780
Q07955	Papillomaviruses:P36780
P33992	Papillomaviruses:P36817
P35606	Papillomaviruses:P36801
P60709	Papillomaviruses:P36817
Q16236	Papillomaviruses:P36780
P02792	Papillomaviruses:P36801
P68104	Papillomaviruses:P36817
P68104	Papillomaviruses:P36801
Q9UBU9	Papillomaviruses:P36801
P62158	Papillomaviruses:P36780
P04406	Papillomaviruses:P36801
P62269	Papillomaviruses:P36801
Q86VP1	Papillomaviruses:P36780
P12814	Papillomaviruses:P36780
P11021	Papillomaviruses:P36780
P11021	Papillomaviruses:P36801
Q92905	Papillomaviruses:P36780
Q92905	Papillomaviruses:P36801
P02795	Papillomaviruses:P36780
P02795	Papillomaviruses:P36817
P04637	Papillomaviruses:P36780
Q14116	Papillomaviruses:P36801
Q15365	Papillomaviruses:P36780
Q9UM11	Papillomaviruses:P36780
O60885	Papillomaviruses:P36780
P60468	Papillomaviruses:P36801
P05787	Papillomaviruses:P36801
O00339	Papillomaviruses:P36817
O75925	Papillomaviruses:P36780
P62937	Papillomaviruses:P36801
Q9BXK5	Papillomaviruses:P36780
Q7Z6Z7	Papillomaviruses:P36780
Q13263	Papillomaviruses:P36817
Q99828	Papillomaviruses:P36801
O95251	Papillomaviruses:P36780
Q9HCN4	Papillomaviruses:P36801
P13073	Papillomaviruses:P36801
P06733	Papillomaviruses:P36780
Q14289	Papillomaviruses:P36780
Q8NCG7	Papillomaviruses:P36817
Q12948	Papillomaviruses:P36801
Q96CS3	Papillomaviruses:P36801
Q8IWV8	Papillomaviruses:P36817
Q15022	Papillomaviruses:P36817
Q8NAP3	Papillomaviruses:P36780
Q9Y2S7	Papillomaviruses:P36780
Q9UJY5	Papillomaviruses:P36780
Q8WWY3	Papillomaviruses:P36780
Q9UBQ5	Papillomaviruses:P36801
Q13227	Papillomaviruses:P36780
P05204	Papillomaviruses:P36817
P22736	Papillomaviruses:P36780
Q14103	Papillomaviruses:P36801
P04792	Papillomaviruses:P36780
Q13123	Papillomaviruses:P36817
Q15796	Papillomaviruses:P36801
P84022	Papillomaviruses:P36801
P55209	Papillomaviruses:P36780
P19338	Papillomaviruses:P36817
Q5TAQ9	Papillomaviruses:P36801
P12004	Papillomaviruses:P36801
Q00325	Papillomaviruses:P36801
Q9Y6V7	Papillomaviruses:P36801
P20618	Papillomaviruses:P36817
P35998	Papillomaviruses:P36801
Q969X5	Papillomaviruses:P36817
Q02878	Papillomaviruses:P36801
P18124	Papillomaviruses:P36801
P62424	Papillomaviruses:P36801
P27635	Papillomaviruses:P36801
P62913	Papillomaviruses:P36801
P30050	Papillomaviruses:P36817
P26373	Papillomaviruses:P36801
P83731	Papillomaviruses:P36801
P46776	Papillomaviruses:P36801
P23396	Papillomaviruses:P36801
P62241	Papillomaviruses:P36801
P62277	Papillomaviruses:P36801
P62979	Papillomaviruses:P36801
Q13309	Papillomaviruses:P36780
Q86XZ4	Papillomaviruses:P36780
O15260	Papillomaviruses:P36801
Q99615	Papillomaviruses:P36817
