"SUID","_wks_percentile_bucket","_wkshell","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"8266","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q9BUG6","283.0","1","0","0","0.65218887","false","0","Q9BUG6","0","0.0"
"8270","95","530","3.31644778","1.1488E-4","0.30152744","0.68131868","14","5","false","P83731","253.07142857","14","0","0","0.71044403","false","0","P83731","518104","0.17460317"
"8272","50","142","3.72245153","0.0","0.26864017","1.0","2","6","false","Q9UHJ3","208.0","2","0","0","0.65969356","false","0","Q9UHJ3","0","0.53061224"
"8275","80","353","3.36635397","2.7145E-4","0.29705729","0.05128205","13","6","false","Q96ST3","92.30769231","13","0","0","0.70420575","false","0","Q96ST3","615130","0.09567308"
"8278","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","A8MW92","283.0","1","0","0","0.65218887","false","0","A8MW92","0","0.0"
"8282","50","142","3.57235772","5.305E-5","0.27992717","0.13333333","6","6","false","Q5VUG0","54.66666667","6","0","0","0.67845528","false","0","Q5VUG0","30732","0.17087277"
"8286","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q92618","283.0","1","0","0","0.65218887","false","0","Q92618","0","0.0"
"8288","90","463","3.24377736","6.4592E-4","0.30828256","0.14545455","11","5","false","Q86UK7","218.36363636","11","0","0","0.71952783","false","0","Q86UK7","1362964","0.14389439"
"8290","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","P54687","283.0","1","0","0","0.65218887","false","0","P54687","0","0.0"
"8292","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q5T6S3","283.0","1","0","0","0.65218887","false","0","Q5T6S3","0","0.0"
"8299","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","S4R2Z6","283.0","1","0","0","0.65218887","false","0","S4R2Z6","0","0.0"
"8302","55","143","3.72107567","2.35E-6","0.2687395","0.66666667","3","6","false","Q96JM7","140.66666667","3","0","0","0.65986554","false","0","Q96JM7","1804","0.35611814"
"8304","80","344","3.38086304","2.7756E-4","0.29578246","0.1","5","6","false","Q96T88","286.2","5","0","0","0.70239212","false","0","Q96T88","507192","0.24244482"
"8311","75","293","3.46316448","2.385E-5","0.28875325","0.0","2","5","false","P78395","441.5","2","0","0","0.69210444","false","0","P78395","120876","0.52378121"
"8315","90","417","3.45766104","1.3956E-4","0.28921285","0.11111111","10","5","false","Q9GZR7","159.7","10","0","0","0.69279237","false","0","Q9GZR7","395068","0.16080808"
"8317","60","188","3.61988743","3.826E-5","0.27625168","0.0","3","6","false","Q92540","186.33333333","3","0","0","0.67251407","false","0","Q92540","79252","0.3510101"
"8320","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q9UNZ5","283.0","1","0","0","0.65218887","false","0","Q9UNZ5","0","0.0"
"8322","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","O14646","283.0","1","0","0","0.65218887","false","0","O14646","0","0.0"
"8324","60","191","3.61475922","9.74E-6","0.2766436","0.0","2","6","false","Q9UBW7","284.0","2","0","0","0.6731551","false","0","Q9UBW7","46674","0.53497164"
"8328","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","P0DPD8","283.0","1","0","0","0.65218887","false","0","P0DPD8","0","0.0"
"8331","70","242","3.49418386","5.357E-5","0.28618986","0.16666667","4","6","false","Q9BZK7","201.5","4","0","0","0.68822702","false","0","Q9BZK7","141522","0.27459016"
"8333","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q13123","283.0","1","0","0","0.65218887","false","0","Q13123","0","0.0"
"8335","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q13133","283.0","1","0","0","0.65218887","false","0","Q13133","0","0.0"
"8342","50","142","3.74033771","8.56E-6","0.26735554","0.0","2","6","false","Q9BWU0","160.5","2","0","0","0.65745779","false","0","Q9BWU0","10842","0.50634921"
"8344","50","142","3.668793","2.404E-5","0.27256921","0.0","3","6","false","O94874","131.0","3","0","0","0.66640088","false","0","O94874","43468","0.34574468"
"8346","65","221","3.5793621","5.169E-5","0.27937939","0.0","3","6","false","P83916","203.66666667","3","0","0","0.67757974","false","0","P83916","98124","0.34350282"
"8350","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","P02489","283.0","1","0","0","0.65218887","false","0","P02489","0","0.0"
"8352","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","O60344","283.0","1","0","0","0.65218887","false","0","O60344","0","0.0"
"8354","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q8TEW6","283.0","1","0","0","0.65218887","false","0","Q8TEW6","0","0.0"
"8356","50","142","3.78248906","0.0","0.26437618","0.0","1","6","false","Q8TAY7","283.0","1","0","0","0.65218887","false","0","Q8TAY7","0","0.0"
"8365","0","15","4.16797999","0.0","0.23992438","0.0","1","7","false","P98173","29.0","1","0","0","0.6040025","false","0","P98173","0","0.0"
"8367","70","255","3.46491557","8.461E-5","0.28860732","0.04761905","7","6","false","P52294","116.85714286","7","0","0","0.69188555","false","0","P52294","168040","0.15610599"
"8372","20","55","3.84490306","4.4E-7","0.26008458","0.0","2","6","false","O95602","54.0","2","0","0","0.64438712","false","0","O95602","1706","0.51960784"
"8375","40","90","3.82851782","3.656E-5","0.26119769","0.0","6","6","false","Q9HAV7","33.83333333","6","0","0","0.64643527","false","0","Q9HAV7","86072","0.17844203"
"8384","75","293","3.39624765","3.5835E-4","0.2944426","0.03571429","8","6","false","Q9Y5K5","136.0","8","0","0","0.70046904","false","0","Q9Y5K5","397096","0.14312169"
"8401","95","586","3.12745466","0.0074821","0.31974884","0.0","62","6","false","P48960","8.82258065","62","0","0","0.73406817","false","0","P48960","5870208","0.02185078"
"8415","95","533","3.37198249","1.626E-5","0.29656145","0.56666667","16","6","false","P62910","217.0625","16","0","0","0.70350219","false","0","P62910","69162","0.17186263"
"8425","80","365","3.56885553","6.84E-6","0.28020187","0.08888889","10","6","false","O43159","93.3","10","0","0","0.67889306","false","0","O43159","41710","0.17345794"
"8427","90","417","3.51644778","9.113E-5","0.28437789","0.28571429","8","6","false","Q5VWQ0","178.375","8","0","0","0.68544403","false","0","Q5VWQ0","71982","0.22084367"
"8429","70","263","3.65190744","4.5E-7","0.2738295","0.16666667","4","6","false","Q8NDF8","154.0","4","0","0","0.66851157","false","0","Q8NDF8","3306","0.34650113"
"8434","95","538","3.32582864","5.026E-5","0.30067695","0.37368421","20","5","false","P61254","186.15","20","0","0","0.70927142","false","0","P61254","270622","0.1421696"
"8436","80","396","3.48617886","2.4286E-4","0.28684701","0.16666667","9","6","false","O75683","124.44444444","9","0","0","0.68922764","false","0","O75683","464098","0.18919377"
"8442","35","80","3.80412758","2.5E-5","0.26287236","0.0","5","6","false","Q9NP64","27.8","5","0","0","0.64948405","false","0","Q9NP64","30294","0.21788618"
"8444","80","365","3.47929956","3.56E-6","0.28741417","0.2","5","6","false","O15381","234.4","5","0","0","0.69008755","false","0","O15381","28182","0.28057554"
"8446","90","420","3.36785491","3.463E-5","0.29692491","0.28571429","8","6","false","Q969Q0","216.125","8","0","0","0.70401814","false","0","Q969Q0","74994","0.20665709"
"8450","80","374","3.46241401","1.0481E-4","0.28881584","0.10909091","11","5","false","Q9NZM5","100.72727273","11","0","0","0.69219825","false","0","Q9NZM5","177620","0.13507892"
"8454","70","237","3.65966229","8.039E-5","0.27324926","0.04761905","7","6","false","Q71F23","74.85714286","7","0","0","0.66754221","false","0","Q71F23","117104","0.17162698"
"8458","90","418","3.38786742","9.546E-5","0.29517094","0.21428571","8","6","false","Q99575","218.5","8","0","0","0.70151657","false","0","Q99575","254982","0.20004583"
"8461","55","169","3.68955597","8.596E-5","0.27103532","0.0","7","6","false","Q8WY36","59.57142857","7","0","0","0.6638055","false","0","Q8WY36","87144","0.16545601"
"8467","80","394","3.58574109","1.68E-6","0.27888238","0.28571429","7","6","false","O95478","161.42857143","7","0","0","0.67678236","false","0","O95478","11766","0.2605585"
"8476","95","533","3.43427142","1.071E-5","0.29118258","0.47794118","17","5","false","P62888","195.17647059","17","0","0","0.69571607","false","0","P62888","73582","0.17939014"
"8478","65","226","3.54871795","7.6E-6","0.28179191","0.0","3","6","false","P0C0S8","164.0","3","0","0","0.68141026","false","0","P0C0S8","11876","0.37557604"
"8482","65","225","3.62564103","9.72E-6","0.2758133","0.0","4","6","false","Q9NUQ6","128.5","4","0","0","0.67179487","false","0","Q9NUQ6","24416","0.29445727"
"8484","70","285","3.57510944","1.383E-5","0.27971172","0.0","6","6","false","Q53T94","112.5","6","0","0","0.67811132","false","0","Q53T94","38280","0.22389558"
"8486","65","203","3.69380863","1.4594E-4","0.27072328","0.0","3","6","false","Q8N7W2","152.33333333","3","0","0","0.66327392","false","0","Q8N7W2","195530","0.39205527"
"8491","80","391","3.44840525","2.2E-7","0.28998912","0.83333333","4","6","false","Q9H6F5","314.75","4","0","0","0.69394934","false","0","Q9H6F5","1616","0.35285874"
"8495","70","261","3.65403377","4.86E-6","0.27367016","0.0","5","6","false","Q15573","119.2","5","0","0","0.66824578","false","0","Q15573","19092","0.27746479"
"8509","55","167","3.62801751","4.077E-5","0.27563263","0.0","3","6","false","Q93050","119.33333333","3","0","0","0.67149781","false","0","Q93050","57414","0.34101825"
"8511","90","465","3.41601001","1.5493E-4","0.29273919","0.10989011","14","6","false","Q96EA4","120.64285714","14","0","0","0.69799875","false","0","Q96EA4","320654","0.13303769"
"8515","95","527","3.28455285","4.2315E-4","0.30445545","0.35294118","18","5","false","P62987","191.94444444","18","0","0","0.71443089","false","0","P62987","1349622","0.12363975"
"8523","90","427","3.56597874","6.722E-5","0.28042792","0.28571429","7","6","false","Q9NWS0","208.57142857","7","0","0","0.67925266","false","0","Q9NWS0","136342","0.27495754"
"8527","90","471","3.55334584","0.0","0.2814249","1.0","6","6","false","Q9UI30","298.0","6","0","0","0.68083177","false","0","Q9UI30","0","0.3815621"
"8532","80","367","3.28255159","1.8302E-4","0.30464106","0.13333333","6","5","false","Q9P0P0","235.0","6","0","0","0.71468105","false","0","Q9P0P0","382830","0.19988643"
"8538","65","205","3.54684178","3.219E-5","0.28194097","0.0","3","6","false","Q9Y5K8","175.0","3","0","0","0.68164478","false","0","Q9Y5K8","106860","0.34455446"
"8544","95","533","3.38386492","3.539E-5","0.29552007","0.61666667","16","6","false","P62266","211.375","16","0","0","0.70201689","false","0","P62266","127208","0.16797496"
"8550","95","533","3.37110694","2.545E-5","0.29663847","0.50326797","18","6","false","P62841","196.27777778","18","0","0","0.70361163","false","0","P62841","116628","0.15361524"
"8554","95","500","3.44803002","7.963E-5","0.29002068","0.49090909","11","6","false","Q9UBQ5","212.45454545","11","0","0","0.69399625","false","0","Q9UBQ5","298180","0.20402098"
"8556","90","471","3.58373984","8.2E-7","0.27903811","0.93333333","6","6","false","Q9NRX1","281.66666667","6","0","0","0.67703252","false","0","Q9NRX1","8214","0.40644541"
"8558","95","534","3.3083177","1.7967E-4","0.30226843","0.28947368","20","6","false","Q8NC51","189.5","20","0","0","0.71146029","false","0","Q8NC51","771140","0.13040634"
"8560","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","P17861","315.57142857","7","0","0","0.68195747","false","0","P17861","0","0.35901186"
"8568","70","291","3.60150094","8.536E-5","0.27766201","0.16666667","4","6","false","Q92731","193.75","4","0","0","0.67481238","false","0","Q92731","147828","0.34882671"
"8574","70","247","3.46691682","1.828E-5","0.28844072","0.0","3","6","false","A0A7I2YQL8","247.66666667","3","0","0","0.6916354","false","0","A0A7I2YQL8","82654","0.35800677"
"8580","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","P60059","315.57142857","7","0","0","0.68195747","false","0","P60059","0","0.35901186"
"8585","95","533","3.32532833","3.0503E-4","0.30072218","0.44852941","17","5","false","P46779","199.94117647","17","0","0","0.70933396","false","0","P46779","464816","0.15188629"
"8588","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","Q13488","279.0","1","0","0","0.66310194","false","0","Q13488","0","0.0"
"8590","90","465","3.54459037","4.604E-5","0.28212005","0.52380952","7","6","false","Q13601","249.71428571","7","0","0","0.6819262","false","0","Q13601","192266","0.30287795"
"8596","75","318","3.33746091","2.16E-4","0.29962898","0.06666667","6","5","false","Q9UBT2","203.5","6","0","0","0.70781739","false","0","Q9UBT2","350296","0.18885785"
"8607","95","590","3.11457161","3.2691E-4","0.32107144","0.16493506","56","6","false","O75821","52.32142857","56","0","0","0.73567855","false","0","O75821","909424","0.05249353"
"8609","95","500","3.41225766","1.726E-4","0.2930611","0.4","11","6","false","Q9Y312","233.72727273","11","0","0","0.69846779","false","0","Q9Y312","371898","0.21184623"
"8611","95","534","3.24165103","1.7269E-4","0.30848478","0.43859649","19","5","false","P42677","206.73684211","19","0","0","0.71979362","false","0","P42677","918046","0.12823026"
"8615","95","536","3.28580363","3.991E-5","0.30433955","0.46783626","19","6","false","P62244","199.10526316","19","0","0","0.71427455","false","0","P62244","270866","0.14201517"
"8617","80","340","3.31207004","1.2735E-4","0.30192598","0.1","5","6","false","Q8NBM4","283.6","5","0","0","0.71099124","false","0","Q8NBM4","311286","0.22371542"
"8619","90","461","3.6235147","0.0","0.27597515","1.0","5","6","false","Q96GA3","280.2","5","0","0","0.67206066","false","0","Q96GA3","0","0.52276119"
"8625","95","500","3.50068793","1.4068E-4","0.28565814","0.75","9","6","false","P37108","282.66666667","9","0","0","0.68741401","false","0","P37108","214446","0.27865439"
"8627","95","511","3.52245153","9.548E-5","0.28389319","0.53846154","13","6","false","P49458","196.15384615","13","0","0","0.68469356","false","0","P49458","298348","0.21249791"
"8630","95","625","3.13445904","4.3356E-4","0.31903432","0.13858025","81","6","false","Q9BRX2","46.12345679","81","0","0","0.73319262","false","0","Q9BRX2","1369920","0.04226806"
"8632","95","478","3.56247655","0.0","0.2807036","1.0","6","6","false","O15372","307.33333333","6","0","0","0.67969043","false","0","O15372","0","0.40332458"
"8635","90","417","3.36572858","7.635E-5","0.29711249","0.3","5","6","false","Q9Y5J3","299.0","5","0","0","0.70428393","false","0","Q9Y5J3","364362","0.29800399"
"8639","90","474","3.26941839","1.4433E-4","0.3058648","0.35714286","8","5","false","O95376","314.75","8","0","0","0.7163227","false","0","O95376","815516","0.21198584"
"8646","95","527","3.3931207","4.23E-6","0.29471395","0.79487179","13","6","false","P83881","250.76923077","13","0","0","0.70085991","false","0","P83881","38740","0.20387742"
"8670","70","290","3.65803627","9.3E-7","0.27337072","0.66666667","3","6","false","Q9Y2T7","224.33333333","3","0","0","0.66774547","false","0","Q9Y2T7","4452","0.51809084"
"8673","90","461","3.6235147","0.0","0.27597515","1.0","5","6","false","P41567","280.2","5","0","0","0.67206066","false","0","P41567","0","0.52276119"
"8675","95","492","3.53345841","8.2E-7","0.28300885","0.95238095","7","6","false","P47813","304.71428571","7","0","0","0.6833177","false","0","P47813","8214","0.35024631"
"8678","95","478","3.56247655","0.0","0.2807036","1.0","6","6","false","Q13347","307.33333333","6","0","0","0.67969043","false","0","Q13347","0","0.40332458"
"8688","90","417","3.39186992","3.408E-5","0.29482263","0.3","5","6","false","Q9HCK5","319.0","5","0","0","0.70101626","false","0","Q9HCK5","284572","0.30285171"
"8695","90","463","3.31181989","8.945E-5","0.30194879","0.21428571","8","5","false","Q7Z6Z7","274.375","8","0","0","0.71102251","false","0","Q7Z6Z7","596308","0.20826996"
"8697","95","498","3.1879925","5.5043E-4","0.31367702","0.29090909","11","5","false","P50750","281.27272727","11","0","0","0.72650094","false","0","P50750","1539830","0.16786141"
"8700","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","P82664","279.0","1","0","0","0.66310194","false","0","P82664","0","0.0"
"8716","80","340","3.58561601","6.73E-6","0.27889211","0.06666667","6","6","false","Q96A35","132.83333333","6","0","0","0.676798","false","0","Q96A35","45012","0.27766106"
"8721","95","511","3.45603502","4.006E-5","0.28934892","0.63636364","12","6","false","P60468","220.91666667","12","0","0","0.69299562","false","0","P60468","126248","0.22388438"
"8725","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","Q4U2R6","279.0","1","0","0","0.66310194","false","0","Q4U2R6","0","0.0"
"8727","95","533","3.3902439","5.94E-6","0.29496403","0.7047619","15","6","false","P25398","223.73333333","15","0","0","0.70121951","false","0","P25398","48312","0.18028472"
"8729","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","P14415","279.0","1","0","0","0.66310194","false","0","P14415","0","0.0"
"8733","80","372","3.48142589","3.73E-5","0.28723863","0.06666667","6","6","false","Q9BQ67","176.5","6","0","0","0.68982176","false","0","Q9BQ67","155780","0.2593412"
"8739","70","259","3.62439024","7.51E-5","0.27590848","0.33333333","3","6","false","Q9H967","220.33333333","3","0","0","0.67195122","false","0","Q9H967","99742","0.47722343"
"8741","55","163","3.65565979","7.15E-6","0.27354843","0.0","2","6","false","Q14CZ7","198.0","2","0","0","0.66804253","false","0","Q14CZ7","47810","0.51168831"
"8743","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","P09001","279.0","1","0","0","0.66310194","false","0","P09001","0","0.0"
"8745","80","412","3.48580363","3.195E-5","0.28687789","0.5","5","6","false","Q92901","253.0","5","0","0","0.68927455","false","0","Q92901","107794","0.31718946"
"8747","95","555","3.10844278","3.2033E-4","0.32170449","0.22307692","40","6","false","Q9ULX3","63.0","40","0","0","0.73644465","false","0","Q9ULX3","692690","0.07022346"
"8750","90","461","3.6235147","0.0","0.27597515","1.0","5","6","false","P41214","280.2","5","0","0","0.67206066","false","0","P41214","0","0.52276119"
"8752","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","P61927","315.57142857","7","0","0","0.68195747","false","0","P61927","0","0.35901186"
"8754","90","465","3.37873671","3.956E-5","0.29596861","0.66666667","6","5","false","O43583","333.5","6","0","0","0.70265791","false","0","O43583","325676","0.31007752"
"8756","90","474","3.27604753","6.5684E-4","0.30524588","0.27777778","9","5","false","P47974","265.44444444","9","0","0","0.71549406","false","0","P47974","1300082","0.18675123"
"8758","95","478","3.56247655","0.0","0.2807036","1.0","6","6","false","Q9BVS4","307.33333333","6","0","0","0.67969043","false","0","Q9BVS4","0","0.40332458"
"8761","95","492","3.53345841","8.2E-7","0.28300885","0.95238095","7","6","false","Q2NL82","304.71428571","7","0","0","0.6833177","false","0","Q2NL82","8214","0.35024631"
"8763","65","201","3.59624765","2.354E-5","0.27806761","0.0","3","6","false","Q14197","189.66666667","3","0","0","0.67546904","false","0","Q14197","122972","0.35463659"
"8769","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","Q9UHB9","315.57142857","7","0","0","0.68195747","false","0","Q9UHB9","0","0.35901186"
"8773","70","245","3.68455285","0.0","0.27140335","1.0","2","6","false","Q8IWS0","257.5","2","0","0","0.66443089","false","0","Q8IWS0","0","0.80974843"
"8776","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","Q8N983","279.0","1","0","0","0.66310194","false","0","Q8N983","0","0.0"
"8778","95","500","3.51694809","8.2E-7","0.28433744","0.96428571","8","6","false","P63220","312.25","8","0","0","0.68538149","false","0","P63220","8214","0.32025641"
"8783","50","140","3.69518449","0.0","0.27062248","0.0","1","6","false","Q86TS9","279.0","1","0","0","0.66310194","false","0","Q86TS9","0","0.0"
"8786","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","P62495","315.57142857","7","0","0","0.68195747","false","0","P62495","0","0.35901186"
"8788","95","519","3.52470294","1.49E-6","0.28371185","0.75757576","12","6","false","P62891","223.58333333","12","0","0","0.68441213","false","0","P62891","10536","0.24145068"
"8790","95","497","3.47254534","3.8143E-4","0.2879732","0.75","8","6","false","Q9Y450","294.125","8","0","0","0.69093183","false","0","Q9Y450","445112","0.28937008"
"8792","80","338","3.52045028","2.901E-5","0.28405457","0.06666667","6","6","false","Q00653","151.16666667","6","0","0","0.68494371","false","0","Q00653","118056","0.23189522"
"8800","55","152","3.64040025","2.56E-6","0.27469507","0.0","2","6","false","Q8TEW0","160.5","2","0","0","0.66994997","false","0","Q8TEW0","8212","0.50796178"
"8803","90","463","3.57948718","9.382E-5","0.27936963","0.47619048","7","6","false","Q8N1G4","207.42857143","7","0","0","0.6775641","false","0","Q8N1G4","304306","0.36024845"
"8807","90","417","3.58949343","0.0","0.27859084","1.0","4","6","false","B5ME19","315.75","4","0","0","0.67631332","false","0","B5ME19","0","0.49182243"
"8809","70","282","3.66003752","0.0","0.27322124","1.0","2","6","false","Q5T653","312.0","2","0","0","0.66749531","false","0","Q5T653","0","0.74641148"
"8817","80","340","3.53358349","1.438E-5","0.28299883","0.16666667","4","6","false","Q5U5Q3","226.25","4","0","0","0.68330206","false","0","Q5U5Q3","69482","0.36470113"
"8819","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","A0A0A0MRF8","315.57142857","7","0","0","0.68195747","false","0","A0A0A0MRF8","0","0.35901186"
"8823","95","500","3.51694809","8.2E-7","0.28433744","0.96428571","8","6","false","Q96CT7","312.25","8","0","0","0.68538149","false","0","Q96CT7","8214","0.32025641"
"8825","95","500","3.54308943","0.0","0.28223956","1.0","8","6","false","P15170","289.375","8","0","0","0.68211382","false","0","P15170","0","0.32771801"
"8828","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","P09132","315.57142857","7","0","0","0.68195747","false","0","P09132","0","0.35901186"
"8831","95","500","3.51694809","8.2E-7","0.28433744","0.96428571","8","6","false","E9PMS9","312.25","8","0","0","0.68538149","false","0","E9PMS9","8214","0.32025641"
"8834","95","626","3.14759225","4.1752E-4","0.31770316","0.14506173","81","6","false","P61011","46.13580247","81","0","0","0.73155097","false","0","P61011","1308914","0.04352494"
"8841","95","497","3.54434021","0.0","0.28213996","1.0","7","6","false","A0A1W2PQS6","315.57142857","7","0","0","0.68195747","false","0","A0A1W2PQS6","0","0.35901186"
"8846","65","224","3.58298937","3.32E-6","0.27909656","0.0","2","6","false","Q6N021","282.0","2","0","0","0.67712633","false","0","Q6N021","26816","0.52621723"
"8849","95","680","2.82589118","0.00703844","0.35387067","0.0485765","267","5","false","P62847","27.10486891","267","0","0","0.7717636","false","0","P62847","24084870","0.01607969"
"8852","95","502","3.45128205","2.0711E-4","0.2897474","0.6","10","6","false","O76094","276.5","10","0","0","0.69358974","false","0","O76094","412878","0.24386584"
"8855","70","291","3.62414009","2.288E-5","0.27592752","0.16666667","4","6","false","Q92913","177.0","4","0","0","0.67198249","false","0","Q92913","82480","0.36168033"
"8858","80","365","3.61613508","3.138E-5","0.27653834","0.5","4","6","false","P16401","233.75","4","0","0","0.67298311","false","0","P16401","47878","0.44561069"
"8860","90","476","3.55059412","0.0","0.28164301","1.0","6","6","false","H7C2U2","323.66666667","6","0","0","0.68117573","false","0","H7C2U2","0","0.37989045"
"8865","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","O75865","58.0","1","0","0","0.61350844","false","0","O75865","0","0.0"
"8867","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q9UNI6","58.0","1","0","0","0.61350844","false","0","Q9UNI6","0","0.0"
"8870","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","P49247","58.0","1","0","0","0.61350844","false","0","P49247","0","0.0"
"8872","25","64","3.96410256","3.368E-5","0.25226391","0.0","2","6","false","Q53TS8","87.5","2","0","0","0.62948718","false","0","Q53TS8","16538","0.50290698"
"8874","45","118","3.39837398","4.419E-5","0.29425837","0.04761905","7","6","false","Q5T6C5","33.28571429","7","0","0","0.70020325","false","0","Q5T6C5","70018","0.15966387"
"8876","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","O15375","58.0","1","0","0","0.61350844","false","0","O15375","0","0.0"
"8878","55","160","3.49681051","8.648E-5","0.28597489","0.01282051","13","6","false","Q9UBY9","18.53846154","13","0","0","0.68789869","false","0","Q9UBY9","144862","0.10226767"
"8880","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q2TAL8","58.0","1","0","0","0.61350844","false","0","Q2TAL8","0","0.0"
"8882","65","224","3.47667292","1.0206E-4","0.28763131","0.0","3","6","false","O14512","285.33333333","3","0","0","0.69041588","false","0","O14512","172922","0.35453034"
"8884","35","83","3.8532833","2.218E-5","0.25951894","0.0","2","6","false","Q9BQI3","110.0","2","0","0","0.64333959","false","0","Q9BQI3","17464","0.50462963"
"8886","10","30","4.05928705","6.71E-6","0.24634868","0.0","2","6","false","Q15773","37.0","2","0","0","0.61758912","false","0","Q15773","17554","0.50704225"
"8889","75","293","3.51081926","4.386E-5","0.2848338","0.0","2","6","false","Q9Y239","329.0","2","0","0","0.68614759","false","0","Q9Y239","55428","0.50384025"
"8891","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q9BQG2","58.0","1","0","0","0.61350844","false","0","Q9BQG2","0","0.0"
"8895","75","306","3.39224515","1.9462E-4","0.29479002","0.0","6","5","false","O75190","176.83333333","6","0","0","0.70096936","false","0","O75190","519206","0.18239972"
"8898","40","98","3.83377111","1.6673E-4","0.26083978","0.0","9","6","false","Q709F0","24.33333333","9","0","0","0.64577861","false","0","Q709F0","163660","0.11164274"
"8900","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q03936","58.0","1","0","0","0.61350844","false","0","Q03936","0","0.0"
"8903","45","120","3.77661038","3.0054E-4","0.26478771","0.0","9","6","false","P02511","32.88888889","9","0","0","0.6529237","false","0","P02511","211630","0.11308117"
"8908","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q9BYW2","58.0","1","0","0","0.61350844","false","0","Q9BYW2","0","0.0"
"8910","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q8WZ19","58.0","1","0","0","0.61350844","false","0","Q8WZ19","0","0.0"
"8914","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q9Y574","58.0","1","0","0","0.61350844","false","0","Q9Y574","0","0.0"
"8916","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","O14558","58.0","1","0","0","0.61350844","false","0","O14558","0","0.0"
"8918","35","74","3.75747342","9.79E-6","0.26613628","0.0","2","6","false","Q6FI81","86.0","2","0","0","0.65531582","false","0","Q6FI81","14680","0.50295858"
"8920","15","42","3.92707942","3.069E-5","0.25464216","0.0","5","6","false","Q1L5Z9","15.8","5","0","0","0.63411507","false","0","Q1L5Z9","19192","0.20273973"
"8923","75","300","3.49505941","2.027E-4","0.28611817","0.04444444","10","6","false","A3KMH1","80.0","10","0","0","0.68811757","false","0","A3KMH1","354370","0.11850746"
"8927","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q12988","58.0","1","0","0","0.61350844","false","0","Q12988","0","0.0"
"8930","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","A6NHR9","58.0","1","0","0","0.61350844","false","0","A6NHR9","0","0.0"
"8932","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","P52732","58.0","1","0","0","0.61350844","false","0","P52732","0","0.0"
"8935","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","Q14166","58.0","1","0","0","0.61350844","false","0","Q14166","0","0.0"
"8937","10","30","4.09193246","0.0","0.24438331","0.0","1","6","false","P51587","58.0","1","0","0","0.61350844","false","0","P51587","0","0.0"
"8940","35","76","3.90631645","3.021E-5","0.25599565","0.0","2","6","false","Q8TCU4","96.5","2","0","0","0.63671044","false","0","Q8TCU4","14804","0.5"
"8942","75","293","3.41138211","9.834E-5","0.29313632","0.0","3","6","false","O75317","287.0","3","0","0","0.69857724","false","0","O75317","161634","0.3504902"
