"SUID","_wks_percentile_bucket","_wkshell","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2271","90","450","2.96085053","8.595E-4","0.33774079","0.08947368","20","5","false","O15379","174.0","20","0","0","0.75489368","false","0","O15379","2280872","0.07176786"
"2274","85","417","3.2166354","7.077E-5","0.31088385","0.4","5","5","false","P0CG47","422.8","5","0","0","0.72292058","false","0","P0CG47","321198","0.24340818"
"2276","60","189","3.69468418","9.456E-5","0.27065913","0.0","2","6","false","Q9HCP0","252.0","2","0","0","0.66316448","false","0","Q9HCP0","109308","0.50401606"
"2278","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","Q8TE49","489.5","2","0","0","0.69066604","false","0","Q8TE49","0","0.57251462"
"2280","60","189","3.67842402","2.117E-4","0.27185555","0.0","3","6","false","Q8N122","170.66666667","3","0","0","0.665197","false","0","Q8N122","305086","0.34138162"
"2282","60","190","3.65303315","1.2763E-4","0.27374512","0.0","3","6","false","P99999","199.66666667","3","0","0","0.66837086","false","0","P99999","142208","0.34193919"
"2284","65","222","3.5340838","1.471E-5","0.28295877","0.0","2","6","false","Q16584","372.5","2","0","0","0.68323952","false","0","Q16584","73040","0.53530259"
"2287","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","P35908","379.0","1","0","0","0.65442464","false","0","P35908","0","0.0"
"2289","60","189","3.73508443","3.41E-6","0.26773157","0.0","2","6","false","Q8IZD2","227.5","2","0","0","0.65811445","false","0","Q8IZD2","13462","0.53546099"
"2291","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q53GS9","379.0","1","0","0","0.65442464","false","0","Q53GS9","0","0.0"
"2294","60","189","3.75209506","2.271E-5","0.26651777","0.0","2","6","false","Q9NYA1","211.0","2","0","0","0.65598812","false","0","Q9NYA1","57606","0.5060241"
"2296","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","Q9Y2K6","489.5","2","0","0","0.69066604","false","0","Q9Y2K6","0","0.57251462"
"2298","65","222","3.5340838","1.471E-5","0.28295877","0.0","2","6","false","Q9NPH3","372.5","2","0","0","0.68323952","false","0","Q9NPH3","73040","0.53530259"
"2300","75","297","3.42539087","5.187E-5","0.29193749","0.21428571","8","6","false","Q96EP0","147.125","8","0","0","0.69682614","false","0","Q96EP0","101466","0.15267672"
"2303","60","189","3.73433396","4.272E-5","0.26778537","0.0","2","6","false","Q6Q0C0","214.5","2","0","0","0.65820826","false","0","Q6Q0C0","26582","0.50117371"
"2305","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9UDY8","379.0","1","0","0","0.65442464","false","0","Q9UDY8","0","0.0"
"2307","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","P22792","379.0","1","0","0","0.65442464","false","0","P22792","0","0.0"
"2309","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8NDB2","379.0","1","0","0","0.65442464","false","0","Q8NDB2","0","0.0"
"2311","95","532","3.20475297","0.00484708","0.31203653","0.0070922","48","6","false","Q96F46","14.875","48","0","0","0.72440588","false","0","Q96F46","2825324","0.02413224"
"2313","70","235","3.26341463","1.9214E-4","0.3064275","0.0952381","7","6","false","Q96PD2","119.85714286","7","0","0","0.71707317","false","0","Q96PD2","262648","0.15611578"
"2315","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8N2H9","379.0","1","0","0","0.65442464","false","0","Q8N2H9","0","0.0"
"2317","80","357","3.25365854","2.6942E-4","0.30734633","0.04444444","10","6","false","Q9C0C9","152.5","10","0","0","0.71829268","false","0","Q9C0C9","555076","0.12471264"
"2319","85","417","3.22626642","4.236E-5","0.3099558","0.5","4","5","false","Q14258","499.5","4","0","0","0.7217167","false","0","Q14258","227482","0.29573712"
"2322","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","O75385","489.5","2","0","0","0.69066604","false","0","O75385","0","0.57251462"
"2325","90","417","2.99812383","0.00159968","0.33354193","0.16666667","13","5","false","P49841","270.15384615","13","0","0","0.75023452","false","0","P49841","3148794","0.10658126"
"2327","60","189","3.67992495","3.9629E-4","0.27174467","0.0","3","6","false","Q96A37","199.33333333","3","0","0","0.66500938","false","0","Q96A37","329786","0.33961187"
"2329","80","347","3.21588493","6.1753E-4","0.3109564","0.10714286","8","5","false","P49768","235.75","8","0","0","0.72301438","false","0","P49768","1148174","0.15702135"
"2331","90","417","3.1289556","0.00139333","0.31959546","0.04678363","19","5","false","Q13616","127.31578947","19","0","0","0.73388055","false","0","Q13616","2468102","0.07038963"
"2333","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8IU57","379.0","1","0","0","0.65442464","false","0","Q8IU57","0","0.0"
"2335","60","189","3.67817386","1.028E-5","0.27187404","0.16666667","4","6","false","Q9BWF2","117.0","4","0","0","0.66522827","false","0","Q9BWF2","26124","0.25888889"
"2337","70","233","3.49931207","4.478E-5","0.28577045","0.0","3","6","false","O15524","275.33333333","3","0","0","0.68758599","false","0","O15524","138244","0.35907504"
"2339","80","372","3.32507817","2.2578E-4","0.30074481","0.04761905","15","6","false","Q9UHD2","75.6","15","0","0","0.70936523","false","0","Q9UHD2","424370","0.08002843"
"2341","60","189","3.69180738","1.563E-5","0.27087004","0.0","2","6","false","O14543","237.0","2","0","0","0.66352408","false","0","O14543","34778","0.51528384"
"2343","60","189","3.71794872","2.204E-5","0.26896552","0.0","3","6","false","Q86WV6","172.66666667","3","0","0","0.66025641","false","0","Q86WV6","70028","0.36216596"
"2345","60","189","3.67417136","2.115E-5","0.27217021","0.0","2","6","false","Q6R6M4","270.5","2","0","0","0.66572858","false","0","Q6R6M4","62170","0.51431298"
"2347","70","255","3.50919325","1.2214E-4","0.28496578","0.0","5","6","false","P35613","171.6","5","0","0","0.68635084","false","0","P35613","325492","0.21218905"
"2349","80","379","3.23314572","8.9239E-4","0.3092963","0.05454545","11","5","false","P37840","189.90909091","11","0","0","0.72085679","false","0","P37840","1247682","0.11367731"
"2351","70","283","3.43202001","5.73E-5","0.29137359","0.0","3","6","false","P55316","317.0","3","0","0","0.6959975","false","0","P55316","239782","0.35505618"
"2353","95","538","3.05365854","9.3449E-4","0.32747604","0.26839827","22","5","false","P68104","234.5","22","0","0","0.74329268","false","0","P68104","3555350","0.09812621"
"2355","75","305","3.26466542","6.4898E-4","0.3063101","0.04761905","7","5","false","Q03135","218.28571429","7","0","0","0.71691682","false","0","Q03135","928786","0.16646628"
"2357","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","A0A0G2JNZ6","379.0","1","0","0","0.65442464","false","0","A0A0G2JNZ6","0","0.0"
"2359","70","260","3.47767355","2.575E-5","0.28754855","0.33333333","4","6","false","P10242","205.75","4","0","0","0.69029081","false","0","P10242","112052","0.28462604"
"2361","75","297","3.40850532","1.1427E-4","0.29338373","0.11111111","9","6","false","Q13404","126.33333333","9","0","0","0.69893684","false","0","Q13404","133556","0.13627062"
"2363","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q5BKZ1","379.0","1","0","0","0.65442464","false","0","Q5BKZ1","0","0.0"
"2366","60","193","3.68930582","2.233E-5","0.2710537","0.16666667","4","6","false","Q15628","128.75","4","0","0","0.66383677","false","0","Q15628","53356","0.26497934"
"2368","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","P00167","379.0","1","0","0","0.65442464","false","0","P00167","0","0.0"
"2370","95","546","2.94196373","0.00273882","0.33990902","0.05","41","5","false","P36873","125.41463415","41","0","0","0.75725453","false","0","P36873","7825468","0.04950524"
"2373","95","538","3.15134459","3.1631E-4","0.31732487","0.28307692","26","6","false","P15880","185.07692308","26","0","0","0.73108193","false","0","P15880","1738960","0.09940892"
"2376","90","417","3.14171357","8.8192E-4","0.31829764","0.05072464","24","6","false","O94782","65.375","24","0","0","0.7322858","false","0","O94782","789148","0.05247038"
"2378","90","454","2.95984991","0.00106181","0.33785497","0.05194805","22","5","false","Q93009","154.36363636","22","0","0","0.75501876","false","0","Q93009","2436414","0.06519646"
"2380","60","189","3.74846779","0.0","0.26677567","1.0","2","6","false","Q16552","213.5","2","0","0","0.65644153","false","0","Q16552","0","0.50712589"
"2383","95","538","3.05365854","3.2954E-4","0.32747604","0.31521739","24","5","false","P39023","229.20833333","24","0","0","0.74329268","false","0","P39023","2012562","0.10062582"
"2385","90","417","3.14308943","0.00177814","0.3181583","0.01449275","24","6","false","P42858","94.29166667","24","0","0","0.73211382","false","0","P42858","3243650","0.05299811"
"2387","60","189","3.64865541","8.46E-6","0.27407357","0.0","2","5","false","Q5TCZ1","216.0","2","0","0","0.66891807","false","0","Q5TCZ1","12792","0.50469484"
"2389","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","O60858","379.0","1","0","0","0.65442464","false","0","O60858","0","0.0"
"2391","90","417","3.06804253","6.078E-4","0.32594072","0.13888889","9","5","false","P63000","337.55555556","9","0","0","0.74149468","false","0","P63000","1635824","0.14657005"
"2393","80","364","3.28742964","5.6002E-4","0.30418902","0.06410256","13","6","false","Q9BYM8","129.30769231","13","0","0","0.71407129","false","0","Q9BYM8","1147222","0.09756809"
"2395","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","O00635","379.0","1","0","0","0.65442464","false","0","O00635","0","0.0"
"2398","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q13568","379.0","1","0","0","0.65442464","false","0","Q13568","0","0.0"
"2401","60","189","3.71832395","5.607E-5","0.26893837","0.0","2","6","false","P51530","248.0","2","0","0","0.66020951","false","0","P51530","82730","0.50408163"
"2403","80","333","3.37273296","8.939E-5","0.29649546","0.13333333","10","5","false","Q14790","133.8","10","0","0","0.70340838","false","0","Q14790","180076","0.12427907"
"2405","90","417","3.15834897","3.6117E-4","0.31662112","0.2","6","5","false","P61964","391.66666667","6","0","0","0.73020638","false","0","P61964","758734","0.20360735"
"2407","60","189","3.7409631","1.0355E-4","0.26731084","0.0","2","6","false","P78556","232.0","2","0","0","0.65737961","false","0","P78556","203732","0.50547046"
"2409","95","538","2.86466542","0.00509826","0.34908091","0.05105105","37","5","false","P55072","140.40540541","37","0","0","0.76691682","false","0","P55072","9426584","0.04794939"
"2411","75","293","3.45791119","2.353E-5","0.28919193","0.33333333","3","6","false","Q96FA3","351.33333333","3","0","0","0.6927611","false","0","Q96FA3","51732","0.38656388"
"2413","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9NX47","379.0","1","0","0","0.65442464","false","0","Q9NX47","0","0.0"
"2415","80","364","3.19212008","0.00156061","0.31327142","0.05128205","13","5","false","P37173","147.0","13","0","0","0.72598499","false","0","P37173","1978622","0.09217215"
"2417","95","567","2.99249531","0.00116513","0.33416928","0.02564103","52","5","false","Q99683","38.57692308","52","0","0","0.75093809","false","0","Q99683","2293180","0.03205666"
"2419","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q7RTR2","379.0","1","0","0","0.65442464","false","0","Q7RTR2","0","0.0"
"2421","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8TD23","379.0","1","0","0","0.65442464","false","0","Q8TD23","0","0.0"
"2423","90","417","3.11932458","0.00104751","0.32058222","0.02564103","13","5","false","P02786","161.38461538","13","0","0","0.73508443","false","0","P02786","1767760","0.0937528"
"2425","65","214","3.56260163","2.171E-5","0.28069375","0.0","2","6","false","Q9NR96","331.0","2","0","0","0.6796748","false","0","Q9NR96","88208","0.51886792"
"2428","75","297","3.2865541","9.0769E-4","0.30427006","0.0","5","6","false","P42345","286.4","5","0","0","0.71418074","false","0","P42345","1390010","0.22106894"
"2430","80","323","3.25378361","5.4205E-4","0.30733451","0.14285714","7","5","false","Q9HCE7","256.85714286","7","0","0","0.71827705","false","0","Q9HCE7","1016494","0.17127599"
"2432","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q6P0Q8","379.0","1","0","0","0.65442464","false","0","Q6P0Q8","0","0.0"
"2434","75","293","3.42976861","1.254E-5","0.29156486","0.33333333","3","5","false","Q99759","364.33333333","3","0","0","0.69627892","false","0","Q99759","47626","0.38888889"
"2436","80","342","3.22664165","0.00113918","0.30991976","0.02564103","13","5","false","Q14457","137.23076923","13","0","0","0.72166979","false","0","Q14457","1396362","0.09188322"
"2438","90","417","3.1558474","3.9282E-4","0.3168721","0.2","6","5","false","Q15388","382.16666667","6","0","0","0.73051907","false","0","Q15388","628714","0.20310284"
"2440","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","Q9Y577","489.5","2","0","0","0.69066604","false","0","Q9Y577","0","0.57251462"
"2442","65","208","3.59937461","3.985E-5","0.27782604","0.33333333","3","6","false","P49810","226.0","3","0","0","0.67507817","false","0","P49810","113078","0.36753529"
"2444","90","457","3.05628518","6.4423E-4","0.3271946","0.06535948","18","5","false","P09874","170.22222222","18","0","0","0.74296435","false","0","P09874","2211642","0.08037545"
"2446","80","328","3.36873046","8.64E-5","0.29684773","0.3","5","6","false","O60260","320.4","5","0","0","0.70390869","false","0","O60260","237880","0.24611837"
"2448","75","293","3.40675422","3.279E-5","0.29353453","0.2","5","6","false","Q9NYJ8","233.6","5","0","0","0.69915572","false","0","Q9NYJ8","86342","0.23484391"
"2450","75","293","3.41738587","3.409E-5","0.29262133","0.33333333","4","6","false","Q9UK80","299.0","4","0","0","0.69782677","false","0","Q9UK80","106852","0.2999498"
"2452","90","462","3.20275172","6.479E-4","0.31223151","0.01904762","21","5","false","Q16666","101.57142857","21","0","0","0.72465604","false","0","Q16666","1631906","0.07374508"
"2454","60","189","3.73370857","5.978E-5","0.26783022","0.0","2","6","false","Q53ET0","217.0","2","0","0","0.65828643","false","0","Q53ET0","98062","0.5046729"
"2456","90","417","3.09618512","4.1188E-4","0.3229781","0.10909091","11","5","false","P55036","250.54545455","11","0","0","0.73797686","false","0","P55036","1160544","0.12553027"
"2458","60","189","3.75847405","3.22E-5","0.26606543","0.0","2","6","false","Q07820","201.0","2","0","0","0.65519074","false","0","Q07820","63714","0.50377834"
"2460","80","382","3.22276423","7.838E-5","0.31029263","0.22222222","9","5","false","Q16778","190.66666667","9","0","0","0.72215447","false","0","Q16778","274796","0.14197071"
"2462","75","307","3.44252658","2.7737E-4","0.29048432","0.08974359","13","6","false","O43318","78.38461538","13","0","0","0.69468418","false","0","O43318","341542","0.09276557"
"2464","95","523","3.18386492","9.6759E-4","0.31408368","0.13157895","20","5","false","P11441","183.35","20","0","0","0.72701689","false","0","P11441","3615026","0.09576138"
"2466","90","417","3.18361476","2.5436E-4","0.31410836","0.07692308","13","5","false","P51617","147.07692308","13","0","0","0.72704816","false","0","P51617","756718","0.0929609"
"2468","75","293","3.34659162","3.5453E-4","0.29881148","0.03636364","11","5","false","O15111","100.72727273","11","0","0","0.70667605","false","0","O15111","518158","0.10615711"
"2470","65","205","3.7243277","1.395E-5","0.26850484","0.2","5","6","false","O95999","102.8","5","0","0","0.65945904","false","0","O95999","34828","0.21557895"
"2473","75","293","3.46754221","3.754E-5","0.2883887","0.66666667","3","6","false","Q8TEY7","342.33333333","3","0","0","0.69155722","false","0","Q8TEY7","33470","0.38292319"
"2475","80","334","3.25203252","2.4961E-4","0.3075","0.13333333","6","6","false","P98170","285.83333333","6","0","0","0.71849593","false","0","P98170","667740","0.20334758"
"2477","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","A5PLL7","489.5","2","0","0","0.69066604","false","0","A5PLL7","0","0.57251462"
"2479","60","189","3.71832395","2.213E-5","0.26893837","0.0","3","6","false","O14879","162.0","3","0","0","0.66020951","false","0","O14879","44102","0.359375"
"2481","65","222","3.5340838","1.471E-5","0.28295877","0.0","2","6","false","P25942","372.5","2","0","0","0.68323952","false","0","P25942","73040","0.53530259"
"2483","90","417","3.08592871","3.189E-4","0.32405156","0.19047619","7","5","false","P00519","381.14285714","7","0","0","0.73925891","false","0","P00519","994914","0.18000675"
"2486","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q00994","379.0","1","0","0","0.65442464","false","0","Q00994","0","0.0"
"2488","60","189","3.71044403","4.068E-5","0.26950952","0.0","2","6","false","Q96EX3","215.5","2","0","0","0.6611945","false","0","Q96EX3","32300","0.50234192"
"2490","80","366","3.12370231","5.6144E-4","0.32013294","0.02164502","22","6","false","Q13043","39.31818182","22","0","0","0.73453721","false","0","Q13043","797862","0.05777082"
"2492","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9HB90","379.0","1","0","0","0.65442464","false","0","Q9HB90","0","0.0"
"2495","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8TDR0","379.0","1","0","0","0.65442464","false","0","Q8TDR0","0","0.0"
"2497","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8TD90","379.0","1","0","0","0.65442464","false","0","Q8TD90","0","0.0"
"2500","85","417","3.21613508","1.9301E-4","0.31093221","0.1","5","5","false","P18754","361.8","5","0","0","0.72298311","false","0","P18754","560188","0.22933333"
"2502","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8NFU5","379.0","1","0","0","0.65442464","false","0","Q8NFU5","0","0.0"
"2504","80","319","3.20900563","2.2011E-4","0.31162301","0.05882353","18","5","false","O00206","42.83333333","18","0","0","0.7238743","false","0","O00206","405512","0.06881313"
"2506","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","A0A087X0S4","379.0","1","0","0","0.65442464","false","0","A0A087X0S4","0","0.0"
"2508","90","436","2.95372108","0.00116885","0.338556","0.08974359","13","5","false","Q9H492","288.23076923","13","0","0","0.75578487","false","0","Q9H492","3343074","0.10922727"
"2510","80","351","3.29318324","9.9116E-4","0.30365756","0.03296703","14","5","false","P36897","117.92857143","14","0","0","0.7133521","false","0","P36897","1898288","0.08618697"
"2512","95","541","3.01188243","0.00161427","0.33201827","0.03961353","46","5","false","Q9BXM7","48.17391304","46","0","0","0.7485147","false","0","Q9BXM7","2008080","0.0305152"
"2515","90","417","3.06766729","5.0085E-4","0.32598059","0.07575758","12","5","false","P34931","225.66666667","12","0","0","0.74154159","false","0","P34931","1616490","0.11420848"
"2517","90","417","3.22726704","7.8141E-4","0.3098597","0.09150327","18","5","false","P43405","114.0","18","0","0","0.72159162","false","0","P43405","1584318","0.07261955"
"2519","60","189","3.62501563","1.719E-5","0.27586088","0.0","4","6","false","P41134","120.5","4","0","0","0.67187305","false","0","P41134","29216","0.25865801"
"2521","95","489","3.15534709","0.00112272","0.31692235","0.01219512","41","6","false","P20333","20.34146341","41","0","0","0.73058161","false","0","P20333","1405280","0.03230602"
"2523","75","293","3.4195122","2.965E-5","0.29243937","0.33333333","3","6","false","O95551","394.33333333","3","0","0","0.69756098","false","0","O95551","150770","0.394"
"2525","95","603","3.02539087","0.00206031","0.3305358","0.00704225","72","6","false","Q05513","24.48611111","72","0","0","0.74682614","false","0","Q05513","5198266","0.02785919"
"2527","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","Q8N5C8","489.5","2","0","0","0.69066604","false","0","Q8N5C8","0","0.57251462"
"2529","70","239","3.4492808","1.7636E-4","0.28991551","0.0","5","6","false","O95373","189.2","5","0","0","0.6938399","false","0","O95373","288204","0.21682028"
"2531","75","293","3.46291432","3.41E-6","0.28877411","0.66666667","3","6","false","Q9Y6I4","351.66666667","3","0","0","0.69213571","false","0","Q9Y6I4","13462","0.39468762"
"2533","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","P49589","379.0","1","0","0","0.65442464","false","0","P49589","0","0.0"
"2535","80","370","3.25315822","2.9759E-4","0.30739359","0.03846154","13","5","false","Q16637","107.07692308","13","0","0","0.71835522","false","0","Q16637","642894","0.09225437"
"2537","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q15306","379.0","1","0","0","0.65442464","false","0","Q15306","0","0.0"
"2539","60","189","3.73370857","5.978E-5","0.26783022","0.0","2","6","false","P53805","217.0","2","0","0","0.65828643","false","0","P53805","98062","0.5046729"
"2541","70","230","3.52020013","3.035E-5","0.28407476","0.33333333","3","6","false","O60674","280.0","3","0","0","0.68497498","false","0","O60674","107818","0.37488829"
"2543","85","417","3.26341463","9.711E-5","0.3064275","0.16666667","4","5","false","P22102","411.0","4","0","0","0.71707317","false","0","P22102","356544","0.28097194"
"2545","95","552","2.99487179","0.00178962","0.33390411","0.00676329","46","5","false","P27348","68.89130435","46","0","0","0.75064103","false","0","P27348","4625902","0.03269741"
"2547","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q8WXG1","379.0","1","0","0","0.65442464","false","0","Q8WXG1","0","0.0"
"2549","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9NS68","379.0","1","0","0","0.65442464","false","0","Q9NS68","0","0.0"
"2551","70","273","3.4097561","1.3303E-4","0.29327611","0.16666667","4","6","false","O15360","270.25","4","0","0","0.69878049","false","0","O15360","311604","0.28454641"
"2553","90","417","3.09831144","0.00119214","0.32275645","0.06410256","13","5","false","Q13501","215.30769231","13","0","0","0.73771107","false","0","Q13501","2316852","0.10425691"
"2555","65","222","3.5340838","1.471E-5","0.28295877","0.0","2","6","false","P58753","372.5","2","0","0","0.68323952","false","0","P58753","73040","0.53530259"
"2557","65","217","3.55159475","1.731E-5","0.28156366","0.0","2","6","false","Q92844","326.0","2","0","0","0.68105066","false","0","Q92844","78524","0.51834131"
"2559","90","417","3.1931207","5.4119E-4","0.31317325","0.15555556","10","5","false","Q93034","220.6","10","0","0","0.72585991","false","0","Q93034","1071782","0.12051422"
"2562","65","222","3.48617886","5.093E-5","0.28684701","0.16666667","4","6","false","O43791","169.75","4","0","0","0.68922764","false","0","O43791","113656","0.26695584"
"2564","75","293","3.4572858","5.595E-5","0.28924424","0.33333333","3","6","false","O95630","355.66666667","3","0","0","0.69283927","false","0","O95630","176424","0.38623188"
"2566","80","363","3.20737961","6.6972E-4","0.31178099","0.01449275","24","6","false","Q9P289","33.33333333","24","0","0","0.72407755","false","0","Q9P289","675288","0.04924242"
"2568","65","216","3.55559725","1.1598E-4","0.2812467","0.0","4","6","false","Q05655","174.75","4","0","0","0.68055034","false","0","Q05655","188822","0.27021773"
"2570","70","242","3.50931832","3.6634E-4","0.28495563","0.04761905","7","6","false","O43561","119.0","7","0","0","0.68633521","false","0","O43561","672464","0.15708594"
"2572","85","417","3.23427142","1.9907E-4","0.30918865","0.16666667","4","5","false","P45983","429.5","4","0","0","0.72071607","false","0","P45983","363006","0.27966102"
"2574","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9HAV5","379.0","1","0","0","0.65442464","false","0","Q9HAV5","0","0.0"
"2576","90","417","3.08355222","2.2391E-4","0.3243013","0.14545455","11","5","false","Q92841","247.27272727","11","0","0","0.73955597","false","0","Q92841","1074620","0.13119505"
"2578","60","189","3.75634772","1.27E-6","0.26621604","0.0","2","6","false","Q9BXL7","202.0","2","0","0","0.65545654","false","0","Q9BXL7","6626","0.5140665"
"2580","60","189","3.59812383","3.62E-6","0.27792262","0.0","2","6","false","Q92985","229.0","2","0","0","0.67523452","false","0","Q92985","12796","0.51351351"
"2582","60","195","3.68255159","1.268E-5","0.27155085","0.0","3","6","false","P02686","178.33333333","3","0","0","0.66468105","false","0","P02686","39052","0.36563574"
"2584","65","215","3.56072545","1.078E-5","0.28084165","0.0","4","6","false","Q15326","136.0","4","0","0","0.67990932","false","0","Q15326","41024","0.26011561"
"2586","85","417","3.20838024","8.741E-5","0.31168376","0.19047619","7","5","false","O14733","266.0","7","0","0","0.72395247","false","0","O14733","358142","0.16892199"
"2588","60","189","3.74521576","1.5863E-4","0.26700731","0.0","2","6","false","O14788","211.0","2","0","0","0.65684803","false","0","O14788","140508","0.50119332"
"2590","65","205","3.58011257","6.092E-5","0.27932083","0.0","4","6","false","P78352","154.5","4","0","0","0.67748593","false","0","P78352","103148","0.26788831"
"2592","90","417","3.18161351","1.352E-4","0.31430593","0.13333333","6","5","false","O00571","386.66666667","6","0","0","0.72729831","false","0","O00571","749368","0.22180739"
"2595","90","417","3.14396498","3.3583E-4","0.3180697","0.4","5","5","false","P60953","480.0","5","0","0","0.73200438","false","0","P60953","815794","0.24171285"
"2597","60","189","3.68905566","7.62E-6","0.27107208","0.0","2","6","false","Q8TF05","238.5","2","0","0","0.66386804","false","0","Q8TF05","25472","0.51855895"
"2599","75","293","3.42401501","5.034E-5","0.29205479","0.33333333","3","6","false","Q76L83","364.66666667","3","0","0","0.69699812","false","0","Q76L83","103110","0.38431786"
"2601","65","222","3.5340838","1.471E-5","0.28295877","0.0","2","6","false","P14778","372.5","2","0","0","0.68323952","false","0","P14778","73040","0.53530259"
"2603","90","455","3.02113821","0.00238674","0.33100108","0.04347826","24","5","false","O00487","135.625","24","0","0","0.74735772","false","0","O00487","3547766","0.05764304"
"2605","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q86UT6","379.0","1","0","0","0.65442464","false","0","Q86UT6","0","0.0"
"2607","65","201","3.38761726","3.581E-5","0.29519273","0.06666667","6","6","false","P49662","83.5","6","0","0","0.70154784","false","0","P49662","26954","0.17624113"
"2609","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q9NWZ3","379.0","1","0","0","0.65442464","false","0","Q9NWZ3","0","0.0"
"2611","70","260","3.45741088","9.533E-5","0.28923377","0.1","5","6","false","P29350","193.2","5","0","0","0.69282364","false","0","P29350","204314","0.23232811"
"2615","80","366","3.23477173","3.2824E-4","0.30914082","0.13333333","6","5","false","P01375","285.16666667","6","0","0","0.72065353","false","0","P01375","550888","0.20146261"
"2617","95","621","2.95447154","0.00704471","0.33847001","0.00454424","87","5","false","Q9UKE5","16.50574713","87","0","0","0.75569106","false","0","Q9UKE5","7212728","0.01678136"
"2619","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","P68036","489.5","2","0","0","0.69066604","false","0","P68036","0","0.57251462"
"2621","75","293","3.47467167","0.0","0.28779698","1.0","2","6","false","O94966","489.5","2","0","0","0.69066604","false","0","O94966","0","0.57251462"
"2623","60","189","3.69180738","1.563E-5","0.27087004","0.0","2","6","false","Q99836","237.0","2","0","0","0.66352408","false","0","Q99836","34778","0.51528384"
"2625","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","O75460","379.0","1","0","0","0.65442464","false","0","O75460","0","0.0"
"2627","90","417","3.09768605","2.7203E-4","0.32282161","0.15555556","10","5","false","P62333","281.2","10","0","0","0.73778924","false","0","P62333","1101268","0.13251534"
"2629","60","189","3.73370857","5.978E-5","0.26783022","0.0","2","6","false","O00238","217.0","2","0","0","0.65828643","false","0","O00238","98062","0.5046729"
"2631","80","329","3.37173233","7.42E-5","0.29658345","0.25","9","6","false","Q7Z434","145.22222222","9","0","0","0.70353346","false","0","Q7Z434","193912","0.1383328"
"2633","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q6IA17","379.0","1","0","0","0.65442464","false","0","Q6IA17","0","0.0"
"2635","75","297","3.36410256","6.224E-4","0.2972561","0.06666667","6","6","false","P32121","240.5","6","0","0","0.70448718","false","0","P32121","856364","0.19674597"
"2637","90","467","3.00838024","0.00157515","0.33240479","0.06666667","15","5","false","P03372","232.93333333","15","0","0","0.74895247","false","0","P03372","3249304","0.09493464"
"2639","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","P12035","379.0","1","0","0","0.65442464","false","0","P12035","0","0.0"
"2641","60","189","3.76460288","0.0","0.26563227","0.0","1","6","false","Q86XR7","379.0","1","0","0","0.65442464","false","0","Q86XR7","0","0.0"
"2643","70","260","3.45453408","4.3556E-4","0.28947464","0.1","5","6","false","Q99497","202.2","5","0","0","0.69318324","false","0","Q99497","502922","0.21221053"
