IDa	IDb
P68400	P78356
P68400	Q9BS34
Q2I0M5	Q9Y3S2
Q2I0M5	O75716
Q2I0M5	Q9P2W3
Q2I0M5	Q9Y2K6
Q2I0M5	Q96NT3
Q2I0M5	Q8WWB5
Q2I0M5	Q6P158
Q2I0M5	Q6UB99
Q2I0M5	Q15935
Q2I0M5	Q2WGJ6
Q2I0M5	Q13064
Q2I0M5	O14964
Q2I0M5	Q9Y4H4
O95674	O95859
O95674	P31937
O95674	O43889
O95674	Q13651
O95674	Q9NPL8
O95674	Q9H2K0
O95674	Q5JX71
O95674	Q9Y282
O95674	Q9H9V4
O95674	F8VR84
O95674	Q96B21
O95674	Q95460
O95674	Q8TED1
O95674	Q8WWF3
O95674	Q7Z7G2
O95674	Q96MG2
O95674	Q8TDT2
O95674	Q8IV31
O95674	Q8TAF8
O95674	Q9Y320
O95674	A8MZ59
Q8NFJ6	P24593
Q8NFJ6	P48165
Q8NFJ6	Q8TBE3
Q8NFJ6	Q15848
Q8NFJ6	Q9Y385
Q8TCT9	Q9BRK4
O15079	P23025
O00241	P50222
O00241	P02654
O00241	Q93062
O00241	O75553
O00241	Q9NP55
Q15437	Q15437
Q15437	O43365
Q15437	P09234
Q15437	Q969F0
Q15437	Q8N684
Q15437	O94855
Q15437	Q96M27
Q15437	Q13671
Q15437	P53992
Q15437	Q8N205
Q9NUG4	Q9BYU1
Q15147	P50222
Q15147	Q04864
P24844	A6NI15
P08631	O95994
P08631	P21741
P08631	Q5TD97
P08631	Q14192
P08631	Q96NM4
P08631	O76013
P08631	A0A140TA69
P08631	Q5JR59
P08631	Q93062
P08631	O75031
P08631	O14492
P08631	Q8WW24
P08631	Q96N21
P08631	Q8WUJ1
P08631	A6NC98
P08631	Q8ND90
P08631	Q13064
P08631	Q8NAM6
P08631	P78358
P08631	P60410
P08631	Q07627
P08631	Q58EX7
P08631	Q0VD86
P08631	Q92764
P08631	A8MQ03
P08631	Q9NP55
P08631	Q5T749
P08631	P14373
P08631	Q6A162
P08631	Q9BYR8
P08631	P60411
P08631	ENSP00000344420
P08631	Q7Z3S9
P08631	P78358
P08631	A0A087WUL8
P08631	P60409
Q9P286	P50402
Q9P286	Q96BZ8
Q9P286	Q8WWY3
Q9P286	Q9BRK4
Q9P286	P26196
Q9P286	P51959
Q9P286	Q96SW2
Q9P286	O60504
Q9P286	Q9H0I2
Q9P286	Q9H6L4
Q9P286	Q9UBK9
Q9P286	Q9H4E5
Q9P286	Q9BZW7
Q9P286	Q9UGJ1
Q9P286	P48730
Q9P286	Q8IW93
Q9P286	Q96HA8
Q9P286	Q9Y3B2
Q9P286	Q8N5M1
Q9P286	Q8NEC5
Q9P286	Q2TAC2
Q9P286	Q96CN9
Q9P286	Q13643
Q9P286	A0A499FIG1
Q9P286	Q9H257
Q9P286	Q9NR12
Q9P286	A0A0J9YYJ7
O00567	Q9H190
Q9NQG1	Q9HD20
Q9NQG1	Q12893
Q9NQG1	O75352
Q9NQG1	Q9UMX0
Q9NQG1	P55061
Q9NQG1	Q8TAZ6
Q9NQG1	Q13021
Q9NQG1	Q07326
Q9NQG1	O75711
Q9NQG1	Q13277
Q9NQG1	Q9BQB6
Q9NQG1	Q9Y337
Q9NQG1	Q8TDV0
Q9NQG1	Q7RTS6
Q9NQG1	E9PQX1
Q9NQG1	Q969S6
Q9NQG1	Q9NX47
Q15691	Q15691
Q15691	O60828
Q15691	P50222
Q15691	Q53G59
Q15691	Q9Y448
Q15691	P25786
Q15691	P25791
Q15691	Q12815
Q15691	Q9H992
Q15691	Q96CK0
Q15691	Q15555
Q15691	A6NHP3
Q15691	Q5VU43
Q15691	Q9C0I3
Q15691	Q495Y8
Q15691	ENSP00000383474
Q15691	Q8NHY3
P01178	Q9UHG0
Q9NQG5	Q9NQG5
Q9NQG5	P61970
Q9NQG5	P63279
Q9NQG5	O14787
Q9NQG5	Q53HL2
Q9NQG5	Q9UGJ1
Q9NQG5	Q9NP66
Q9NQG5	Q96P16
Q9NQG5	Q96D03
Q9NQG5	Q9NQY0
Q9NQG5	Q5SQQ9
Q9NQG5	Q86WH2
Q9NQG5	A5D8V6
Q9NQG5	P09017
Q9NQG5	O15212
Q9NQG5	P78356
Q9H444	P63279
Q9H444	O60664
Q9H444	Q9BY43
Q9H4G1	A8MQ03
Q9H4G1	Q6L8H4
Q9H4G1	P60411
Q9H4G1	Q7Z3S9
Q9H4G1	A8MW99
Q9H4G1	A0A087WUL8
P01036	Q9UHD9
Q9H9F9	O60437
Q14508	P11912
Q14508	Q96RD7
Q14508	Q5T7V8
Q14508	Q5JX71
Q14508	A1A5C7
Q14508	P27105
Q14508	Q96BA8
Q14508	Q7Z7G2
Q14508	Q3SXY8
Q14508	Q9Y320
P23526	P23526
P23526	Q6AI12
P23526	Q9BV19
Q96T49	Q7L273
Q96T49	O43186
Q96T49	Q5VWN6
Q96T49	P40937
Q96T49	Q8NHQ1
Q96T49	P14136
Q96T49	Q9GZV7
Q96T49	Q8IXK0
Q96T49	Q9BSH4
Q96T49	Q53EZ4
Q96T49	Q15427
Q96T49	O95363
Q96T49	Q86UY5
Q96T49	Q92529
Q96T49	Q92997
Q96T49	Q9UKT9
Q96T49	P61326
Q96T49	Q9BWG6
Q96T49	Q96GN5
Q96T49	Q08379
Q96T49	Q8N5M1
Q96T49	P62136
Q96T49	Q494U1
Q96T49	Q8TBZ8
Q96T49	O75478
Q96T49	P07196
Q9H147	Q92688
Q9H147	P55081
Q9H147	Q96JC9
Q9H147	Q6NT76
Q9H147	P43360
Q9H147	Q8IX15
Q9H492	Q9BQD3
Q9H492	P35372
Q9H492	Q86VR2
Q9H492	Q15025
Q9H492	Q13501
Q9H492	Q8WZA9
Q9H492	Q9Y4P1
Q9H7V2	O95214
Q9H7V2	Q9H1C4
Q9H7V2	Q9NZD1
Q9H7V2	Q9GZR5
Q9H7V2	O15529
Q9H7V2	O15552
Q9H7V2	Q8IVJ1
Q9H7V2	Q969F0
Q9H7V2	Q6ZSS7
Q9H7V2	Q96MV1
Q9H7V2	Q9BTV4
Q9H7V2	P21145
Q9H7V2	Q7RTY0
Q9H490	Q8N6L0
P02585	P19429
O14734	P50542
O14734	Q9HAZ2
O14734	Q7Z4N8
O14734	Q04864
Q9HDC9	Q5JX71
Q9BZC1	Q01085
Q9BZC1	Q6ZRY4
Q9BZC1	P57721
Q9BZC1	P86481
Q9BZC1	P86496
Q9BZC1	P86480
Q9BZC1	P86479
Q9BZC1	P86478
Q6IQ32	Q13185
Q8N0V3	P08247
Q8N0V3	O95214
Q8N0V3	O75477
Q8N0V3	O00623
Q8N0V3	P21741
Q8N0V3	Q969F0
Q8N0V3	Q9UGQ2
Q8N0V3	Q8TED1
Q8N0V3	Q96DZ9
Q8N0V3	O95070
Q8N0V3	Q8TDT2
Q8N0V3	Q6RW13
Q8N0V3	P56539
Q8N0V3	Q71RC9
Q8N0V3	A8MV81
Q8N0V3	Q6ZWK4
Q9P0L0	O95214
Q9P0L0	P11912
Q9P0L0	Q06432
Q9P0L0	Q96LZ7
Q9P0L0	O60669
Q9P0L0	P78383
Q9P0L0	Q53FP2
Q9P0L0	Q9Y2K6
Q9P0L0	Q86VR2
Q9P0L0	Q96K78
Q9P0L0	Q15125
Q9P0L0	O00559
Q9P0L0	O15173
Q9P0L0	Q9NY72
Q9P0L0	Q9BY50
Q9P0L0	Q9NS71
Q9P0L0	Q7Z5P4
Q9P0L0	Q8N5M9
Q9P0L0	Q8N661
Q9P0L0	Q8NEW7
Q9P0L0	P05090
Q9P0L0	Q8NBD8
Q9P0L0	D6RCD0
Q9P0L0	Q9Y320
Q9P0L0	O15209
P52179	P36406
P52179	Q5JR59
P52179	Q96I34
P52179	Q5VU43
P52179	Q07627
P52179	Q6L8G8
Q8TAP6	Q92674
Q8TAP6	Q9H788
Q8TAP6	Q8TBB5
Q8TAP6	A1L0T0
Q8TAP6	Q9NP86
Q8TAP6	Q03923
Q8TAP6	Q9H0W8
Q8TAP6	P26196
Q8TAP6	O43167
Q8TAP6	P09619
Q8TAP6	O14530
Q8TAP6	Q9H8Y8
Q8TAP6	Q07002
Q8TAP6	O43687
Q8TAP6	Q53HC0
Q8TAP6	Q9HC98
Q8TAP6	Q9NTM9
Q8TAP6	Q9BYG5
Q8TAP6	P10827
Q8TAP6	Q13526
Q8TAP6	P22234
Q8TAP6	P32321
Q8TAP6	Q9UBL3
Q8TAP6	O95835
Q8TAP6	P14136
Q8TAP6	Q8TEB7
Q8TAP6	Q9P289
Q8TAP6	A6QL64
Q8TAP6	Q14119
Q8TAP6	Q5JS13
Q8TAP6	Q9Y242
Q8TAP6	Q86X95
Q8TAP6	Q9NP50
Q8TAP6	P51687
Q8TAP6	P55081
Q8TAP6	P31749
Q8TAP6	Q9NNX1
Q8TAP6	Q96JC9
Q8TAP6	Q96NC0
Q8TAP6	O15231
Q8TAP6	Q2TBE0
Q8TAP6	Q8IYY4
Q8TAP6	Q08495
Q8TAP6	Q92997
Q8TAP6	Q96CK0
Q8TAP6	Q6ZVT0
Q8TAP6	Q9BWG6
Q8TAP6	P19447
Q8TAP6	Q8IZQ1
Q8TAP6	P32969
Q8TAP6	Q96AT1
Q8TAP6	Q8NA54
Q8TAP6	F5H1G6
Q8TAP6	P54284
Q8TAP6	Q8NDW8
Q8TAP6	Q9HCP0
Q8TAP6	Q969G5
Q8TAP6	Q15560
Q8TAP6	Q86YD7
Q8TAP6	Q8N9N5
Q8TAP6	Q9UBY9
Q8TAP6	Q9P1Z0
Q8TAP6	Q8N9N8
Q8TAP6	Q8N8B7
Q8TAP6	O75398
Q8TAP6	Q9NP98
Q8TAP6	Q9NQ66
Q8TAP6	P57055
Q8TAP6	Q14106
Q8TAP6	Q9Y5U2
Q8TAP6	O60733
Q8TAP6	P43364
Q8TAP6	Q6B0I6
Q8TAP6	Q9H5P4
Q8TAP6	Q96HA1
Q8TAP6	P53673
Q8TAP6	Q9NXN4
Q8TAP6	Q8NBF2
Q8TAP6	Q96EK5
Q8TAP6	E0CX16
O43148	Q9HB20
O43148	Q9BTL3
O43148	P52292
Q96EQ8	Q9BVV2
Q96EQ8	Q96IQ9
Q96EQ8	Q99932
Q96EQ8	O14933
Q96EQ8	Q8TDC0
Q96EQ8	P68036
Q96EQ8	Q7RTU4
Q96EQ8	P0CW24
Q6UB98	P50222
Q6UB98	Q9NWT6
O94818	P50222
O94818	Q9BXJ5
O94818	Q8N6V9
O94818	Q13363
O94818	Q8IX90
O94818	O75971
O94818	P56545
O94818	Q8IZU0
O94818	P43364
O94818	P07237
O94818	Q8NA42
O94818	A8MT33
Q9UNA4	P36406
Q9UNA4	Q13137
Q9UNA4	Q9Y4K3
Q9UNA4	Q15038
Q9UNA4	H7BY22
Q9UNA4	Q8WW34
Q9UNA4	Q9HCM9
Q99708	Q08999
Q99708	Q13526
Q99708	P51116
Q99708	P61968
Q99708	Q96HA8
Q99708	P25800
Q99708	Q8IV36
Q99708	P48059
P33240	Q08117
P33240	H0YC52
P33240	P78424
P33240	Q9NZN8
P33240	Q92734
P33240	Q9BSH5
P33240	Q9BYN7
P33240	Q9UMX0
P33240	Q99932
P33240	Q04726
P33240	A1KXE4
P33240	Q7Z5V6
P33240	Q8N6F8
P33240	Q92574
P33240	Q70EL1
P33240	Q9Y6H3
P33240	A6NJ78
P33240	P56545
P33240	Q6NVU6
P33240	O75177
P33240	Q8HWS3
P33240	O14964
P33240	Q9UHD9
P33240	Q0VD86
P33240	D2IYL2
P33240	Q8IWL8
Q86XK7	Q04756
Q86XK7	O75841
Q86XK7	P54852
Q86XK7	Q9NZG7
Q8WYN0	Q9H0R8
O60907	P36405
O00264	Q8NBJ4
O00264	O76071
O00264	Q96BA8
O00264	Q8N6L0
O00264	O15173
O00264	P49069
O00264	Q9UJ90
O00264	Q8NES8
O00264	P34910
O00264	Q96EQ0
O00264	Q9NQZ8
O00264	O43681
O00264	A2RRL7
O15344	O15344
O15344	O75113
O15344	Q16543
O15344	P61077
O15344	Q13895
O15344	Q08426
O15344	Q49AN0
O15344	Q16512
O15344	P62837
O15344	Q9Y247
O15344	O14933
O15344	Q5T7W0
O15344	Q9HAC8
O15344	Q969T4
O15344	Q8N8B7
O15344	Q96LR5
O15344	P68036
Q8N5F7	Q8NHQ1
Q8N5F7	Q9NVV9
Q8N5F7	Q86V42
Q8NHV9	Q9BXW4
Q9NPJ8	P36406
Q9NPJ8	Q96D03
Q9NPJ8	Q9H4D5
Q9NPJ8	Q68D86
Q9NPJ8	Q9BWW4
Q9NPJ8	Q9UKT9
Q9NPJ8	Q04864
Q9NPJ8	Q70EL1
Q9NPJ8	Q08379
Q9NPJ8	Q96MT8
Q9NPJ8	A6NK89
Q9NPJ8	P15884
Q9NPJ8	Q8N720
Q9NPJ8	A6NEM1
Q9NPJ8	Q9GZY0
Q9NPJ8	Q9GZY0
Q9UN42	Q5BVD1
Q9UN42	O60636
Q9UN42	Q07325
Q9UN42	P07306
Q9UN42	Q8N6G5
Q9UN42	Q9BZL3
Q9NP73	A0A2R8Y4R9
Q9NP73	O60336
Q9NP73	O95429
Q9NP73	Q01974
P11908	P11908
P11908	O60256
P11908	P60891
P11908	Q96HA8
P11908	B4DP31
P11908	Q7Z3S9
P11908	A0A087WUL8
Q9UJG1	Q96D05
Q9Y4X0	A0A2R8Y4R9
Q9Y4X0	P50222
Q9Y4X0	Q63HR2
Q9Y4X0	Q13137
Q9Y4X0	Q6UY14
Q9Y4X0	Q93062
Q9Y4X0	Q8WW24
Q9Y4X0	O43593
Q9Y4X0	O95967
Q9Y4X0	P60410
Q9Y4X0	Q15973
Q9Y4X0	A8MQ03
Q9Y4X0	P14373
Q9Y4X0	P60331
O43463	Q9BRK4
O43463	P83916
O43463	Q8NHQ1
O43463	Q13185
O43463	Q8WV44
O43463	Q96I34
O43463	Q92997
O43463	Q8WW24
O43463	Q8TAU3
O43463	Q8N680
O43463	Q7Z4V0
O43463	P60410
O43463	A6NEM1
O43463	P60409
O43463	Q6TGC4
P98170	P98170
P98170	Q5W5X9
P98170	O43353
P98170	P40937
P98170	Q9Y2D8
P98170	Q9HC98
P98170	P55211
P98170	Q17RB8
P98170	Q96HA8
P98170	P19447
P98170	Q8N3J5
P98170	A5D8V6
P98170	Q9H3K6
P98170	O43447
P98170	P47897
P98170	P61024
P98170	Q9Y3E2
P98170	Q96CN9
P98170	Q9H3K6
P98170	Q96EZ8
P98170	Q96FJ2
O60826	O43482
O60826	Q8N6Y0
O60826	Q7Z3Y8
O60826	P63261
P08247	Q9ULP0
P08247	O60664
P08247	Q9H0W8
P08247	O75127
P08247	P30405
P08247	O95971
P08247	P53365
P08247	F8VR84
P08247	Q96P53
P08247	Q9C0E8
P08247	O75155
P08247	O95363
P08247	Q96E11
P08247	Q9UKF7
P08247	Q96E29
P08247	Q9Y4P8
P08247	Q8TAC2
P08247	Q96DR4
P08247	O60225
P08247	P40426
P08247	P39905
P08247	P43378
P08247	Q9UBD0
P08247	Q8WY91
P08247	Q96C03
P08247	A0A384ME17
P08247	Q9NR28
P08247	Q9UBD0
P08247	Q6IN84
Q04941	Q9ULP0
Q04941	O94778
Q04941	P11912
Q04941	Q6PI48
Q04941	Q96KR6
Q04941	Q5JX71
Q04941	P22794
Q04941	Q9BUF7
Q04941	P53365
Q04941	Q15849
Q04941	Q96KC8
Q04941	Q9NUH8
Q04941	Q86VR2
Q04941	P19397
Q04941	O14880
Q04941	Q96DZ7
Q04941	Q15125
Q04941	Q969F0
Q04941	O14684
Q04941	Q9HCJ2
Q04941	Q96QE2
Q04941	P18859
Q04941	Q96BA8
Q04941	P30273
Q04941	Q8N6L0
Q04941	P07307
Q04941	Q13113
Q04941	Q9BSE2
Q04941	Q8TED1
Q04941	Q92482
Q04941	O95470
Q04941	Q9NY72
Q04941	Q7Z7G2
Q04941	Q9H5X1
Q04941	O43653
Q04941	Q9H6H4
Q04941	Q7Z5P4
Q04941	Q9NW97
Q04941	Q8TBE3
Q04941	Q8TDV0
Q04941	ENSP00000357625
Q04941	Q8WY91
Q04941	Q9BQA9
Q04941	Q5JXX7
Q04941	Q86WI0
Q04941	O15393
Q04941	O00501
Q04941	P57054
Q04941	P16150
Q04941	Q8TAF8
Q04941	D6RCD0
Q04941	Q99942
Q04941	Q9Y320
Q04941	C9JCN9
Q04941	ENSP00000405973
P51813	Q13490
P51813	P40763
Q9P127	P50402
Q9P127	Q16204
Q9P127	Q63HR2
Q9P127	Q9BYV9
Q9P127	Q9P2K3
Q9P127	Q15014
Q9P127	P78362
Q9P127	A7MD48
Q9P127	O75031
Q9P127	Q92997
Q9P127	P01100
Q9P127	P49760
Q9P127	P60410
Q9P127	Q13838
Q9P127	Q9UKI8
Q9P127	P60411
Q9P127	ENSP00000383223
P41227	Q5H9L4
P41227	P50222
P41227	O43889
P41227	Q9Y2D8
P41227	A0A096LP21
P41227	Q9BYM8
P41227	Q96QF0
P41227	Q9UHC7
P41227	Q13137
P41227	Q96D15
P41227	Q6UN15
P41227	Q96D03
P41227	Q96FF9
P41227	Q6PII3
P41227	Q6P158
P41227	P30304
P41227	Q9C0F1
P41227	Q8IUR6
P41227	Q8WXS3
P41227	O95125
P41227	Q9Y5P8
P41227	Q8WYK0
P41227	Q8WV41
P41227	Q9BWC9
P41227	Q5VU43
P41227	P82912
P41227	Q7Z6J9
P41227	Q6W2J9
P41227	Q96EZ8
P41227	Q9NRY6
P41227	ENSP00000383219
P41227	Q86UR1
P41227	Q8N720
P41227	O43829
P41227	O15151
P41227	Q96KQ7
P41227	ENSP00000383223
P41227	P60409
P51606	O96006
Q96EF0	Q96QG7
Q96DX5	P06732
Q96DX5	Q9NWT6
Q96DX5	P12277
Q96DX5	Q9Y3B2
Q96DX5	Q04206
Q96DX5	P06239
Q96DX5	Q8WXK3
Q96DX5	P12532
Q96DX5	P12532
Q96DX5	Q08043
O14990	P62136
O14990	P36873
O14990	P62140
H0Y622	Q8IXM6
H0Y622	Q8IXB3
Q06787	P51114
Q06787	P51116
Q06787	P51687
Q06787	O15160
Q06787	B2RXF5
Q06787	Q6ICG8
Q06787	A1L4K1
Q06787	Q9NXE8
Q9P1W9	O75541
Q9P1W9	Q9NTM9
Q9UQR0	Q9H9S4
Q9UQR0	P0DMP2
Q9UQR0	Q5VUG0
P78381	Q99750
P78381	P27658
P78381	O15162
O60828	Q9BRK4
O60828	Q08379
P50402	P50402
P50402	P20138
P50402	Q16623
P50402	P50222
P50402	O43889
P50402	Q9NQX5
P50402	Q13895
P50402	Q8NHQ1
P50402	Q5T686
P50402	Q5T7V8
P50402	Q15842
P50402	Q6P9A3
P50402	Q7Z6M4
P50402	Q5JX71
P50402	Q9BSJ6
P50402	Q9BYN7
P50402	A0A1B0GV97
P50402	Q9UGI6
P50402	Q8N5K1
P50402	Q9ULW3
P50402	Q969F0
P50402	Q8IWZ5
P50402	O75031
P50402	Q8N6L0
P50402	Q04864
P50402	Q7RTU1
P50402	Q96PL5
P50402	Q8WUU8
P50402	Q86VY9
P50402	Q8WWF3
P50402	Q68DC2
P50402	A0A0A0MSS7
P50402	Q4KMG9
P50402	Q7Z7G2
P50402	Q6P4E1
P50402	I3L4H6
P50402	Q8N4V1
P50402	O60930
P50402	Q8N8X9
P50402	Q8NEC5
P50402	Q8IUY3
P50402	O75531
P50402	Q8TDT2
P50402	Q86T13
P50402	ENSP00000380646
P50402	Q8WTP8
P50402	Q86UD4
P50402	Q5JST6
P50402	Q14500
P50402	Q6P2D0
P50402	A6NEL2
P50402	P35240
P50402	Q5SNT2
P50402	Q0VD86
P50402	Q6NX45
P50402	Q8TD17
P50402	P49910
P50402	Q9H400
P50402	Q5JRM2
P50402	Q9NU63
P50402	Q9Y320
P50402	Q96S94
P50402	P43628
P50402	B7U540
P50402	Q9BRJ2
P15976	Q08117
P15976	A0A2R8Y4R9
P15976	Q9NRQ2
P15976	Q9NW38
P15976	Q9H6L4
P15976	Q9BY27
P15976	O43741
P15976	O43559
P15976	Q8N4L8
P15976	Q8WW24
P15976	Q3V5L5
P15976	Q96MH2
P15976	Q13064
P15976	Q8TES7
P15976	Q63ZY3
P15976	Q9BYR2
P15976	Q9BYQ6
P15976	Q9BYQ4
P15976	ENSP00000383223
P11441	O43765
P11441	P50222
P11441	O15055
P11441	Q9BYV2
P11441	Q96DN0
P11441	P25815
P11441	Q96GN5
P11441	Q96EQ0
Q8TCZ2	O43765
Q8TCZ2	Q9UMX0
Q8TCZ2	P55061
Q8TCZ2	Q96BA8
Q8TCZ2	Q9BRI3
Q8TCZ2	Q8IWU4
Q8TCZ2	Q8N609
Q8TCZ2	Q9UHD9
Q8TCZ2	Q96EQ0
Q13585	Q7Z3I7
O75695	Q92882
O75695	Q8IYS1
Q92613	P43364
Q00536	P30281
Q00536	Q8WXE1
Q00536	O43829
P51784	Q9NUI1
Q9Y5K3	Q9Y5K3
Q9Y5K3	P49585
Q9Y5K3	Q9BTV4
Q9Y5K3	Q8N0U8
Q99990	Q08117
Q99990	P36406
Q99990	Q9NX04
Q99990	Q99471
Q99990	P55273
Q99990	O14770
Q99990	Q0D2K3
Q99990	Q17RB8
Q99990	Q96PN8
Q99990	Q8WW24
Q99990	P52597
Q99990	Q15561
P98174	Q7Z6J0
Q9Y237	Q9P209
Q9Y237	Q969F0
Q9Y237	Q8ND90
Q9Y237	Q8IZU0
Q9Y237	P43364
Q9Y237	Q96C00
Q9H237	K7ER74
Q9H237	P55056
Q6UXX5	Q96IQ9
Q6UXX5	O95231
Q6UXX5	O43711
Q6UXX5	Q03828
Q6UXX5	Q3LI64
Q6UXX5	Q86T20
Q6UXX5	Q5T749
P98179	P84103
P98179	Q5VWX1
P98179	O75525
P98179	P38159
P98179	Q9Y3Y2
P98179	P61978
P98179	Q6ZRY4
P98179	Q15365
P98179	Q15415
P98179	Q86VE0
P98179	P79522
P98179	Q15415
P98179	P0DJD3
Q96C24	O95716
Q96C24	O94972
Q96C24	Q8NHQ1
Q96C24	P51116
Q96C24	O14526
Q96C24	P61764
Q96C24	Q9NP66
Q96C24	Q9BVG8
Q96C24	Q8WV44
Q96C24	O15156
Q96C24	Q92997
Q96C24	P25800
Q96C24	Q15834
Q96C24	P31321
Q96C24	Q96C00
Q96C24	Q5MJ10
Q96MV8	Q9Y342
Q96MV8	O95214
Q96MV8	P11912
Q96MV8	Q9BWM7
Q96MV8	Q9P0S9
Q96MV8	Q9BSR8
Q96MV8	O14763
Q96MV8	Q9Y5Y5
Q96MV8	Q9H2K0
Q96MV8	Q53FV1
Q96MV8	O95292
Q96MV8	Q9Y282
Q96MV8	Q9P0S3
Q96MV8	Q5BJH2
Q96MV8	Q8IUN9
Q96MV8	Q96GQ5
Q96MV8	Q9UIK5
Q96MV8	Q3KNW5
Q96MV8	Q2TAP0
Q96MV8	Q96BA8
Q96MV8	P58418
Q96MV8	Q4KMG9
Q96MV8	Q13277
Q96MV8	Q5T4B2
Q96MV8	O95183
Q96MV8	Q8N5I4
Q96MV8	Q3SXY8
Q96MV8	Q69YG0
Q96MV8	Q96NA8
Q96MV8	Q96D05
Q96MV8	O14523
Q96MV8	Q8TDT2
Q96MV8	ENSP00000357625
Q96MV8	A0A384ME17
Q96MV8	Q8N8F7
Q96MV8	Q6UX34
Q96MV8	M0R0S5
Q96MV8	Q8N912
Q96MV8	Q68G75
Q96MV8	P78329
Q96MV8	Q9H0R3
Q96MV8	A0PK00
Q96MV8	Q9BXJ8
Q96MV8	Q8TAF8
Q96MV8	Q9Y385
Q96MV8	Q8WWP7
Q96MV8	P08218
Q96MV8	B2RUZ4
Q96MV8	O60831
Q9UH62	Q08426
Q9UH62	Q9H063
Q9UH62	B3EWG3
Q9UH62	B3EWG6
Q9UH62	B3EWG5
Q8IZF0	P50222
Q92915	Q14318
Q92915	Q08426
Q92915	Q92843
Q92915	P49638
Q92915	Q17RD7
Q92915	Q9BWH2
Q92915	P35452
Q92915	Q9NWN3
Q92915	Q14D33
Q92915	Q99525
Q92915	Q13085
Q9NV92	P07919
Q9H9S4	P20591
Q9Y6E0	Q9BUL8
Q9Y6E0	Q9Y376
Q14155	P50222
Q13326	Q9HBV2
Q13326	O00501
O00505	Q13322
O00505	O43167
O00505	Q92731
O00505	Q8TBE0
O00505	Q96P16
O00505	Q9Y247
O00505	Q68D86
O00505	Q8NA19
O00505	Q8TBK6
O00505	Q8WWX8
O00505	P19447
O00505	Q2YD98
O00505	Q9NR30
O00505	Q6UB99
O00505	Q96MH2
O00505	Q15059
O00505	Q96H86
O00505	Q86YD7
O00505	Q96LM6
O00505	Q92993
O00505	Q9HAN9
O00505	Q6PEW1
O00505	Q13330
O00505	Q9Y5U2
O00505	Q9BUI4
O00505	Q6ZMK1
O00505	Q9BWW8
Q9BW62	Q9BW62
Q9BW62	P50222
Q9BW62	Q13895
Q9BW62	Q9NX04
Q9BW62	O75351
Q9BW62	Q9H079
Q9BW62	Q9NSK0
Q9BW62	Q14061
Q9BW62	Q9UKF7
Q9BW62	Q8NA54
Q9BW62	P15259
Q9BW62	Q96CN9
Q9BW62	Q8IYX8
Q9BW62	Q9UI47
Q9BW62	Q8IUQ4
Q9BW62	Q9UC07
Q5VYS4	Q7Z7H3
Q5VYS4	Q8N5M1
Q5VYS4	P57105
Q15714	Q9H8Y8
Q15714	Q96HA8
O75503	F8WCM5
O75503	Q8IVJ1
O75503	Q96JW4
O75503	P01344
O75503	Q8TDT2
O75503	Q5JXX7
O75503	Q8IY26
Q6UX06	Q9UP52
Q6UX06	O14788
Q6UX06	Q5JX71
Q6UX06	O14944
Q6UX06	O43557
Q6UX06	Q9NQX7
Q6UX06	Q14626
Q6UX06	A1A5C7
Q6UX06	Q9BQT9
Q6UX06	Q6ZUX7
Q6UX06	Q9HBJ8
Q6UX06	Q96L08
Q6UX06	Q96SJ8
Q6UX06	Q96BA8
Q6UX06	Q8N6L0
Q6UX06	Q92482
Q6UX06	Q8N3G9
Q6UX06	P41181
Q6UX06	Q96G97
Q6UX06	Q9BXN2
Q6UX06	Q8TBE3
Q6UX06	Q8N205
Q6UX06	O95471
Q6UX06	Q6ZS10
Q6UX06	Q5T700
Q6UX06	Q6DKI7
Q6UX06	A8MZ59
Q6UX06	Q8N743
Q6UX06	P43628
Q9UEG4	P13994
Q9UEG4	Q86X02
Q9UEG4	Q9Y2P0
Q9UEG4	O95995
Q9UEG4	Q8WV44
Q9UEG4	Q14541
Q9UEG4	Q96N21
Q9UEG4	O95751
Q9UEG4	Q7Z4V0
Q9UEG4	P36873
Q9UEG4	A6NEM1
Q9UEG4	Q8TD31
Q9UEG4	B4DZS4
Q9UEG4	Q8IX15
Q9UEG4	O75564
Q9UEG4	ENSP00000411822
Q15628	Q12933
Q15628	Q13158
Q9ULV5	O43482
Q9ULV5	O76014
Q9ULV5	Q5TA45
Q9ULV5	P06753
Q9ULV5	Q9NXC2
Q9ULV5	Q9BYJ9
Q9ULV5	Q8WWB5
Q9ULV5	A1KXE4
Q9ULV5	O75593
Q9ULV5	Q8ND30
Q9ULV5	Q12951
Q9ULV5	O76015
Q9ULV5	Q6NVU6
Q9ULV5	Q13064
Q9ULV5	O14964
Q9ULV5	Q3LI70
Q9ULV5	Q3LI66
Q9ULV5	Q86VW0
Q9ULV5	Q5BKX5
Q9ULV5	Q6A162
Q9ULV5	Q9BYR8
Q9ULV5	P37198
Q9ULV5	ENSG00000222047
Q9ULV5	Q3SYF9
Q9ULV5	P0CG21
P31146	Q8IY31
P31146	Q08379
P31146	P43364
P31146	A1L4K1
P27361	Q15121
P61970	P61970
P61970	O00746
P61970	Q08117
P61970	Q96BZ8
P61970	Q9BYU1
P61970	Q3KNR5
P61970	Q9NX63
P61970	Q16740
P61970	P62826
P61970	P12004
P61970	Q7Z7F0
P61970	Q9UIL8
