Human Herpes
P40616 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
P40855 Herpes_target
P40879 Herpes_target
P41221 Herpes_target
P41221 Herpes_target
P42166 Herpes_target
P42166 Herpes_target
P42166 Herpes_target
P42694 Herpes_target
P42702 Herpes_target
P42892 Herpes_target
P42892 Herpes_target
P43304 Herpes_target
P43355 Herpes_target
P46778 Herpes_target
P46778 Herpes_target
P46977 Herpes_target
P46977 Herpes_target
P48060 Herpes_target
P48556 Herpes_target
P48556 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P49006 Herpes_target
P49759 Herpes_target
P49848 Herpes_target
P49908 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50416 Herpes_target
P50479 Herpes_target
P50479 Herpes_target
P50479 Herpes_target
P50479 Herpes_target
P51148 Herpes_target
P51148 Herpes_target
P51148 Herpes_target
P51798 Herpes_target
P51798 Herpes_target
P51809 Herpes_target
P51812 Herpes_target
P51911 Herpes_target
P51911 Herpes_target
P52926 Herpes_target
P52943 Herpes_target
P52943 Herpes_target
P53621 Herpes_target
P53621 Herpes_target
P53621 Herpes_target
P53621 Herpes_target
P53634 Herpes_target
P53701 Herpes_target
P53801 Herpes_target
P53801 Herpes_target
P53801 Herpes_target
P54760 Herpes_target
P55145 Herpes_target
P55786 Herpes_target
P57088 Herpes_target
P59768 Herpes_target
P60903 Herpes_target
P61769 Herpes_target
P61916 Herpes_target
P62070 Herpes_target
P62070 Herpes_target
P62070 Herpes_target
P62081 Herpes_target
P62244 Herpes_target
P62508 Herpes_target
P62699 Herpes_target
P62834 Herpes_target
P62834 Herpes_target
P62847 Herpes_target
P62891 Herpes_target
P62942 Herpes_target
P62995 Herpes_target
P63010 Herpes_target
P63010 Herpes_target
P68871 Herpes_target
P78362 Herpes_target
P80303 Herpes_target
P98172 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
Q01650 Herpes_target
Q01831 Herpes_target
Q02818 Herpes_target
Q02818 Herpes_target
Q02952 Herpes_target
Q03519 Herpes_target
Q04721 Herpes_target
Q04721 Herpes_target
Q04721 Herpes_target
Q05D60 Herpes_target
Q06210 Herpes_target
Q06210 Herpes_target
Q06210 Herpes_target
Q06323 Herpes_target
Q07960 Herpes_target
Q07960 Herpes_target
Q08117 Herpes_target
Q10472 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12800 Herpes_target
Q12800 Herpes_target
Q12846 Herpes_target
Q12946 Herpes_target
Q12955 Herpes_target
Q13064 Herpes_target
Q13185 Herpes_target
Q13232 Herpes_target
Q13308 Herpes_target
Q13308 Herpes_target
Q13416 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13459 Herpes_target
Q13563 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q13671 Herpes_target
Q14008 Herpes_target
Q14108 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14728 Herpes_target
Q14997 Herpes_target
Q15008 Herpes_target
Q15012 Herpes_target
Q15012 Herpes_target
Q15036 Herpes_target
Q15113 Herpes_target
Q15262 Herpes_target
Q15262 Herpes_target
Q15262 Herpes_target
Q15334 Herpes_target
Q15404 Herpes_target
Q15415 Herpes_target
Q15434 Herpes_target
Q15554 Herpes_target
Q15582 Herpes_target
Q15723 Herpes_target
Q15746 Herpes_target
Q15942 Herpes_target
Q15942 Herpes_target
Q16206 Herpes_target
Q16206 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16635 Herpes_target
Q16739 Herpes_target
Q16787 Herpes_target
Q16832 Herpes_target
Q27J81 Herpes_target
Q27J81 Herpes_target
Q27J81 Herpes_target
Q27J81 Herpes_target
Q32P28 Herpes_target
Q32Q12 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3SXM5 Herpes_target
Q3T906 Herpes_target
Q49A88 Herpes_target
Q4L180 Herpes_target
Q53EP0 Herpes_target
Q53EP0 Herpes_target
Q53ET0 Herpes_target
Q53G59 Herpes_target
Q53H12 Herpes_target
Q53TN4 Herpes_target
Q58DX5 Herpes_target
Q5JR59 Herpes_target
Q5JY77 Herpes_target
Q5JY77 Herpes_target
Q5JY77 Herpes_target
Q5R3I4 Herpes_target
Q5RI15 Herpes_target
Q5T124 Herpes_target
Q5T9L3 Herpes_target
Q5TGY1 Herpes_target
Q5TGY1 Herpes_target
Q5VV42 Herpes_target
Q5VV42 Herpes_target
Q5VWX1 Herpes_target
Q5W0B1 Herpes_target
Q5W0B1 Herpes_target
Q5XKP0 Herpes_target
Q63HK5 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q68CZ2 Herpes_target
Q68CZ2 Herpes_target
Q68DQ2 Herpes_target
Q68DQ2 Herpes_target
Q6AI12 Herpes_target
Q6IAA8 Herpes_target
Q6IAA8 Herpes_target
Q6IAA8 Herpes_target
Q6IAA8 Herpes_target
Q6IPX4 Herpes_target
Q6NUQ1 Herpes_target
Q6NZI2 Herpes_target
Q6NZI2 Herpes_target
Q6NZI2 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6PIU2 Herpes_target
Q6PJ69 Herpes_target
Q6PJR7 Herpes_target
Q6PML9 Herpes_target
Q6UUV9 Herpes_target
Q6UVK1 Herpes_target
Q6UVK1 Herpes_target
Q6UVK1 Herpes_target
Q6UX15 Herpes_target
Q6UX71 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q7L5D6 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4N8 Herpes_target
Q7Z6G3 Herpes_target
Q7Z6G3 Herpes_target
Q7Z7M9 Herpes_target
Q86SQ0 Herpes_target
Q86UA1 Herpes_target
Q86UL3 Herpes_target
Q86UQ4 Herpes_target
Q86V58 Herpes_target
Q86VY9 Herpes_target
Q86WC4 Herpes_target
Q86WN1 Herpes_target
Q86X95 Herpes_target
Q86Y07 Herpes_target
Q86Y82 Herpes_target
Q86Y82 Herpes_target
Q86YV9 Herpes_target
Q8IUD2 Herpes_target
Q8IUH5 Herpes_target
Q8IV08 Herpes_target
Q8IV08 Herpes_target
Q8IV08 Herpes_target
Q8IX21 Herpes_target
Q8IXI1 Herpes_target
Q8IXI2 Herpes_target
Q8IXI2 Herpes_target
Q8IXI2 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY26 Herpes_target
Q8IY26 Herpes_target
Q8IY26 Herpes_target
Q8IYB3 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8IZ52 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N357 Herpes_target
Q8N423 Herpes_target
Q8N474 Herpes_target
Q8N490 Herpes_target
Q8N490 Herpes_target
Q8N4L2 Herpes_target
Q8N4L2 Herpes_target
Q8N4L2 Herpes_target
Q8N4L2 Herpes_target
Q8N5R6 Herpes_target
Q8N5R6 Herpes_target
Q8N6L0 Herpes_target
Q8N6L0 Herpes_target
Q8N6Y0 Herpes_target
Q8N6Y0 Herpes_target
Q8N6Y0 Herpes_target
Q8N726 Herpes_target
Q8N7W2 Herpes_target
Q8N9N5 Herpes_target
Q8NAK8 Herpes_target
Q8NBM4 Herpes_target
Q8NBX0 Herpes_target
Q8NC42 Herpes_target
Q8NC54 Herpes_target
Q8NC54 Herpes_target
Q8NC54 Herpes_target
Q8ND90 Herpes_target
Q8ND90 Herpes_target
Q8NDH2 Herpes_target
Q8NDN9 Herpes_target
Q8NEY1 Herpes_target
Q8NHL6 Herpes_target
Q8TAP6 Herpes_target
Q8TB96 Herpes_target
Q8TBB1 Herpes_target
Q8TBB1 Herpes_target
Q8TCT7 Herpes_target
Q8TD10 Herpes_target
Q8TD10 Herpes_target
Q8TD10 Herpes_target
Q8TD31 Herpes_target
Q8TDB4 Herpes_target
Q8TF42 Herpes_target
Q8TF72 Herpes_target
Q8WUM9 Herpes_target
Q8WV28 Herpes_target
Q8WVM8 Herpes_target
Q8WWI1 Herpes_target
Q8WWI1 Herpes_target
Q8WWI1 Herpes_target
Q8WX93 Herpes_target
Q8WXE0 Herpes_target
Q92526 Herpes_target
Q92526 Herpes_target
Q92526 Herpes_target
Q92537 Herpes_target
Q92538 Herpes_target
Q92538 Herpes_target
Q92692 Herpes_target
Q92734 Herpes_target
Q92900 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q969E2 Herpes_target
Q969F0 Herpes_target
Q969G5 Herpes_target
Q969N2 Herpes_target
Q96AA8 Herpes_target
Q96AA8 Herpes_target
Q96AM1 Herpes_target
Q96AQ6 Herpes_target
Q96AQ6 Herpes_target
Q96AQ6 Herpes_target
Q96AQ6 Herpes_target
Q96BI1 Herpes_target
Q96BR5 Herpes_target
Q96CX2 Herpes_target
Q96D09 Herpes_target
Q96D09 Herpes_target
Q96D15 Herpes_target
Q96EY1 Herpes_target
Q96EY1 Herpes_target
Q96EY1 Herpes_target
Q96FQ6 Herpes_target
Q96HC4 Herpes_target
Q96HC4 Herpes_target
Q96IK5 Herpes_target
Q96IR5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96J84 Herpes_target
Q96J84 Herpes_target
Q96J84 Herpes_target
Q96J84 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96K76 Herpes_target
Q96KG9 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96NA8 Herpes_target
Q96QF0 Herpes_target
Q96RT7 Herpes_target
Q96RT7 Herpes_target
Q96TC7 Herpes_target
Q99439 Herpes_target
Q99439 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99500 Herpes_target
Q99500 Herpes_target
Q99523 Herpes_target
Q99523 Herpes_target
Q99536 Herpes_target
Q99650 Herpes_target
Q99675 Herpes_target
Q99700 Herpes_target
Q99700 Herpes_target
Q99700 Herpes_target
Q99741 Herpes_target
Q99750 Herpes_target
Q99750 Herpes_target
Q99805 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BRK3 Herpes_target
Q9BRK3 Herpes_target
Q9BRK4 Herpes_target
Q9BRK4 Herpes_target
Q9BSA9 Herpes_target
Q9BSJ8 Herpes_target
Q9BSJ8 Herpes_target
Q9BT22 Herpes_target
Q9BT67 Herpes_target
Q9BT88 Herpes_target
Q9BTU6 Herpes_target
Q9BUZ4 Herpes_target
Q9BUZ4 Herpes_target
Q9BV19 Herpes_target
Q9BWM7 Herpes_target
Q9BWM7 Herpes_target
Q9BWM7 Herpes_target
Q9BWM7 Herpes_target
Q9BXN2 Herpes_target
Q9BXS4 Herpes_target
Q9BZ71 Herpes_target
Q9BZG1 Herpes_target
Q9BZG1 Herpes_target
Q9BZG1 Herpes_target
Q9BZG1 Herpes_target
Q9C0C2 Herpes_target
Q9C0C2 Herpes_target
Q9C0C2 Herpes_target
Q9C0F1 Herpes_target
Q9GZM8 Herpes_target
Q9GZT4 Herpes_target
Q9GZT4 Herpes_target
Q9GZU8 Herpes_target
Q9H190 Herpes_target
Q9H1C4 Herpes_target
Q9H252 Herpes_target
Q9H270 Herpes_target
Q9H2K2 Herpes_target
Q9H2V7 Herpes_target
Q9H2V7 Herpes_target
Q9H2V7 Herpes_target
Q9H3N1 Herpes_target
Q9H4G4 Herpes_target
Q9H5V8 Herpes_target
Q9H5V8 Herpes_target
Q9H5V8 Herpes_target
Q9H5V8 Herpes_target
Q9H694 Herpes_target
Q9H6Y7 Herpes_target
Q9H7F0 Herpes_target
Q9H7F0 Herpes_target
Q9H892 Herpes_target
Q9H8M9 Herpes_target
Q9H936 Herpes_target
Q9H936 Herpes_target
Q9H936 Herpes_target
Q9HA65 Herpes_target
Q9HA82 Herpes_target
Q9HAU0 Herpes_target
Q9HBH5 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HCH0 Herpes_target
Q9HCU0 Herpes_target
Q9HD45 Herpes_target
Q9HD45 Herpes_target
Q9HDC9 Herpes_target
Q9HDC9 Herpes_target
Q9NPB0 Herpes_target
Q9NPJ6 Herpes_target
Q9NQX7 Herpes_target
Q9NQX7 Herpes_target
Q9NQX7 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR12 Herpes_target
Q9NR46 Herpes_target
Q9NRD5 Herpes_target
Q9NRP0 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NSC5 Herpes_target
Q9NTJ5 Herpes_target
Q9NTJ5 Herpes_target
Q9NUJ3 Herpes_target
Q9NUQ6 Herpes_target
Q9NV96 Herpes_target
Q9NV96 Herpes_target
Q9NV96 Herpes_target
Q9NVM1 Herpes_target
Q9NWV8 Herpes_target
Q9NWZ5 Herpes_target
Q9NX61 Herpes_target
Q9NX63 Herpes_target
Q9NX63 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXH8 Herpes_target
Q9NXR1 Herpes_target
Q9NXS2 Herpes_target
Q9NXS2 Herpes_target
Q9NXS2 Herpes_target
Q9NXS2 Herpes_target
Q9NXW2 Herpes_target
Q9NYL2 Herpes_target
Q9NYU1 Herpes_target
Q9NZ01 Herpes_target
Q9NZC7 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZM1 Herpes_target
Q9NZN4 Herpes_target
Q9NZN4 Herpes_target
Q9P0P0 Herpes_target
Q9P0V3 Herpes_target
Q9P0V3 Herpes_target
Q9P0V3 Herpes_target
Q9P266 Herpes_target
Q9P270 Herpes_target
Q9P2D7 Herpes_target
Q9P2E5 Herpes_target
Q9P2E9 Herpes_target
Q9P2E9 Herpes_target
Q9UBB9 Herpes_target
Q9UBG0 Herpes_target
Q9UBG0 Herpes_target
Q9UBN6 Herpes_target
Q9UBP4 Herpes_target
Q9UDY4 Herpes_target
Q9UDY4 Herpes_target
Q9UDY4 Herpes_target
Q9UDY4 Herpes_target
Q9UEW3 Herpes_target
Q9UEW3 Herpes_target
Q9UGP8 Herpes_target
Q9UGP8 Herpes_target
Q9UGP8 Herpes_target
Q9UHC7 Herpes_target
Q9UHD8 Herpes_target
Q9UHD8 Herpes_target
Q9UHD8 Herpes_target
Q9UHD8 Herpes_target
Q9UHF1 Herpes_target
Q9UHF1 Herpes_target
Q9UHL4 Herpes_target
Q9UHL4 Herpes_target
Q9UHL4 Herpes_target
Q9UHV2 Herpes_target
Q9UI14 Herpes_target
Q9UIA9 Herpes_target
Q9UJ14 Herpes_target
Q9UJ14 Herpes_target
Q9UJ14 Herpes_target
Q9UJ14 Herpes_target
Q9UJ70 Herpes_target
Q9UJJ9 Herpes_target
Q9UJV3 Herpes_target
Q9UJV3 Herpes_target
Q9UJY1 Herpes_target
Q9UKA4 Herpes_target
Q9UKX2 Herpes_target
Q9UL15 Herpes_target
Q9UL15 Herpes_target
Q9UL15 Herpes_target
Q9UL46 Herpes_target
Q9ULM3 Herpes_target
Q9UM47 Herpes_target
Q9UNF1 Herpes_target
Q9UNM6 Herpes_target
Q9UNM6 Herpes_target
Q9UNN8 Herpes_target
Q9UP95 Herpes_target
Q9Y228 Herpes_target
Q9Y285 Herpes_target
Q9Y285 Herpes_target
Q9Y2D8 Herpes_target
Q9Y2G8 Herpes_target
Q9Y2G8 Herpes_target
Q9Y2G8 Herpes_target
Q9Y2G8 Herpes_target
Q9Y2I1 Herpes_target
Q9Y2I1 Herpes_target
Q9Y2I7 Herpes_target
Q9Y2U8 Herpes_target
Q9Y305 Herpes_target
Q9Y371 Herpes_target
Q9Y371 Herpes_target
Q9Y394 Herpes_target
Q9Y3C5 Herpes_target
Q9Y3Q8 Herpes_target
Q9Y4B5 Herpes_target
Q9Y4B5 Herpes_target
Q9Y4F1 Herpes_target
Q9Y4P3 Herpes_target
Q9Y561 Herpes_target
Q9Y5G0 Herpes_target
Q9Y5K5 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5M8 Herpes_target
Q9Y5S1 Herpes_target
Q9Y5S1 Herpes_target
Q9Y5Z0 Herpes_target
Q9Y673 Herpes_target
Q9Y6I3 Herpes_target
Q9Y6J9 Herpes_target
Q9Y6K0 Herpes_target
Q9Y6M1 Herpes_target
Q9Y6M1 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N5 Herpes_target
Q9Y6N7 Herpes_target
X6R3P0 Herpes_target
P19838 Herpes_target
Q00403 Herpes_target
P20226 Herpes_target
P16070 Herpes_target
P16070 Herpes_target
P16070 Herpes_target
P16070 Herpes_target
P16070 Herpes_target
Q07955 Herpes_target
Q07955 Herpes_target
Q07812 Herpes_target
P27694 Herpes_target
P53618 Herpes_target
P53618 Herpes_target
P02786 Herpes_target
P02786 Herpes_target
Q15750 Herpes_target
P28074 Herpes_target
Q13576 Herpes_target
Q13576 Herpes_target
Q12824 Herpes_target
Q93008 Herpes_target
Q93008 Herpes_target
P51665 Herpes_target
P35606 Herpes_target
O60684 Herpes_target
Q9UER7 Herpes_target
Q15628 Herpes_target
Q93009 Herpes_target
P63279 Herpes_target
P63279 Herpes_target
P63279 Herpes_target
P63279 Herpes_target
P52294 Herpes_target
Q92973 Herpes_target
Q92973 Herpes_target
P52272 Herpes_target
P30153 Herpes_target
P30153 Herpes_target
P02751 Herpes_target
P02751 Herpes_target
P02751 Herpes_target
P05161 Herpes_target
P17844 Herpes_target
Q12906 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P62753 Herpes_target
Q86VP6 Herpes_target
Q86VP6 Herpes_target
Q99816 Herpes_target
Q99816 Herpes_target
P04406 Herpes_target
P68400 Herpes_target
P62269 Herpes_target
Q86VP1 Herpes_target
O43707 Herpes_target
P12814 Herpes_target
P12814 Herpes_target
P12814 Herpes_target
P12814 Herpes_target
P12814 Herpes_target
P12814 Herpes_target
P11021 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
O14980 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P46734 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q92985 Herpes_target
Q13651 Herpes_target
Q03518 Herpes_target
P04637 Herpes_target
P04637 Herpes_target
Q7Z3K3 Herpes_target
O14672 Herpes_target
Q9H3P7 Herpes_target
Q9H3P7 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
O00410 Herpes_target
O00410 Herpes_target
O00410 Herpes_target
Q9P0L0 Herpes_target
Q9P0L0 Herpes_target
P15529 Herpes_target
P55268 Herpes_target
O00560 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P27824 Herpes_target
P27824 Herpes_target
P27824 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
P34932 Herpes_target
P28290 Herpes_target
Q8N4Q1 Herpes_target
P35613 Herpes_target
P35613 Herpes_target
P35613 Herpes_target
Q5VU43 Herpes_target
P30519 Herpes_target
Q13137 Herpes_target
Q13137 Herpes_target
P06400 Herpes_target
Q9NZV1 Herpes_target
Q9NZV1 Herpes_target
Q9NZV1 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13114 Herpes_target
Q12933 Herpes_target
Q12933 Herpes_target
Q12933 Herpes_target
P29084 Herpes_target
P29083 Herpes_target
Q13323 Herpes_target
Q16611 Herpes_target
Q92793 Herpes_target
O75190 Herpes_target
O14828 Herpes_target
Q92878 Herpes_target
Q9HCU5 Herpes_target
Q9HCU5 Herpes_target
P42704 Herpes_target
P42704 Herpes_target
P42704 Herpes_target
Q96CV9 Herpes_target
Q96CV9 Herpes_target
Q96CV9 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
O43390 Herpes_target
Q9UNE7 Herpes_target
Q9UNE7 Herpes_target
P68363 Herpes_target
O14777 Herpes_target
O00165 Herpes_target
O00165 Herpes_target
O75947 Herpes_target
O60506 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q92841 Herpes_target
Q6P2Q9 Herpes_target
Q96R06 Herpes_target
Q96R06 Herpes_target
Q9BYM8 Herpes_target
Q9BYM8 Herpes_target
Q9NZI8 Herpes_target
Q07666 Herpes_target
O43865 Herpes_target
Q15326 Herpes_target
Q15326 Herpes_target
O76031 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
Q13151 Herpes_target
Q99848 Herpes_target
Q92616 Herpes_target
Q92616 Herpes_target
Q16891 Herpes_target
Q16891 Herpes_target
Q16891 Herpes_target
Q16891 Herpes_target
Q13435 Herpes_target
Q6P1M0 Herpes_target
Q9H0M0 Herpes_target
Q9UHI6 Herpes_target
Q9UHI6 Herpes_target
P42766 Herpes_target
O43592 Herpes_target
Q99653 Herpes_target
Q99653 Herpes_target
Q99653 Herpes_target
Q99623 Herpes_target
Q00610 Herpes_target
P21964 Herpes_target
P21964 Herpes_target
Q9UKK3 Herpes_target
P55060 Herpes_target
P19784 Herpes_target
P67870 Herpes_target
Q8NEW0 Herpes_target
Q8NEW0 Herpes_target
P14868 Herpes_target
P14868 Herpes_target
P26196 Herpes_target
Q08211 Herpes_target
O60220 Herpes_target
Q15392 Herpes_target
Q14204 Herpes_target
Q14204 Herpes_target
Q14204 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P07437 Herpes_target
Q09472 Herpes_target
Q09472 Herpes_target
P07814 Herpes_target
P07814 Herpes_target
P04626 Herpes_target
O95573 Herpes_target
O95573 Herpes_target
P49327 Herpes_target
P98095 Herpes_target
Q12805 Herpes_target
Q12805 Herpes_target
Q12805 Herpes_target
Q9UPN7 Herpes_target
Q9UPN7 Herpes_target
Q15691 Herpes_target
O75643 Herpes_target
Q7Z3U7 Herpes_target
Q14315 Herpes_target
Q96CS3 Herpes_target
Q96PU5 Herpes_target
Q2PZI1 Herpes_target
Q5T4S7 Herpes_target
O75533 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
P02794 Herpes_target
P02794 Herpes_target
Q06136 Herpes_target
O75953 Herpes_target
Q6UB35 Herpes_target
Q5JTV8 Herpes_target
