Human Herpes
P05161 Herpes_target
P17844 Herpes_target
Q12906 Herpes_target
Q9Y676 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P46379 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P05556 Herpes_target
P62753 Herpes_target
Q86VP6 Herpes_target
Q86VP6 Herpes_target
P06756 Herpes_target
Q99816 Herpes_target
P04406 Herpes_target
P68400 Herpes_target
P62269 Herpes_target
Q86VP1 Herpes_target
O43707 Herpes_target
P12814 Herpes_target
P11021 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
Q06330 Herpes_target
P61981 Herpes_target
O14980 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
P49023 Herpes_target
Q12959 Herpes_target
P46734 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
Q08379 Herpes_target
P56524 Herpes_target
P56524 Herpes_target
Q92985 Herpes_target
Q92985-1 Herpes_target
Q13651 Herpes_target
Q03518 Herpes_target
Q9Y6C2 Herpes_target
Q9UKE5 Herpes_target
Q7Z3K3 Herpes_target
Q15365 Herpes_target
P09874 Herpes_target
O14672 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
P60468 Herpes_target
O00410 Herpes_target
O00410 Herpes_target
O00410 Herpes_target
Q9P0L0 Herpes_target
Q9P0L0 Herpes_target
P15529 Herpes_target
P09603 Herpes_target
P55268 Herpes_target
O00560 Herpes_target
O00560 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
P07858 Herpes_target
Q13546 Herpes_target
P27824 Herpes_target
P27824 Herpes_target
P27824 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
Q15629 Herpes_target
P34932 Herpes_target
P34932 Herpes_target
P28290 Herpes_target
P28290 Herpes_target
Q9Y520 Herpes_target
Q9Y520 Herpes_target
Q9H2P0 Herpes_target
Q8N4Q1 Herpes_target
P35613 Herpes_target
P35613 Herpes_target
P35613 Herpes_target
P35613 Herpes_target
Q5VU43 Herpes_target
P30519 Herpes_target
Q13137 Herpes_target
Q13137 Herpes_target
Q9NZV1 Herpes_target
Q9NZV1 Herpes_target
Q9NZV1 Herpes_target
Q9NZV1 Herpes_target
Q6UUV7 Herpes_target
O75925 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q9NP72 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13637 Herpes_target
Q13114 Herpes_target
Q12933 Herpes_target
Q12933 Herpes_target
Q13323 Herpes_target
Q16611 Herpes_target
Q16611 Herpes_target
Q92793 Herpes_target
P20248 Herpes_target
P20248 Herpes_target
P20248 Herpes_target
O75190 Herpes_target
O14828 Herpes_target
Q92878 Herpes_target
Q9HCU5 Herpes_target
Q9HCU5 Herpes_target
Q9HCU5 Herpes_target
P42704 Herpes_target
P42704 Herpes_target
P42704 Herpes_target
Q96CV9 Herpes_target
Q96CV9 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
P61289 Herpes_target
O43390 Herpes_target
Q9UNE7 Herpes_target
Q9UNE7 Herpes_target
Q9UNE7 Herpes_target
P42771 Herpes_target
P68363 Herpes_target
P63244 Herpes_target
O14777 Herpes_target
O14744 Herpes_target
O00165 Herpes_target
O75947 Herpes_target
O60506 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q9UBX5 Herpes_target
Q92841 Herpes_target
Q6P2Q9 Herpes_target
Q96R06 Herpes_target
Q9BYM8 Herpes_target
Q9NZI8 Herpes_target
Q07666 Herpes_target
O43865 Herpes_target
Q15326 Herpes_target
Q15326 Herpes_target
Q15326 Herpes_target
O76031 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
Q9Y230 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
O00264 Herpes_target
Q13151 Herpes_target
Q99848 Herpes_target
P49755 Herpes_target
Q92616 Herpes_target
Q92616 Herpes_target
Q92616 Herpes_target
Q16891 Herpes_target
Q16891 Herpes_target
Q16891 Herpes_target
Q13435 Herpes_target
Q6P1M0 Herpes_target
Q16186 Herpes_target
Q9H0M0 Herpes_target
P42766 Herpes_target
O43592 Herpes_target
Q99653 Herpes_target
Q99653 Herpes_target
Q99653 Herpes_target
Q99623 Herpes_target
Q00610 Herpes_target
P21964 Herpes_target
P21964 Herpes_target
P55060 Herpes_target
P19784 Herpes_target
P67870 Herpes_target
Q8NEW0 Herpes_target
Q8NEW0 Herpes_target
P14868 Herpes_target
P14868 Herpes_target
Q8NFQ8 Herpes_target
Q8NFQ8 Herpes_target
Q8NFQ8 Herpes_target
P26196 Herpes_target
P26196 Herpes_target
Q08211 Herpes_target
O60220 Herpes_target
Q15392 Herpes_target
Q14204 Herpes_target
Q14204 Herpes_target
Q14204 Herpes_target
Q14204 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P50402 Herpes_target
P07437 Herpes_target
Q09472 Herpes_target
P07814 Herpes_target
P07814 Herpes_target
P04626 Herpes_target
P04626 Herpes_target
P33897 Herpes_target
O95573 Herpes_target
O95573 Herpes_target
O95573 Herpes_target
O95573 Herpes_target
P49327 Herpes_target
P49327 Herpes_target
Q12805 Herpes_target
Q9UPN7 Herpes_target
Q9UPN7 Herpes_target
Q9UPN7 Herpes_target
Q15691 Herpes_target
Q13049 Herpes_target
A5YKK6 Herpes_target
O75643 Herpes_target
Q7Z3U7 Herpes_target
Q14315 Herpes_target
Q96CS3 Herpes_target
Q96PU5 Herpes_target
Q2PZI1 Herpes_target
Q5T4S7 Herpes_target
Q5T4S7 Herpes_target
Q5T4S7 Herpes_target
O75533 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9UQ35 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
Q9Y6C9 Herpes_target
P02794 Herpes_target
P02794 Herpes_target
Q06136 Herpes_target
O75953 Herpes_target
Q6UB35 Herpes_target
Q5JTV8 Herpes_target
Q8NC51 Herpes_target
Q8NC51 Herpes_target
O76021 Herpes_target
O76021 Herpes_target
O75323 Herpes_target
Q9Y5L4 Herpes_target
Q9ULX6 Herpes_target
Q7KZF4 Herpes_target
Q92896 Herpes_target
P00367 Herpes_target
P05141 Herpes_target
P30101 Herpes_target
P30101 Herpes_target
P12236 Herpes_target
Q96C36 Herpes_target
P61619 Herpes_target
Q9UMX0 Herpes_target
Q96B97 Herpes_target
P16402 Herpes_target
P42858 Herpes_target
P42858 Herpes_target
Q13547 Herpes_target
Q00341 Herpes_target
Q00341 Herpes_target
Q00341 Herpes_target
Q00341 Herpes_target
Q9UJZ1 Herpes_target
P01889 Herpes_target
P22736 Herpes_target
P09651 Herpes_target
P22626 Herpes_target
Q99729 Herpes_target
Q14103 Herpes_target
P61978 Herpes_target
P61978 Herpes_target
Q00839 Herpes_target
Q99873 Herpes_target
Q99873 Herpes_target
Q99873 Herpes_target
P25686 Herpes_target
P0DMV9 Herpes_target
P11142 Herpes_target
P04792 Herpes_target
P08238 Herpes_target
P10809 Herpes_target
P25685 Herpes_target
P25685 Herpes_target
P41252 Herpes_target
P41252 Herpes_target
P41252 Herpes_target
P50213 Herpes_target
O60812 Herpes_target
Q06033 Herpes_target
Q14974 Herpes_target
Q14974 Herpes_target
P52292 Herpes_target
O00505 Herpes_target
P07195 Herpes_target
Q08380 Herpes_target
Q08380 Herpes_target
Q08380 Herpes_target
P20700 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P27816 Herpes_target
P56192 Herpes_target
Q5QNW6 Herpes_target
P01106 Herpes_target
P55209 Herpes_target
P19338 Herpes_target
P46934 Herpes_target
P05023 Herpes_target
P05023 Herpes_target
P05023 Herpes_target
Q15233 Herpes_target
P06748 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
P25705 Herpes_target
Q13415 Herpes_target
O43929 Herpes_target
P13674 Herpes_target
P07237 Herpes_target
P07237 Herpes_target
P07237 Herpes_target
P07237 Herpes_target
Q5SSJ5 Herpes_target
Q15366 Herpes_target
P05165 Herpes_target
P05166 Herpes_target
Q6PKC3 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
P12004 Herpes_target
P12004 Herpes_target
Q9BRK5 Herpes_target
Q9BRK5 Herpes_target
Q9BRK5 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
Q9P035 Herpes_target
Q9Y282 Herpes_target
Q9Y282 Herpes_target
P17858 Herpes_target
P17858 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
P18859 Herpes_target
P18859 Herpes_target
Q02809 Herpes_target
Q02809 Herpes_target
O00469 Herpes_target
O00469 Herpes_target
O15162 Herpes_target
P48047 Herpes_target
P48047 Herpes_target
Q15165 Herpes_target
Q15165 Herpes_target
Q9H0E2 Herpes_target
Q9H0E2 Herpes_target
P46100 Herpes_target
Q9BVK6 Herpes_target
Q9NX40 Herpes_target
P62136 Herpes_target
P63151 Herpes_target
Q9NVI7 Herpes_target
Q9NVI7 Herpes_target
Q9NVI7 Herpes_target
Q9NVI7 Herpes_target
Q9NVI7 Herpes_target
Q5H9R7 Herpes_target
Q5H9R7 Herpes_target
Q9BV68 Herpes_target
P17612 Herpes_target
Q96P70 Herpes_target
Q13164 Herpes_target
P25786 Herpes_target
P25786 Herpes_target
P25786 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25789 Herpes_target
P25789 Herpes_target
P60900 Herpes_target
P60900 Herpes_target
P60900 Herpes_target
O14818 Herpes_target
O14818 Herpes_target
P20618 Herpes_target
P20618 Herpes_target
P49721 Herpes_target
P49721 Herpes_target
P49721 Herpes_target
P49720 Herpes_target
P28070 Herpes_target
P28070 Herpes_target
P28072 Herpes_target
P28072 Herpes_target
P82650 Herpes_target
Q99436 Herpes_target
P28062 Herpes_target
P28065 Herpes_target
P62191 Herpes_target
P62191 Herpes_target
P62191 Herpes_target
P62191 Herpes_target
P35998 Herpes_target
P35998 Herpes_target
P35998 Herpes_target
P35998 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P62195 Herpes_target
P62195 Herpes_target
P62195 Herpes_target
P62333 Herpes_target
P62333 Herpes_target
Q13200 Herpes_target
O43242 Herpes_target
O43242 Herpes_target
O43242 Herpes_target
O43242 Herpes_target
P55036 Herpes_target
P55036 Herpes_target
P55036 Herpes_target
P55036 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
O00231 Herpes_target
O00232 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
P26599 Herpes_target
P26599 Herpes_target
Q7Z434 Herpes_target
Q7Z434 Herpes_target
Q8N163 Herpes_target
P47897 Herpes_target
P49792 Herpes_target
P49792 Herpes_target
Q09028 Herpes_target
Q16576 Herpes_target
Q15293 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
Q04206 Herpes_target
P40938 Herpes_target
P14373 Herpes_target
P14373 Herpes_target
P14373 Herpes_target
P13489 Herpes_target
P13489 Herpes_target
P13489 Herpes_target
P39023 Herpes_target
P39023 Herpes_target
P18124 Herpes_target
P62424 Herpes_target
P62917 Herpes_target
P32969 Herpes_target
P27635 Herpes_target
P30050 Herpes_target
P26373 Herpes_target
P18621 Herpes_target
Q07020 Herpes_target
P35268 Herpes_target
P61254 Herpes_target
P46779 Herpes_target
P62899 Herpes_target
P62899 Herpes_target
P49207 Herpes_target
P61513 Herpes_target
P15880 Herpes_target
P61247 Herpes_target
P46782 Herpes_target
P46782 Herpes_target
P62241 Herpes_target
P46781 Herpes_target
P62280 Herpes_target
P62277 Herpes_target
P62277 Herpes_target
P62249 Herpes_target
P08708 Herpes_target
P62266 Herpes_target
P62851 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P62979 Herpes_target
P21912 Herpes_target
P55735 Herpes_target
Q01105 Herpes_target
Q01105 Herpes_target
P23246 Herpes_target
Q8IUQ4 Herpes_target
Q8IUQ4 Herpes_target
Q8IUQ4 Herpes_target
Q8IUQ4 Herpes_target
Q8TC07 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
P09012 Herpes_target
P08579 Herpes_target
P62316 Herpes_target
P23497 Herpes_target
P23497 Herpes_target
Q96SB4 Herpes_target
Q04837 Herpes_target
P51571 Herpes_target
P51571 Herpes_target
P51571 Herpes_target
O95793 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15533 Herpes_target
Q07021 Herpes_target
Q99442 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
Q99615 Herpes_target
P08670 Herpes_target
P04275 Herpes_target
P04275 Herpes_target
P04275 Herpes_target
P04275 Herpes_target
P13010 Herpes_target
Q04917 Herpes_target
Q71U36 Herpes_target
P27708 Herpes_target
Q9BQA1 Herpes_target
Q9HAV7 Herpes_target
Q15773 Herpes_target
P27797 Herpes_target
P27797 Herpes_target
Q8TCT9 Herpes_target
P07384 Herpes_target
P11441 Herpes_target
P52907 Herpes_target
P47756 Herpes_target
P62807 Herpes_target
Q96J02 Herpes_target
Q8N2S1 Herpes_target
Q8N2S1 Herpes_target
Q8N2S1 Herpes_target
Q13136 Herpes_target
P78357 Herpes_target
P78357 Herpes_target
P78357 Herpes_target
Q9BPW8 Herpes_target
Q9Y265 Herpes_target
P63167 Herpes_target
P55884 Herpes_target
P35520 Herpes_target
P35520 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
Q92522 Herpes_target
O15460 Herpes_target
O75928 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
Q86T03 Herpes_target
Q86T03 Herpes_target
Q3ZCQ8 Herpes_target
P62829 Herpes_target
O94813 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95816 Herpes_target
O95816 Herpes_target
O95816 Herpes_target
O95816 Herpes_target
P13667 Herpes_target
P08962 Herpes_target
Q8N1F7 Herpes_target
P04233 Herpes_target
P06493 Herpes_target
P06493 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
O15027 Herpes_target
O15027 Herpes_target
O15027 Herpes_target
O15027 Herpes_target
intact:EBI-2622317 Herpes_target
A0A075B716 Herpes_target
A0A087WVQ6 Herpes_target
A0A087WW40 Herpes_target
A0A087WW40 Herpes_target
A0A087WZN1 Herpes_target
A0A0A0MQT0 Herpes_target
A0A0J9YX62 Herpes_target
A0A0U1RRM4 Herpes_target
A0A1W2PQ51 Herpes_target
A0A2R8Y5Y7 Herpes_target
A0FGR8 Herpes_target
A0FGR8 Herpes_target
A1KXE4 Herpes_target
A1L0V1 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A4D0U5 Herpes_target
A8MU27 Herpes_target
A8MUP8 Herpes_target
B0QYN7 Herpes_target
B1AK88 Herpes_target
B2RCM5 Herpes_target
B7Z4C8 Herpes_target
B8ZZN6 Herpes_target
E7EX59 Herpes_target
E9PF82 Herpes_target
E9PNL2 Herpes_target
F5GXF0 Herpes_target
G3XA98 Herpes_target
G3XA98 Herpes_target
G3XA98 Herpes_target
G3XA98 Herpes_target
G3XA98 Herpes_target
G3XAI2 Herpes_target
H0Y8C6 Herpes_target
H0YBZ2 Herpes_target
H3BVG0 Herpes_target
J3KTL2 Herpes_target
J3QQ67 Herpes_target
K7ELE3 Herpes_target
O00161 Herpes_target
O00161 Herpes_target
O00170 Herpes_target
O00182 Herpes_target
O00203 Herpes_target
O00268 Herpes_target
O00308 Herpes_target
O00308 Herpes_target
O00308 Herpes_target
O00391 Herpes_target
O00391 Herpes_target
O00425 Herpes_target
O00471 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00487 Herpes_target
O00487 Herpes_target
O00487 Herpes_target
O00487 Herpes_target
O14545 Herpes_target
O14545 Herpes_target
O14545 Herpes_target
O14579 Herpes_target
O14579 Herpes_target
O14579 Herpes_target
O14641 Herpes_target
O14641 Herpes_target
O14681 Herpes_target
O14683 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14763 Herpes_target
O14763 Herpes_target
O14763 Herpes_target
O14773 Herpes_target
O14773 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15127 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15217 Herpes_target
O15217 Herpes_target
O15217 Herpes_target
O15269 Herpes_target
O15269 Herpes_target
O15269 Herpes_target
O15269 Herpes_target
O15270 Herpes_target
O15270 Herpes_target
O15321 Herpes_target
O15321 Herpes_target
O15400 Herpes_target
O15400 Herpes_target
O15427 Herpes_target
O43164 Herpes_target
O43164 Herpes_target
O43164 Herpes_target
O43264 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43306 Herpes_target
O43306 Herpes_target
O43819 Herpes_target
O43819 Herpes_target
O43866 Herpes_target
O43889 Herpes_target
O43889 Herpes_target
O60333 Herpes_target
O60353 Herpes_target
O60493 Herpes_target
O60493 Herpes_target
O60494 Herpes_target
O60499 Herpes_target
O60503 Herpes_target
O60565 Herpes_target
O60565 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60725 Herpes_target
O60725 Herpes_target
O60762 Herpes_target
O60762 Herpes_target
O60762 Herpes_target
O60763 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O75094 Herpes_target
O75153 Herpes_target
O75165 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75477 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75695 Herpes_target
O75781 Herpes_target
O75907 Herpes_target
O75962 Herpes_target
O75964 Herpes_target
O76013 Herpes_target
O94851 Herpes_target
O94905 Herpes_target
O94929 Herpes_target
O94929 Herpes_target
O94929 Herpes_target
O94929 Herpes_target
O95159 Herpes_target
O95183 Herpes_target
O95236 Herpes_target
O95271 Herpes_target
O95273 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95302 Herpes_target
O95456 Herpes_target
O95674 Herpes_target
O95674 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O96005 Herpes_target
O96005 Herpes_target
O96006 Herpes_target
O96006 Herpes_target
O96006 Herpes_target
P00338 Herpes_target
P00403 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00846 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P04844 Herpes_target
P04844 Herpes_target
P05362 Herpes_target
P06703 Herpes_target
P06703 Herpes_target
P07093 Herpes_target
P07093 Herpes_target
P07093 Herpes_target
P07196 Herpes_target
P07196 Herpes_target
P07196 Herpes_target
P07942 Herpes_target
P08107 Herpes_target
P08107 Herpes_target
P08107 Herpes_target
P08133 Herpes_target
P08172 Herpes_target
P08172 Herpes_target
P08172 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08758 Herpes_target
P09455 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P10301 Herpes_target
P10301 Herpes_target
P10398 Herpes_target
P10586 Herpes_target
P10620 Herpes_target
P10644 Herpes_target
P10644 Herpes_target
P10909 Herpes_target
P10909 Herpes_target
P10909 Herpes_target
P11047 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11279 Herpes_target
P11474 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P12109 Herpes_target
P12109 Herpes_target
P12109 Herpes_target
P12109 Herpes_target
P12110 Herpes_target
P12111 Herpes_target
P12111 Herpes_target
P13746 Herpes_target
P15151 Herpes_target
P15260 Herpes_target
P15586 Herpes_target
P15622 Herpes_target
P15622 Herpes_target
P17252 Herpes_target
P17302 Herpes_target
P17655 Herpes_target
P17813 Herpes_target
P17980 Herpes_target
P17980 Herpes_target
P17980 Herpes_target
P17980 Herpes_target
P18031 Herpes_target
P18545 Herpes_target
P22413 Herpes_target
P22692 Herpes_target
P22694 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P24385 Herpes_target
P24557 Herpes_target
P24864 Herpes_target
P25116 Herpes_target
P25116 Herpes_target
P25116 Herpes_target
P25116 Herpes_target
P25445 Herpes_target
P25445 Herpes_target
P25445 Herpes_target
P25445 Herpes_target
P25787 Herpes_target
P27105 Herpes_target
P27105 Herpes_target
P27105 Herpes_target
P27352 Herpes_target
P28066 Herpes_target
P28066 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28676 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P29323 Herpes_target
P30411 Herpes_target
P30443 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30626 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31947 Herpes_target
P33527 Herpes_target
P33527 Herpes_target
P33527 Herpes_target
P35080 Herpes_target
P35080 Herpes_target
P35221 Herpes_target
P35221 Herpes_target
P35813 Herpes_target
P35869 Herpes_target
P36542 Herpes_target
P36578 Herpes_target
P37173 Herpes_target
P37173 Herpes_target
P37173 Herpes_target
P37173 Herpes_target
P38159 Herpes_target
P38432 Herpes_target
P38435 Herpes_target
P38435 Herpes_target
P38435 Herpes_target
P38936 Herpes_target
P39656 Herpes_target
P39656 Herpes_target
P39656 Herpes_target
P40123 Herpes_target
P40189 Herpes_target
P40189 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
