"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Alias","ENTREZID","GO","Path","Evidance","PMID","UNIPROT","ENSEMBL","Symbol"
"ZFR2",226.743685376123,7.27033926838796,0.334879660577718,21.710304101018,1.63969256271677e-104,3.0960674969218e-100,NA,"23217",NA,NA,NA,NA,"Q9UPR6","ENSG00000105278","ZFR2"
"LOC375196",82.1197205976937,5.56984935878,0.375254026309233,14.8428770067082,7.73654838700629e-50,7.30407533217264e-46,"LOC375196","375196",NA,NA,NA,"12477932",NA,"ENSG00000269210","LOC375196"
"ABCA17P",136.944691890308,6.45482583653494,0.45295390605456,14.2505136841837,4.44995863032043e-46,2.80080396192368e-42,NA,"650655",NA,NA,NA,NA,NA,"ENSG00000238098","ABCA17P"
"TCP11",110.725108392377,5.96901058258885,0.428840946400081,13.9189380881091,4.86072183532507e-44,2.2945037423652e-40,NA,"6954",NA,NA,NA,NA,NA,"ENSG00000124678","TCP11"
"ZNF541",405.921988523732,6.01142521614851,0.454147235055637,13.2367319497433,5.38411070655623e-40,2.03325556722389e-36,"ZNF541","84215",NA,NA,NA,NA,"Q9H0D2","ENSG00000118156","ZNF541"
"WNK3",126.700621527576,3.79805562642053,0.287661728310606,13.2032010261703,8.40845710546263e-40,2.64614145108909e-36,NA,"65267",NA,NA,NA,NA,"Q9BYP7","ENSG00000196632","WNK3"
"STAG3",996.272380073409,5.26956674904137,0.409996335660673,12.8527166969674,8.30418138953095e-38,2.23999361424462e-34,"STAG3","10734",NA,"04114",NA,NA,NA,"ENSG00000066923","STAG3"
"CCNA1",720.381436917237,-7.4641736095481,0.625854071912119,-11.9263801971336,8.62427312934929e-33,2.03554406535467e-29,NA,"8900",NA,NA,NA,NA,NA,"ENSG00000133101","CCNA1"
"SOX30",94.1301754828809,4.75164114298721,0.403940095616522,11.7632322083177,6.03777885342472e-32,1.24333802574439e-28,"SOX30","11063",NA,NA,NA,NA,NA,"ENSG00000039600","SOX30"
"NEFH",860.858640014406,6.93161599218048,0.589628214426806,11.755909609785,6.58477929109409e-32,1.24333802574439e-28,NA,"4744",NA,"05014",NA,NA,"P12036","ENSG00000100285","NEFH"
"GRIN2C",89.2419510838943,4.0615349533026,0.357947291989748,11.3467402720815,7.69793255933809e-30,1.32138511441293e-26,NA,"2905",NA,NA,NA,NA,NA,"ENSG00000161509","GRIN2C"
"MMP10",13383.4417621922,-7.41806490595742,0.657835869944544,-11.2764676492675,1.71494621600434e-29,2.69846787088283e-26,NA,"4319",NA,NA,NA,NA,"P09238","ENSG00000166670","MMP10"
"RPA2",2509.92628772874,1.57771104984853,0.145160180505735,10.8687592172442,1.62394274380726e-27,2.35871437604375e-24,NA,"6118",NA,NA,NA,NA,NA,"ENSG00000117748","RPA2"
"CDKN2C",1732.86021118401,2.96514212852261,0.275395530183369,10.7668491443863,4.93605447496909e-27,6.65732718545474e-24,NA,"1031",NA,"04110",NA,NA,NA,"ENSG00000123080","CDKN2C"
"SYCP2",1822.98982538626,4.26313757992357,0.417325710246885,10.2153724902344,1.69227919028116e-24,2.13024104472593e-21,NA,"10388",NA,NA,NA,NA,"Q9BX26","ENSG00000196074","SYCP2"
"WDR66",1245.37508489589,-2.12724890332804,0.210080799576098,-10.1258606575204,4.24229916613424e-24,5.00644330343417e-21,NA,NA,NA,NA,NA,NA,NA,NA,"WDR66"
"GPR137C",123.732708058316,2.66985592160884,0.267193896361806,9.99220400601368,1.64874392667538e-23,1.83126957785203e-20,NA,"283554",NA,NA,NA,NA,NA,"ENSG00000180998","GPR137C"
"SYNGR3",410.926279376575,3.58420373257197,0.362675874689945,9.88266378522183,4.94992694423069e-23,5.19247336449799e-20,"SYNGR3","9143",NA,NA,NA,NA,"O43761","ENSG00000127561","SYNGR3"
"TAF7L",183.980499096383,5.34126741614326,0.540937294565985,9.87409718242624,5.39162735612135e-23,5.35814251254123e-20,NA,"54457",NA,"03022",NA,NA,"Q5H9L4","ENSG00000102387","TAF7L"
"SLCO1B3",480.208603740268,-7.21977449228139,0.733670203133817,-9.84062656687252,7.52407729585212e-23,7.10348137501398e-20,NA,"28234",NA,"04976",NA,NA,NA,"ENSG00000111700","SLCO1B3"
"LOC100506895",35.8904179729056,-4.57684005674249,0.468184247814975,-9.77572414728324,1.43130079757487e-22,1.28694388856232e-19,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100506895"
"MEI1",1110.92592445755,4.52072794200214,0.465518729197952,9.71116231948597,2.70237664056593e-22,2.31937616941663e-19,NA,"150365","GO:0007127",NA,"IBA",NA,NA,"ENSG00000167077","MEI1"
"C11orf85",13.3233177051635,6.60429175982855,0.681476522492612,9.69115082009322,3.28802615986625e-22,2.69932651959107e-19,NA,NA,NA,NA,NA,NA,NA,NA,"C11orf85"
"GCK",85.910991965709,5.0996374453521,0.527373599607537,9.66987624929874,4.04867349200093e-22,3.18529386983174e-19,NA,"2645",NA,NA,NA,NA,NA,"ENSG00000106633","GCK"
"C19orf57",339.623803390735,2.81629685251823,0.292266346488141,9.63606274331179,5.6306309730094e-22,4.25270296129454e-19,NA,NA,NA,NA,NA,NA,NA,NA,"C19orf57"
"SVIP",325.485252151403,2.86186310467548,0.303404371000233,9.4325045326169,4.00411737695416e-21,2.90791324275571e-18,"SVIP","258010",NA,"04141",NA,NA,"Q8NHG7","ENSG00000198168","SVIP"
"PRDM15",855.001275537486,1.46749878023576,0.155696299639383,9.42539279118841,4.28498726983115e-21,2.99663443070192e-18,NA,"63977",NA,NA,NA,NA,NA,"ENSG00000141956","PRDM15"
"SOX14",951.041643025285,9.44079796668595,1.00612389299686,9.38333542459214,6.39180462315598e-21,4.31035910337254e-18,NA,"8403",NA,NA,NA,NA,"O95416","ENSG00000168875","SOX14"
"CXCL14",22522.9950022602,-4.27253556891227,0.455673854451813,-9.37630177191588,6.83273305582315e-21,4.33704204070157e-18,NA,"9547",NA,NA,NA,NA,"O95715","ENSG00000145824","CXCL14"
"HSPB3",122.566867008245,-6.19197438441562,0.660448398300751,-9.3754097978688,6.89075634048549e-21,4.33704204070157e-18,NA,"8988",NA,NA,NA,NA,NA,"ENSG00000169271","HSPB3"
"DNAJC6",70.6446885536218,-3.5843829196452,0.383059857871867,-9.35723972634106,8.18469283668252e-21,4.98527000458837e-18,NA,"9829",NA,"04144",NA,NA,"O75061","ENSG00000116675","DNAJC6"
"MMP13",3522.85953787124,-6.3655143939988,0.681566722499393,-9.33953226274845,9.676062022866e-21,5.70948134736737e-18,NA,"4322",NA,NA,NA,NA,NA,"ENSG00000137745","MMP13"
"HSPA12A",346.999112846126,-3.66910065065078,0.397392697871038,-9.23293424943979,2.6331772332091e-20,1.50665613689255e-17,"HSPA12A","259217",NA,NA,NA,NA,NA,"ENSG00000165868","HSPA12A"
"GBX1",53.5703964881587,7.96909440819409,0.868805795637713,9.17246920797148,4.62305890763403e-20,2.56742936158664e-17,NA,"2636",NA,NA,NA,NA,"Q14549","ENSG00000164900","GBX1"
"AMIGO2",1909.83021896742,-4.08651311705897,0.44576752222354,-9.16736395840362,4.84726933145365e-20,2.61503255761451e-17,NA,"347902",NA,NA,NA,NA,NA,"ENSG00000139211","AMIGO2"
"SYCE2",72.8218129230376,3.25479113153055,0.35679967040213,9.12218088055478,7.36275141985382e-20,3.86176311971333e-17,NA,"256126",NA,NA,NA,NA,"Q6PIF2","ENSG00000161860","SYCE2"
"ARHGEF33",48.9696363724025,3.22842905177957,0.357046370039529,9.04204417880551,1.53768917141846e-19,7.84720187424956e-17,"ARHGEF33","100271715",NA,NA,"IEA",NA,"A8MVX0","ENSG00000214694","ARHGEF33"
"BTNL9",1276.49899554486,4.83152436044127,0.537049415674738,8.99642420124607,2.33188921318587e-19,1.15870347693094e-16,NA,"153579",NA,NA,NA,NA,NA,"ENSG00000165810","BTNL9"
"GALNT6",1018.96836224469,-3.11840551192025,0.347615683049639,-8.97084241010767,2.94255201589807e-19,1.42464787600481e-16,NA,"11226",NA,NA,NA,NA,"Q8NCL4","ENSG00000139629","GALNT6"
"WDR76",940.039798967995,1.78266493812579,0.199133452410183,8.95211184534574,3.48745347575404e-19,1.6462524132297e-16,NA,"79968",NA,NA,NA,NA,NA,"ENSG00000092470","WDR76"
"LOC100507127",86.7720756128154,-4.82717842336751,0.542152676437495,-8.90372515559099,5.40030686396548e-19,2.48703888305844e-16,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100507127"
"TXNDC16",447.39566269025,1.87815683260092,0.211295993174343,8.88874798042773,6.18013262530488e-19,2.77841105311921e-16,NA,"57544",NA,NA,NA,NA,NA,"ENSG00000087301","TXNDC16"
"PRR9",166.529753490227,-7.18552589034743,0.808668159968991,-8.88562978740621,6.35596788847833e-19,2.79100896907553e-16,"PRR9","574414",NA,NA,NA,"21873635","Q5T870","ENSG00000203783","PRR9"
"DUSP14",1952.91927003115,-1.90893335515467,0.215435748593373,-8.86080127192685,7.94413694329267e-19,3.40911804007391e-16,NA,"11072",NA,"04010",NA,NA,NA,NA,"DUSP14"
"CAV1",10736.2102945911,-3.32525146212304,0.375627966492875,-8.85251301485857,8.55703516277194e-19,3.59053195429911e-16,NA,"857",NA,NA,NA,NA,NA,"ENSG00000105974","CAV1"
"TNFRSF12A",3775.60942412749,-2.54323120225263,0.288086714034152,-8.82800586892438,1.06558467252809e-18,4.37399343188594e-16,NA,"51330",NA,"04060",NA,NA,"Q9NP84","ENSG00000006327","TNFRSF12A"
"CDSN",373.111244078818,-5.1040689887545,0.579474234497213,-8.80810342358553,1.27280975558105e-18,5.1134454904003e-16,NA,"1041",NA,NA,NA,NA,"Q15517",NA,"CDSN"
"MGA",1564.32289856469,1.09498562873976,0.12454426303905,8.79193952431545,1.46999895492418e-18,5.78260838893298e-16,NA,"23269",NA,NA,NA,NA,NA,"ENSG00000174197","MGA"
"CENPK",753.945133516247,1.59637804409782,0.181842684100888,8.77889617606025,1.65086834908105e-18,6.36157064639764e-16,NA,"64105",NA,NA,NA,NA,NA,"ENSG00000123219","CENPK"
"RAD9B",27.9243522551815,2.63418979865265,0.300278863276346,8.77247825541558,1.74776276570896e-18,6.60025130842333e-16,"RAD9B","144715",NA,NA,NA,NA,NA,"ENSG00000151164","RAD9B"
"HTR1D",28.9745171294181,-4.63600534978364,0.530142791097992,-8.74482389957976,2.2336373839139e-18,8.26971393785536e-16,NA,"3352",NA,"04080",NA,NA,"P28221","ENSG00000179546","HTR1D"
"TCF19",1844.44904361092,1.24513110369145,0.142624724832355,8.73012098817371,2.54400331963858e-18,9.12194630750126e-16,NA,"6941",NA,NA,NA,NA,NA,NA,"TCF19"
"KRT75",1536.35679986789,-5.13154677049409,0.587846959682997,-8.72939238005301,2.56044462608604e-18,9.12194630750126e-16,NA,"9119",NA,NA,NA,NA,"O95678","ENSG00000170454","KRT75"
"SH2D5",302.322358291222,-3.81101134885807,0.439018601657424,-8.6807514179818,3.93162599078007e-18,1.3747585547761e-15,"SH2D5","400745",NA,NA,NA,NA,"Q6ZV89","ENSG00000189410","SH2D5"
"CCDC86",1368.52150561756,-1.43505161643343,0.165809740309988,-8.65480890176018,4.93738211217953e-18,1.69504816440316e-15,"CCDC86","79080",NA,NA,NA,NA,"Q9H6F5","ENSG00000110104","CCDC86"
"PCSK1N",143.294610212934,-4.42929288977755,0.512180338880038,-8.64791666830259,5.24481064660879e-18,1.76843776123691e-15,NA,"27344",NA,NA,NA,NA,"Q9UHG2","ENSG00000102109","PCSK1N"
"PDIK1L",742.469627588268,1.54579093460294,0.179609026928493,8.60642118627117,7.53769331254337e-18,2.49696008995516e-15,NA,"149420",NA,NA,NA,NA,"Q8N165","ENSG00000175087","PDIK1L"
"FIBCD1",78.6761526865755,-5.64817182060155,0.657168638595837,-8.59470688173726,8.34776063315281e-18,2.71762786681365e-15,"FIBCD1","84929",NA,NA,NA,NA,"Q8N539","ENSG00000130720","FIBCD1"
"PROC",104.039238683607,-3.94100440861846,0.460053382757487,-8.56640676131258,1.06764269936957e-17,3.41681855076206e-15,NA,"5624",NA,"04610",NA,NA,"P04070","ENSG00000115718","PROC"
"SLC3A2",10395.8360930743,-1.81196109267144,0.211654250261581,-8.56094829388994,1.11942905393092e-17,3.52284323272062e-15,NA,"6520",NA,"04974",NA,NA,NA,"ENSG00000168003","SLC3A2"
"MYO3A",321.543311208142,4.3108042793019,0.50528266879863,8.53147069055694,1.44498825771243e-17,4.40684895903796e-15,NA,"53904",NA,NA,NA,NA,"Q8NEV4","ENSG00000095777","MYO3A"
"LIPE",378.220499882352,2.45352643035007,0.287590856693124,8.53130888291113,1.44701109766102e-17,4.40684895903796e-15,NA,"3991",NA,"04910",NA,NA,NA,"ENSG00000079435","LIPE"
"CBLN2",216.920001940222,5.98881934420408,0.70222125808435,8.52839368682957,1.48393784876647e-17,4.44757372387437e-15,"CBLN2","147381",NA,NA,NA,NA,NA,"ENSG00000141668","CBLN2"
"HTR2C",31.0247976785927,-8.00525559088046,0.939919806812483,-8.51695594970852,1.6380176733818e-17,4.83266401699924e-15,NA,"3358",NA,NA,NA,NA,NA,"ENSG00000147246","HTR2C"
"SLC7A8",5986.51783761121,-3.32771093105271,0.392334672232053,-8.48181709794051,2.21703892346159e-17,6.44032753120028e-15,NA,"23428",NA,"04974",NA,NA,NA,"ENSG00000092068","SLC7A8"
"LRRC59",4799.23565867515,-1.11012228377447,0.131554696635951,-8.43848461637594,3.21478261627068e-17,9.19720081218531e-15,NA,"55379",NA,NA,NA,NA,"Q96AG4","ENSG00000108829","LRRC59"
"CNGB1",212.748256483618,-5.31468634697628,0.631035007050156,-8.42217355233647,3.69563064779277e-17,1.04150593868094e-14,NA,"1258",NA,NA,NA,NA,"Q14028","ENSG00000070729","CNGB1"
"COL4A6",714.65133765438,-4.38102491305921,0.520895133912934,-8.41056985913691,4.08023458479985e-17,1.129400931221e-14,NA,"1288",NA,NA,NA,NA,NA,"ENSG00000197565","COL4A6"
"LOC254559",942.319313972482,3.38721987775981,0.402797903361173,8.40922916801438,4.12714035876755e-17,1.129400931221e-14,NA,NA,NA,NA,NA,NA,NA,NA,"LOC254559"
"LOC285084",352.002543107943,4.2685747649305,0.508044857199065,8.4019643235124,4.39071246144769e-17,1.18436332424365e-14,NA,NA,NA,NA,NA,NA,NA,NA,"LOC285084"
"KLC1",2578.47614842504,-1.11266086613969,0.132964669147069,-8.36809412061937,5.85576136793231e-17,1.5573026218211e-14,NA,"3831",NA,NA,NA,NA,NA,"ENSG00000126214","KLC1"
"BFSP1",129.835596737086,-2.55208910924429,0.305279496838076,-8.35984445623596,6.28010014924569e-17,1.64695626413968e-14,NA,"631",NA,NA,NA,NA,NA,"ENSG00000125864","BFSP1"
"KLHL35",199.690329663522,3.20011647854624,0.382974604346716,8.35594956486748,6.49084397913732e-17,1.67890569882289e-14,"KLHL35","283212","GO:0005515",NA,"IPI",NA,"Q6PF15","ENSG00000149243","KLHL35"
"KRT15",59452.9271201985,3.02666267643499,0.362653765576871,8.34587411941111,7.06890704793614e-17,1.80371760647473e-14,NA,"3866",NA,NA,NA,NA,NA,"ENSG00000171346","KRT15"
"INHBB",456.559797569447,-3.45823303924676,0.418196447223803,-8.26939841838504,1.34636633241837e-16,3.38961187849648e-14,"INHBB","3625",NA,NA,NA,NA,"P09529","ENSG00000163083","INHBB"
"SH2D4A",892.147540022289,1.76919589254813,0.214118458297055,8.26269676430068,1.42417704437802e-16,3.53833038841393e-14,NA,"63898",NA,NA,NA,NA,"Q9H788","ENSG00000104611","SH2D4A"
"TTC7B",483.213589394277,-1.96170927148213,0.238311843450775,-8.23169022183884,1.84590106139994e-16,4.47418352748593e-14,NA,"145567",NA,NA,NA,NA,NA,"ENSG00000165914","TTC7B"
"MYOM3",281.225680692546,-4.17730400193066,0.507475516788579,-8.23153800278996,1.84824867674983e-16,4.47418352748593e-14,"MYOM3","127294",NA,NA,NA,NA,"Q5VTT5","ENSG00000142661","MYOM3"
"IGFL3",82.8377889693112,-7.16712783029809,0.872514662313697,-8.21433511649261,2.13343016292273e-16,5.09916814383634e-14,NA,"388555",NA,NA,NA,NA,"Q6UXB1","ENSG00000188624","IGFL3"
"TESK2",454.248390160112,1.4151254743113,0.172319392821409,8.21222412139028,2.17128507975022e-16,5.11072536961063e-14,"TESK2","10420",NA,NA,NA,NA,NA,"ENSG00000070759","TESK2"
"PTHLH",9851.91608624711,-4.83274228210703,0.588564797271308,-8.21106240895223,2.19239887161562e-16,5.11072536961063e-14,NA,"5744",NA,NA,NA,NA,NA,"ENSG00000087494","PTHLH"
"KLB",32.8793119699513,2.43630775243139,0.297288268394205,8.19510223390597,2.50380264743042e-16,5.76546360838796e-14,NA,"152831",NA,NA,NA,NA,NA,"ENSG00000134962","KLB"
"CHAF1B",799.216834373997,1.45965164390643,0.178603994714022,8.17255877307562,3.0191653534538e-16,6.86841930167645e-14,NA,"8208",NA,NA,NA,NA,"Q13112","ENSG00000159259","CHAF1B"
"PVR",1510.71649250675,-1.30413800691325,0.15981687838589,-8.16020197669177,3.34464828889256e-16,7.51829154653206e-14,NA,"5817",NA,"04514",NA,NA,NA,"ENSG00000073008","PVR"
"CHPF",4292.02705814026,-2.40988121386593,0.297805201558275,-8.09213942958737,5.86257441392927e-16,1.29106832029087e-13,NA,"79586",NA,NA,NA,NA,"Q8IZ52","ENSG00000123989","CHPF"
"CYP26B1",625.021447815567,-2.81117888248878,0.347412034127918,-8.09177174747407,5.88030269807302e-16,1.29106832029087e-13,NA,"56603",NA,"00830",NA,NA,NA,"ENSG00000003137","CYP26B1"
"KRT17",204760.943363536,-3.14471832068889,0.388736638867647,-8.08958561212331,5.98680616375117e-16,1.29934337912586e-13,NA,"3872",NA,NA,NA,NA,NA,"ENSG00000128422","KRT17"
"CCDC155",26.8445257881675,6.36544423420767,0.788338212908903,8.07450930320845,6.77485354129138e-16,1.45366800643936e-13,NA,NA,NA,NA,NA,NA,NA,NA,"CCDC155"
"PRSS36",137.315769774602,2.24659923593039,0.279532536062595,8.03698656183376,9.20747627289306e-16,1.95343333690749e-13,"PRSS36","146547",NA,NA,NA,NA,NA,"ENSG00000178226","PRSS36"
"TDRD10",174.270168969547,4.18546350157208,0.521867031277212,8.02017228666202,1.05596949693296e-15,2.21542400456534e-13,"TDRD10","126668","GO:0003723",NA,"IEA",NA,"Q5VZ19","ENSG00000163239","TDRD10"
"MN1",964.787128898045,-2.86818833341426,0.358322361521294,-8.00449160146488,1.19961242307468e-15,2.48912986510945e-13,NA,"4330",NA,NA,NA,NA,NA,"ENSG00000169184","MN1"
"TGFBI",20658.6471772726,-3.5071839111494,0.438578496060618,-7.99670741418351,1.27790417680787e-15,2.62275942027024e-13,NA,"7045",NA,NA,NA,NA,NA,"ENSG00000120708","TGFBI"
"ZBED2",807.763801697354,-2.91085479687918,0.364153274574348,-7.99348790775431,1.31173752597077e-15,2.66325031885808e-13,"ZBED2","79413",NA,NA,NA,NA,"Q9BTP6","ENSG00000177494","ZBED2"
"SESN3",553.370788826266,-2.87763971564802,0.362781997637307,-7.93214584623618,2.1539126656698e-15,4.32661478225289e-13,NA,"143686",NA,"04115",NA,NA,"P58005","ENSG00000149212","SESN3"
"RFPL1-AS1",52.3634904618112,4.674391942944,0.589897912218805,7.92406931118307,2.29861390729368e-15,4.53525266625957e-13,NA,NA,NA,NA,NA,NA,NA,NA,"RFPL1-AS1"
"SHCBP1L",24.9317303678742,7.5162635212422,0.948582356661135,7.92368049907474,2.30581641754538e-15,4.53525266625957e-13,NA,"81626",NA,NA,NA,NA,"Q9BZQ2","ENSG00000157060","SHCBP1L"
"PRMT8",40.3953571959603,-6.90091945246071,0.871637790113559,-7.91718708244814,2.42944065429225e-15,4.72914416848931e-13,NA,"56341",NA,NA,NA,NA,NA,"ENSG00000111218","PRMT8"
"C8G",107.972582034984,4.5789450334064,0.580168308872062,7.89244252639134,2.96328809669057e-15,5.7094699838481e-13,NA,"733",NA,NA,NA,NA,"P07360","ENSG00000176919","C8G"
"SP1",4883.18618742034,0.752444264986864,0.0953938159880491,7.88776774671777,3.07639611961533e-15,5.86752641722996e-13,"SP1","6667",NA,NA,NA,NA,"P08047","ENSG00000185591","SP1"
"DYRK1A",3236.89463907131,0.935581155666472,0.118980748975994,7.86329859005377,3.74147722656602e-15,7.06465729920195e-13,NA,"1859",NA,NA,NA,NA,"Q13627","ENSG00000157540","DYRK1A"
"ZDHHC9",1411.46181757976,-1.30219848915462,0.165701418082802,-7.85870455558744,3.88126484319588e-15,7.2560438385371e-13,NA,"51114",NA,NA,NA,NA,"Q9Y397","ENSG00000188706","ZDHHC9"
"C6orf15",61.4213511496225,-5.23875401653948,0.668420755411022,-7.83750949402835,4.59570211795602e-15,8.45816496827699e-13,NA,"29113",NA,NA,NA,NA,NA,NA,"C6orf15"
"LRRC6",45.9736951590958,2.37934424598002,0.303645465423118,7.83592879499946,4.65389569737829e-15,8.45816496827699e-13,NA,NA,NA,NA,NA,NA,NA,NA,"LRRC6"
"UPB1",92.2857001071541,4.75371617036685,0.606666339807589,7.83580010698227,4.65866516630022e-15,8.45816496827699e-13,NA,"51733",NA,NA,NA,NA,NA,"ENSG00000100024","UPB1"
"MYO5A",1980.92062196843,-1.76118144145158,0.225104045123334,-7.82385514434727,5.12297536873254e-15,9.21257342022931e-13,NA,"4644",NA,NA,NA,NA,NA,"ENSG00000197535","MYO5A"
"ACTA1",533.157622101739,-5.87570611045643,0.75248249350621,-7.80842898162114,5.79052074356675e-15,1.03147747811347e-12,NA,"58",NA,NA,NA,NA,"P68133","ENSG00000143632","ACTA1"
"PRSS23",2986.98202363325,-2.67435061889917,0.343212508517055,-7.79211291119441,6.58978040176558e-15,1.16288068734708e-12,NA,"11098",NA,NA,NA,NA,"O95084","ENSG00000150687","PRSS23"
"LPCAT1",2489.51903905091,-1.5291498169049,0.196312105424416,-7.78938116729462,6.73381795980495e-15,1.17729583997257e-12,NA,"79888",NA,NA,NA,NA,NA,NA,"LPCAT1"
"RGS20",243.292958183866,-3.24710099518084,0.416951992809616,-7.78770949936075,6.82348423052465e-15,1.18202779119969e-12,NA,"8601",NA,NA,NA,NA,NA,"ENSG00000147509","RGS20"
"TRAPPC10",2141.27686175325,0.743342946810514,0.0957398883373998,7.76419274890813,8.21668614699555e-15,1.41043152570518e-12,NA,"7109",NA,NA,NA,NA,"P48553","ENSG00000160218","TRAPPC10"
"PES1",3389.61971899602,-1.0729031928475,0.138302466117997,-7.75765771184526,8.65122625230715e-15,1.47164373059517e-12,NA,"23481",NA,NA,NA,NA,NA,"ENSG00000100029","PES1"
"IGFL2",326.505436594358,-4.97093163475871,0.641809712402868,-7.74517982307882,9.54466701993495e-15,1.59701473937254e-12,NA,"147920",NA,NA,NA,NA,"Q6UWQ7","ENSG00000204866","IGFL2"
"JPH2",133.410037699559,-4.04708866006368,0.522541400905001,-7.74501054472321,9.55739146007292e-15,1.59701473937254e-12,NA,"57158",NA,NA,NA,NA,NA,"ENSG00000149596","JPH2"
"ITGA5",3782.17631448573,-2.33701276306802,0.301828656246293,-7.74284586537407,9.72158679353958e-15,1.61020177048785e-12,NA,"3678",NA,NA,NA,NA,NA,"ENSG00000161638","ITGA5"
"CLCA4",2659.01015640165,4.82517196198691,0.62337991713553,7.74033912442814,9.91519891331203e-15,1.62208581746689e-12,NA,"22802",NA,NA,NA,NA,"Q14CN2","ENSG00000016602","CLCA4"
"SERPINE1",12186.1434507991,-3.86101928949723,0.498859023048434,-7.73970021811626,9.96514960418172e-15,1.62208581746689e-12,NA,"5054",NA,NA,NA,NA,NA,"ENSG00000106366","SERPINE1"
"RNPC3",335.932291320187,1.16125881494654,0.150212454298217,7.73077585591598,1.06893089022053e-14,1.72337810011034e-12,NA,"55599",NA,NA,NA,NA,"Q96LT9","ENSG00000185946","RNPC3"
"FAM102B",997.772105563627,1.49415421851011,0.193297442782971,7.72981885843004,1.07699722387999e-14,1.72337810011034e-12,NA,"284611",NA,NA,NA,NA,"Q5T8I3","ENSG00000162636","FAM102B"
"LIG1",2308.55333190006,1.3960413276704,0.180642279081509,7.72820922526382,1.09069979607566e-14,1.72957518500228e-12,"LIG1","3978",NA,NA,NA,NA,NA,"ENSG00000105486","LIG1"
"LOC100507421",705.91388062467,3.76457193776538,0.487183104789052,7.72722186126595,1.0991898220542e-14,1.72957518500228e-12,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100507421"
"CELF4",22.077839015524,2.64853746744896,0.342888757276404,7.72418870915023,1.12567972792107e-14,1.7566185638517e-12,NA,"56853",NA,NA,NA,NA,"Q9BZC1","ENSG00000101489","CELF4"
"PCGF1",478.497169997737,-0.886493298847342,0.11482231862553,-7.72056608383309,1.15814187395363e-14,1.79246187409774e-12,NA,"84759",NA,NA,NA,NA,"Q9BSM1","ENSG00000115289","PCGF1"
"CYB5R3",5626.86359971482,-0.947044418460137,0.122736599348006,-7.71607184402184,1.19969704483695e-14,1.84168126834238e-12,NA,"1727",NA,"00520",NA,NA,"P00387","ENSG00000100243","CYB5R3"
"ZNF622",909.251764517376,-0.853852814396812,0.110711364579688,-7.71242245670474,1.23451687872703e-14,1.8798506213003e-12,NA,"90441",NA,NA,NA,NA,"Q969S3","ENSG00000173545","ZNF622"
"FOXRED2",1982.00961959526,1.78382617614451,0.231830992722382,7.69451122646336,1.42036074929149e-14,2.14554013344975e-12,NA,"80020",NA,NA,NA,NA,"Q8IWF2","ENSG00000100350","FOXRED2"
"CKM",280.26075653909,-6.0559219159524,0.787517980497172,-7.68988399747927,1.47268489756968e-14,2.20692351078657e-12,NA,"1158",NA,NA,NA,NA,NA,"ENSG00000104879","CKM"
"SMTN",1991.63061995299,-2.20223494164827,0.286667295987525,-7.68219804795627,1.56381821990411e-14,2.32270664961301e-12,"SMTN","6525",NA,NA,NA,NA,NA,"ENSG00000183963","SMTN"
"INPP5A",737.429096599085,-1.18133447178456,0.153793116312415,-7.68132215608925,1.57454957711294e-14,2.32270664961301e-12,NA,"3632",NA,NA,NA,NA,"Q14642","ENSG00000068383","INPP5A"
"C14orf149",215.97429869557,-1.29542456855531,0.169093727723178,-7.66098533634577,1.84511927031081e-14,2.70073969472936e-12,NA,NA,NA,NA,NA,NA,NA,NA,"C14orf149"
"C1QTNF4",41.5474509096968,3.67756275823815,0.480921442949771,7.64690951537016,2.05867080189841e-14,2.99014016011121e-12,NA,"114900",NA,NA,NA,NA,"Q9BXJ3",NA,"C1QTNF4"
"RPL3L",46.7497453816695,-3.91916339855066,0.515189464166019,-7.60722738166811,2.80038387777241e-14,4.03640063970219e-12,NA,"6123",NA,"03010",NA,NA,"Q92901","ENSG00000140986","RPL3L"
"ADAMTS15",299.018384651706,-3.73572458594909,0.491623655472088,-7.59874864516398,2.9900790015755e-14,4.27717209907186e-12,"ADAMTS15","170689",NA,NA,NA,NA,"Q8TE58","ENSG00000166106","ADAMTS15"
"DDX25",29.2559378862257,5.35631042395326,0.708055039414315,7.56482211945537,3.88395725740646e-14,5.51405119807133e-12,NA,"29118",NA,NA,NA,NA,"Q9UHL0","ENSG00000109832","DDX25"
"GLI1",165.503253742212,-4.01035280674774,0.530623808372222,-7.55780789228093,4.09918857196664e-14,5.77618497133389e-12,NA,"2735",NA,NA,NA,NA,NA,"ENSG00000111087","GLI1"
"CYP4X1",981.498531052858,3.14863634829299,0.41721320395517,7.54682814072997,4.45986473923902e-14,6.23786414861565e-12,NA,"260293",NA,NA,NA,NA,"Q8N118","ENSG00000186377","CYP4X1"
"POLH",910.575051489479,1.24113327013011,0.164726244537548,7.53452052291038,4.90132420827935e-14,6.80491203681844e-12,NA,"5429",NA,NA,NA,NA,NA,"ENSG00000170734","POLH"
