"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Alias","ENTREZID","GO","Path","Evidance","PMID","UNIPROT","ENSEMBL","Symbol"
"KTI12",384.049511469948,-0.0279201546224536,0.12178765333491,-0.229252751472882,0.818672474388791,0.881108849829523,NA,"112970",NA,NA,NA,NA,"Q96EK9","ENSG00000198841","KTI12"
"FAM48B1",0.283515040467952,0.460612261292724,2.01024404855295,0.22913250837593,0.818765927471161,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM48B1"
"IFT27",465.643473870117,0.0386433916177209,0.16866899184874,0.229107859092297,0.818785085242677,0.881164594603351,NA,"11020",NA,NA,NA,NA,"Q9BW83","ENSG00000100360","IFT27"
"INSR",1088.86862265576,-0.0571438338915022,0.249530472267742,-0.229005433172858,0.818864693273178,0.881164594603351,NA,"3643",NA,NA,NA,NA,"P06213","ENSG00000171105","INSR"
"RNASE1",1001.29276865413,-0.0504113481961611,0.220143717804654,-0.228992899269985,0.818874435069627,0.881164594603351,NA,"6035",NA,NA,NA,NA,NA,"ENSG00000129538","RNASE1"
"LYST",1235.95742361098,0.0601677235961907,0.262803195311868,0.228945936234868,0.818910936664527,0.881164594603351,NA,"1130",NA,NA,NA,NA,"Q99698","ENSG00000143669","LYST"
"ZNF19",54.9237708596541,-0.0422466118692235,0.184683884548493,-0.228750938245132,0.81906250128802,0.881277460215419,NA,"7567",NA,NA,NA,NA,"P17023","ENSG00000157429","ZNF19"
"SMEK2",3027.27289840202,-0.0284497595739658,0.124524466471049,-0.228467227206151,0.819283031309981,0.881440133226461,NA,NA,NA,NA,NA,NA,NA,NA,"SMEK2"
"SYT17",122.516583097025,0.113269318397639,0.495862394680882,0.228428934342834,0.819312797641112,0.881440133226461,NA,"51760",NA,NA,NA,NA,NA,"ENSG00000103528","SYT17"
"NEBL",1360.77062707271,0.0934280135141413,0.409096851053552,0.22837627147101,0.819353734688637,0.881440133226461,NA,"10529",NA,NA,NA,NA,NA,"ENSG00000078114","NEBL"
"FLJ30838",1.73964199666919,0.199033251055995,0.87264068446849,0.228081562776577,0.819582833136977,0.881636361607269,NA,NA,NA,NA,NA,NA,NA,NA,"FLJ30838"
"LOC650293",0.339101209765628,-0.280174778809052,1.23137184465375,-0.227530603387992,0.820011175132354,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC650293"
"TNIK",175.323501240304,0.0822501897945008,0.362304308624704,0.227019629180564,0.820408478747486,0.882440230271832,NA,"23043",NA,NA,NA,NA,"Q9UKE5","ENSG00000154310","TNIK"
"ZBTB47",455.676752877006,0.0478648008041038,0.210857972560224,0.227000194599864,0.820423590849592,0.882440230271832,NA,"92999",NA,NA,NA,NA,"Q9UFB7","ENSG00000114853","ZBTB47"
"GRAMD1B",25.4466266023021,0.0990024290765711,0.43646554613782,0.226827592584616,0.820557807077837,0.882516569114001,NA,"57476",NA,NA,NA,NA,NA,"ENSG00000023171","GRAMD1B"
"NUBP2",1746.90411256448,-0.040482861638277,0.178504747095819,-0.226788711767684,0.820588041729399,0.882516569114001,NA,"10101",NA,NA,NA,NA,NA,"ENSG00000095906","NUBP2"
"LOC202781",313.723773866933,0.0541174396497774,0.238932683852911,0.22649659635135,0.820815206174564,0.882710600466347,NA,NA,NA,NA,NA,NA,NA,NA,"LOC202781"
"FAM187B",0.578552490338696,-0.187149676890303,0.827027557430752,-0.226291947842347,0.820974360666807,NA,NA,"148109","GO:0016021",NA,"IEA",NA,"Q17R55","ENSG00000177558","FAM187B"
"OR2T8",0.463378550124471,-0.618334704893391,2.73320729828446,-0.226230445558044,0.821022192237675,NA,NA,"343172",NA,"04740",NA,NA,"A6NH00","ENSG00000177462","OR2T8"
"FTSJ2",1091.37509368597,0.0276322188420633,0.12216600267965,0.226185831049264,0.821056890260335,0.882920223355296,NA,NA,NA,NA,NA,NA,NA,NA,"FTSJ2"
"RCCD1",790.293654095306,0.0484706231027942,0.214402889384758,0.226072620764969,0.821144938817278,0.882964620429832,"RCCD1","91433",NA,NA,NA,NA,NA,"ENSG00000166965","RCCD1"
"C1QTNF9B-AS1",9.81771119406228,-0.0809096726441846,0.358206044758043,-0.225874671374785,0.821298898073025,0.883079881180734,NA,NA,NA,NA,NA,NA,NA,NA,"C1QTNF9B-AS1"
"TMEM38B",344.522561862758,0.060074184955556,0.2662912338567,0.225595803832896,0.821515804783263,0.883262807534311,NA,"55151",NA,NA,NA,NA,NA,"ENSG00000095209","TMEM38B"
"TSPYL5",167.276073004239,0.118926988810084,0.528321622752813,0.225103390980698,0.821898843055746,0.883598448076354,"TSPYL5","85453",NA,NA,NA,NA,"Q86VY4","ENSG00000180543","TSPYL5"
"EDN3",2.90182996518267,-0.184246887576621,0.818605198895957,-0.225074172293448,0.821921573033211,0.883598448076354,NA,"1908",NA,NA,NA,NA,NA,"ENSG00000124205","EDN3"
"ODF3L2",2.11472418056796,-0.15467899328017,0.68743662706925,-0.225008367592535,0.821972764770544,0.883603173606457,NA,"284451",NA,NA,NA,NA,"Q3SX64","ENSG00000181781","ODF3L2"
"ARHGAP17",1267.74749692069,-0.0273999506186063,0.121867627179341,-0.224833708941297,0.822108641410392,0.883684843160321,NA,"55114",NA,NA,NA,NA,"Q68EM7",NA,"ARHGAP17"
"GPR146",74.20715230554,-0.0585165925702236,0.260316249848946,-0.224790394776274,0.822142338724571,0.883684843160321,NA,"115330",NA,NA,NA,NA,NA,"ENSG00000164849","GPR146"
"LOC340037",5.0272349887132,0.0915779017428117,0.407924256100371,0.224497318738209,0.82237035301486,0.883861685969245,NA,NA,NA,NA,NA,NA,NA,NA,"LOC340037"
"ABCD4",713.106629091953,0.0298546045243573,0.133007181902726,0.224458590109753,0.822400485160135,0.883861685969245,NA,"5826",NA,NA,NA,NA,NA,"ENSG00000119688","ABCD4"
"LPHN3",115.085156287782,0.143354395003333,0.639365479148988,0.224213536198641,0.822591151224171,0.884016284428844,NA,NA,NA,NA,NA,NA,NA,NA,"LPHN3"
"LOC729156",2.18523523496504,-0.125463455699239,0.559749827443583,-0.224142017644274,0.822646798756107,0.884025772813888,NA,NA,NA,NA,NA,NA,NA,NA,"LOC729156"
"COX11",933.92658231079,-0.0395336398924988,0.176501806328551,-0.223984335995455,0.822769491671685,0.884058437153181,NA,"1353",NA,NA,NA,NA,NA,"ENSG00000166260","COX11"
"PYGO1",8.79600812678207,0.125958121701635,0.562396329562806,0.223966827449873,0.822783115429917,0.884058437153181,"PYGO1","26108",NA,NA,NA,NA,"Q9Y3Y4","ENSG00000171016","PYGO1"
"RFPL4A",0.390908308912624,-0.220692691822561,0.985507261422753,-0.223938169165748,0.822805415143558,NA,NA,"342931",NA,NA,NA,NA,"A6NLU0","ENSG00000223638","RFPL4A"
"AP3M1",1759.80942507607,0.0360421766424526,0.160958307241757,0.223922438425733,0.822817655678954,0.884058437153181,"AP3M1","26985",NA,"04142",NA,NA,NA,"ENSG00000185009","AP3M1"
"ZNF705A",2.72980304992953,0.114598563737564,0.512496423331159,0.223608514168135,0.823061938067994,0.884270584045512,"ZNF705A","440077",NA,NA,NA,NA,"Q6ZN79","ENSG00000196946","ZNF705A"
"PHACTR2",849.972333021052,0.0531897174340416,0.238004657838104,0.223481833999326,0.823160519997938,0.884280772032811,NA,"9749",NA,NA,NA,NA,"O75167","ENSG00000112419","PHACTR2"
"C14orf101",729.618390067307,-0.0373344367279641,0.167062422928576,-0.223475968284775,0.823165084737884,0.884280772032811,NA,NA,NA,NA,NA,NA,NA,NA,"C14orf101"
"CLDND2",7.31530143286295,0.107885275091434,0.482938044552019,0.223393613960379,0.823229174078803,0.884299309645919,"CLDND2","125875",NA,NA,NA,NA,"Q8NHS1","ENSG00000160318","CLDND2"
"SPESP1",88.8724475821659,0.178167101861935,0.797946251009523,0.22328208402073,0.823315970190224,0.8843422350038,NA,"246777",NA,NA,NA,NA,"Q6UW49","ENSG00000258484","SPESP1"
"PRPF31",2217.70084261347,-0.0278721675248758,0.124988230270237,-0.222998337240342,0.823536800613049,0.88452911656289,NA,"26121",NA,"03040",NA,NA,"Q8WWY3",NA,"PRPF31"
"BLZF1",486.717799904735,0.0447799505847126,0.20088557013796,0.22291272864427,0.823603429602624,0.88455036447055,NA,"8548",NA,NA,NA,NA,NA,"ENSG00000117475","BLZF1"
"C19orf76",107.606263861251,-0.0958910847786941,0.430587231550952,-0.22269839361771,0.823770251677076,0.884679211248239,NA,NA,NA,NA,NA,NA,NA,NA,"C19orf76"
"SNAPC3",535.970492856213,0.0417425226404643,0.187556115666382,0.222560178814506,0.823877831785749,0.884707581366623,NA,"6619",NA,NA,NA,NA,"Q92966","ENSG00000164975","SNAPC3"
"STK36",537.952901347128,0.0545344933090147,0.245050320148844,0.222544060647994,0.823890377648062,0.884707581366623,NA,"27148",NA,NA,NA,NA,NA,"ENSG00000163482","STK36"
"THYN1",793.347509989104,-0.0367750622739589,0.166014340415673,-0.221517383268699,0.824689602886512,0.885495636043901,NA,"29087",NA,NA,NA,NA,NA,"ENSG00000151500","THYN1"
"ITPK1-AS1",0.886009480613474,-0.235462339589876,1.0631273439914,-0.221480842272251,0.824718051873109,0.885495636043901,NA,"319085",NA,NA,NA,NA,NA,NA,"ITPK1-AS1"
"PLBD1",1428.63851125027,-0.0795290805442095,0.359297793307054,-0.221345864142963,0.824823141068576,0.885530927896625,"PLBD1","79887",NA,NA,NA,NA,"Q6P4A8","ENSG00000121316","PLBD1"
"LOC100130954",1.22674716360248,-0.160449462509843,0.724971998828767,-0.221318151279025,0.824844717712416,0.885530927896625,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100130954"
"OTOP1",2.02383510961157,0.202312733713358,0.914505946837459,0.221226263659625,0.824916260396677,0.885557384092902,"OTOP1","133060",NA,NA,NA,NA,"Q7RTM1","ENSG00000163982","OTOP1"
"GAGE8",0.0753485176299378,-0.655267551186816,2.964423939839,-0.221043806312806,0.825058323979513,NA,NA,"100101629","GO:0005515",NA,"IPI",NA,"Q9UEU5","ENSG00000189064","GAGE8"
"LOC340357",0.0893922782759797,-0.655267551186816,2.964423939839,-0.221043806312806,0.825058323979513,NA,"LOC340357","340357",NA,NA,NA,"12477932",NA,NA,"LOC340357"
"LOC731779",0.0753485176299378,-0.655267551186816,2.964423939839,-0.221043806312806,0.825058323979513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC731779"
"SMEK3P",0.0753485176299378,-0.655267551186816,2.964423939839,-0.221043806312806,0.825058323979513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMEK3P"
"ESX1",0.147773045521449,-0.655266846840132,2.964423939839,-0.221043568712956,0.825058508981478,NA,NA,"80712",NA,NA,NA,NA,"Q8N693","ENSG00000123576","ESX1"
"GHRH",0.213808701522511,-0.655266142493449,2.964423939839,-0.221043331113105,0.825058693983453,NA,NA,"2691",NA,NA,NA,NA,"P01286","ENSG00000118702","GHRH"
"SKP1",6158.32945233798,-0.0323931917937714,0.146564507439976,-0.221016618276685,0.82507949341667,0.885682262347559,NA,"6500",NA,NA,NA,NA,"P63208","ENSG00000113558","SKP1"
"C18orf1",569.426611666864,0.0899836532426069,0.407379712395061,0.22088398244865,0.825182769556146,0.885742769300162,NA,NA,NA,NA,NA,NA,NA,NA,"C18orf1"
"MED12L",52.3062588529327,0.0690504647924,0.31278276407632,0.220761732176366,0.825277961720884,0.885794592611058,NA,"116931",NA,NA,NA,NA,NA,"ENSG00000144893","MED12L"
"TRIM53P",0.276887965406774,0.514491922790066,2.33122980337504,0.220695498163763,0.825329536986186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIM53P"
"ATP13A3",5266.32754662575,0.0454568265000497,0.206280215319488,0.220364451479973,0.825587328536073,0.886013974966165,NA,"79572",NA,NA,NA,NA,"Q9H7F0","ENSG00000133657","ATP13A3"
"KLHDC8B",787.313289765161,0.0632239014424673,0.286965254919518,0.220319012000944,0.825622714481421,0.886013974966165,NA,"200942",NA,NA,NA,NA,NA,"ENSG00000185909","KLHDC8B"
"ARMC5",697.911481225827,-0.0484509964824175,0.219913445583969,-0.220318481908909,0.825623127292113,0.886013974966165,NA,"79798",NA,NA,NA,NA,NA,"ENSG00000140691","ARMC5"
"NLRC5",2740.50960150657,0.0632696675542,0.287337142094943,0.220193139991955,0.825720739022473,0.886059285341069,NA,"84166",NA,NA,NA,NA,NA,"ENSG00000140853","NLRC5"
"SOD2",4412.76659300406,-0.0750556645230124,0.340939335983662,-0.220143751692557,0.825759201575405,0.886059285341069,NA,"6648",NA,NA,NA,NA,NA,"ENSG00000112096","SOD2"
"OTUD5",2274.19207761034,-0.0315752611447639,0.143475163057209,-0.220074753510986,0.825812936586019,0.88606659101132,NA,"55593",NA,"04622",NA,NA,NA,"ENSG00000068308","OTUD5"
"C1orf27",1057.73709622049,0.0272515985488761,0.123932834816337,0.219890060525621,0.825956777427993,0.886170570566246,NA,NA,NA,NA,NA,NA,NA,NA,"C1orf27"
"GPR45",0.96530835180535,0.167307180658394,0.761738077951483,0.219638725568672,0.826152529122233,0.88633023039125,NA,"11250",NA,NA,NA,NA,NA,"ENSG00000135973","GPR45"
"C12orf42",3.00291628631082,0.132274888817452,0.602550299542588,0.219525056941911,0.826241063238836,0.886374851205937,"C12orf42","374470",NA,NA,NA,NA,NA,"ENSG00000179088","C12orf42"
"TPRXL",316.513343279969,-0.0940924602099239,0.428831834013174,-0.219415754024999,0.826326199078918,0.886415821554831,NA,"348825",NA,NA,NA,NA,NA,"ENSG00000180438","TPRXL"
"CACNG7",0.277493897199168,0.449622450479547,2.0497635981122,0.219353320009021,0.826374829734939,NA,"CACNG7","59284",NA,NA,NA,NA,"P62955","ENSG00000105605","CACNG7"
"HMGXB3",1582.57469996206,-0.0378128958020196,0.172405740803226,-0.219325038863856,0.826396858500912,0.886441259002114,NA,"22993",NA,NA,NA,NA,NA,"ENSG00000113716","HMGXB3"
"EP300",2892.87470165831,-0.0278084062287569,0.126874334159064,-0.219180706744778,0.826509283886441,0.886510679569763,NA,"2033",NA,NA,NA,NA,NA,"ENSG00000100393","EP300"
"CAPNS1",10124.9318125297,0.0386139503341376,0.176221717214826,0.219121405377434,0.826555476847033,0.886510679569763,NA,"826",NA,NA,NA,NA,NA,"ENSG00000126247","CAPNS1"
"NUPL1",1821.76773755831,-0.0444625214000243,0.202982835902558,-0.219045719813317,0.826614433193938,0.886523556035894,NA,NA,NA,NA,NA,NA,NA,NA,"NUPL1"
"URGCP-MRPS24",2.19301809564688,0.127181428482542,0.581196976971905,0.218826720581326,0.826785031266009,0.886656157230918,"URGCP-MRPS24","100534592",NA,NA,NA,NA,"S4R325","ENSG00000270617","URGCP-MRPS24"
"NTSR2",0.271243804395977,0.510595668310252,2.33436562897679,0.218729946145608,0.826860420127083,NA,NA,"23620",NA,"04080",NA,NA,"O95665","ENSG00000169006","NTSR2"
"GJA3",205.539236621702,0.100242100247532,0.458950460862898,0.21841594855153,0.827105040350772,0.886948964783239,NA,"2700",NA,NA,NA,NA,"Q9Y6H8","ENSG00000121743","GJA3"
"PAK2",5518.37696294243,-0.0422185078217862,0.193391988430552,-0.218305360860111,0.827191197828044,0.886990981735994,NA,"5062",NA,NA,NA,NA,NA,"ENSG00000180370","PAK2"
"SKAP2",1054.05643047106,0.0487715347819755,0.223484090347899,0.218232692564614,0.827247813914175,0.887001318701162,NA,"8935",NA,NA,NA,NA,NA,"ENSG00000005020","SKAP2"
"MAP2K2",3691.18108698406,-0.0340804728168101,0.156285015966468,-0.218066156925257,0.82737756571449,0.887090068469763,NA,"5605",NA,NA,NA,NA,"P36507","ENSG00000126934","MAP2K2"
"GGCT",3227.86006770453,0.0447893906212994,0.205882715845081,0.217548085265214,0.827781237541406,0.887378445296938,NA,"79017",NA,"00480",NA,NA,NA,"ENSG00000006625","GGCT"
"OXGR1",55.6016896068644,0.117695108238697,0.541023544254382,0.217541564482003,0.827786318704876,0.887378445296938,NA,"27199",NA,NA,NA,NA,NA,"ENSG00000165621","OXGR1"
"BAP1",3297.33449741794,-0.0314936900049283,0.144771934037545,-0.217540023999132,0.827787519090153,0.887378445296938,NA,"8314",NA,NA,NA,NA,NA,"ENSG00000163930","BAP1"
"LIN28A",0.461622741794963,-0.248262251917671,1.14214729874044,-0.217364478462153,0.827924311481463,NA,NA,"79727",NA,NA,NA,NA,"Q9H9Z2","ENSG00000131914","LIN28A"
"KMO",61.1659646636123,0.0940804587085326,0.432826570361363,0.217362946618517,0.827925505180782,0.887475980063782,NA,"8564",NA,NA,NA,NA,NA,"ENSG00000117009","KMO"
"LOC338963",0.294537968247869,0.327309515048358,1.50660861760247,0.217249198779455,0.828014145049561,NA,"LOC338963","338963",NA,NA,NA,NA,NA,"ENSG00000228141","LOC338963"
"LRRC10B",11.485436445009,0.100606118624053,0.463147463365056,0.217222648469425,0.828034835129365,0.887519008019611,"LRRC10B","390205",NA,NA,NA,NA,"A6NIK2","ENSG00000204950","LRRC10B"
"C1orf130",13.5183127218576,0.128931205798451,0.59370069273887,0.217165328212207,0.828079503967421,0.887519008019611,NA,NA,NA,NA,NA,NA,NA,NA,"C1orf130"
"CSRNP1",1078.00607701806,-0.070850845568611,0.32630537916085,-0.217130486021456,0.828106656248782,0.887519008019611,NA,"64651",NA,NA,NA,NA,NA,"ENSG00000144655","CSRNP1"
"HEATR5A",864.117020312229,-0.052549275971479,0.242130906381846,-0.217028370135482,0.828186235644634,0.887553919146488,NA,"25938",NA,NA,NA,NA,NA,"ENSG00000129493","HEATR5A"
"DUSP16",1506.14113891682,-0.0467743016333614,0.216104434802865,-0.216443043734988,0.828642417297445,0.887992402009669,NA,"80824",NA,"04010",NA,NA,NA,NA,"DUSP16"
"MBD1",2208.45281846777,0.0321246907466496,0.148577060667752,0.216215683647739,0.828819628897059,0.888100175246528,NA,"4152",NA,NA,NA,NA,NA,"ENSG00000141644","MBD1"
"DCAF8L2",0.14504800496849,0.640813402215408,2.96406465922813,0.216194137405316,0.82883642316781,NA,NA,"347442",NA,NA,"IBA",NA,NA,"ENSG00000189186","DCAF8L2"
"MLKL",529.009880868501,-0.0591134971527763,0.27342887183418,-0.216193325731254,0.828837055830649,0.888100175246528,NA,"197259",NA,NA,NA,NA,"Q8NB16","ENSG00000168404","MLKL"
"C5orf64",0.513547449846676,0.215323881358782,0.996206557665623,0.216143810439617,0.82887565094766,NA,"C5orf64","285668","GO:0005576",NA,"IEA",NA,NA,"ENSG00000178722","C5orf64"
"LOC255512",32.3209024038423,0.0588629259801352,0.272390155765519,0.216097846174757,0.828911478556212,0.888129520405061,NA,NA,NA,NA,NA,NA,NA,NA,"LOC255512"
"FAM106CP",3.41597047517995,-0.137336231743444,0.636731758992122,-0.21568930684537,0.829229936942051,0.888401774850467,NA,NA,NA,NA,NA,NA,NA,NA,"FAM106CP"
"CYP3A7-CYP3AP1",0.27757457703659,0.327027548620741,1.5162265922742,0.2156851425025,0.829233183212057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP3A7-CYP3AP1"
"ACAD8",517.298003102085,0.0353639160997387,0.163986678303811,0.215651152066277,0.829259680210755,0.888401774850467,NA,"27034",NA,NA,NA,NA,"Q9UKU7","ENSG00000151498","ACAD8"
"FGFR1OP",479.589052516859,-0.035118471807472,0.162957857563995,-0.215506464876544,0.829372472235627,0.888472201336271,NA,NA,NA,NA,NA,NA,NA,NA,"FGFR1OP"
"BTF3",15888.630034953,-0.0424405576082343,0.197183028110983,-0.215234333374508,0.829584623992489,0.888555676532013,NA,"689",NA,NA,NA,NA,"P20290","ENSG00000145741","BTF3"
"ELN",663.592162746951,0.106680632300235,0.495870677435542,0.215138013104439,0.829659717558877,0.888555676532013,NA,"2006",NA,"04974",NA,NA,NA,"ENSG00000049540","ELN"
"DMXL2",632.291942391606,0.0540102874939692,0.2510578321004,0.215130860655126,0.829665293840028,0.888555676532013,NA,"23312",NA,NA,NA,NA,NA,"ENSG00000104093","DMXL2"
"PTCHD1",3.65403353813041,-0.135723952761863,0.630912483157284,-0.215123264137456,0.829671216340648,0.888555676532013,NA,"139411",NA,NA,NA,NA,NA,"ENSG00000165186","PTCHD1"
"OCLM",5.21596792620187,0.071796486029358,0.33377459771529,0.215104703955333,0.829685686523457,0.888555676532013,NA,NA,NA,NA,NA,NA,NA,NA,"OCLM"
"TBC1D2B",1668.25317244748,-0.0507292544787679,0.236149470330163,-0.214818413134033,0.82990889641805,0.888712796671453,NA,"23102",NA,NA,NA,NA,NA,"ENSG00000167202","TBC1D2B"
"CDCP2",1.84040877625181,-0.173273959463526,0.807180023820614,-0.214665817227947,0.830027875161318,0.888712796671453,"CDCP2","200008","GO:0005576",NA,"IEA",NA,"Q5VXM1","ENSG00000157211","CDCP2"
"ACAD11",57.9617318308832,-0.0593085076339468,0.276307231038066,-0.214646961685111,0.83004257706349,0.888712796671453,NA,"84129",NA,NA,NA,NA,"Q709F0","ENSG00000240303","ACAD11"
"BCS1L",758.496783575215,-0.0422730506934285,0.196953508892516,-0.214634666481104,0.830052163819619,0.888712796671453,NA,"617",NA,NA,NA,NA,NA,"ENSG00000074582","BCS1L"
"PHF20L1",2206.20401335914,0.0324963387147284,0.151417113376301,0.214614702328716,0.830067730224433,0.888712796671453,NA,"51105",NA,NA,NA,NA,NA,"ENSG00000129292","PHF20L1"
"RAD21L1",0.334599597493682,-0.327708137308359,1.52843874265048,-0.214407112410718,0.830229595728161,NA,NA,"642636",NA,NA,NA,NA,"Q9H4I0","ENSG00000244588","RAD21L1"
"FBXL6",1113.89613493015,-0.0472546853152901,0.220596239942604,-0.214213466773437,0.830380594857763,0.888933476196806,NA,"26233",NA,NA,NA,NA,"Q8N531",NA,"FBXL6"
"CYP4Z2P",1.72721851025061,0.205857993762271,0.96116963088326,0.214174467386261,0.83041100618216,0.888933476196806,"CYP4Z2P","163720",NA,NA,"IEA",NA,NA,"ENSG00000154198","CYP4Z2P"
"GRK7",6.3216679031072,-0.0946247716937791,0.441822418944492,-0.2141692400305,0.830415082440179,0.888933476196806,NA,"131890",NA,NA,NA,NA,"Q8WTQ7","ENSG00000114124","GRK7"
"TCEB3B",1.10578205341942,-0.198232452607844,0.925974169712338,-0.214079894549787,0.830484754170355,0.88895766033133,NA,NA,NA,NA,NA,NA,NA,NA,"TCEB3B"
"LOC339505",0.339706810701275,0.288980530378718,1.35120718114402,0.213868409235399,0.830649676022328,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC339505"
"PIGP",378.809500437786,0.0352232679788807,0.164896495664752,0.213608347690374,0.830852489131819,0.889256608473894,NA,"51227",NA,NA,NA,NA,NA,"ENSG00000185808","PIGP"
"LRTOMT",189.470719192394,0.0412559718017908,0.193145042582414,0.213600987372933,0.830858229355812,0.889256608473894,NA,"220074",NA,NA,NA,NA,"Q8WZ04",NA,"LRTOMT"
"DUSP1",10643.8611151042,0.0990179595483526,0.46387172729347,0.213459785803476,0.830968352526589,0.889324062370745,NA,"1843",NA,"04010",NA,NA,NA,"ENSG00000120129","DUSP1"
"CD68",2801.69068923452,0.0621567974141956,0.291498287793334,0.213232118393311,0.831145917436958,0.889463682444153,NA,"968",NA,"04142",NA,NA,"P34810","ENSG00000129226","CD68"
"TTK",1107.28058796329,0.0477934135993216,0.224239571603109,0.213135501720959,0.831221274397468,0.889480295038504,NA,"7272",NA,"04110",NA,NA,"P33981","ENSG00000112742","TTK"
"ZNF398",660.725590894825,-0.0276150691971132,0.129607742689044,-0.21306650840581,0.831275087245302,0.889480295038504,NA,"57541",NA,NA,NA,NA,NA,"ENSG00000197024","ZNF398"
"LY6G5B",167.553033314963,0.0651910176414194,0.306016540590613,0.21303102608637,0.831302762765834,0.889480295038504,NA,"58496",NA,NA,NA,NA,NA,NA,"LY6G5B"
"LOC100506085",0.364134728254051,0.270220504724444,1.26944092574054,0.212865757866447,0.831431671525773,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100506085"
"TADA2B",791.742987182246,-0.0273328415264522,0.128447337225763,-0.212794146743667,0.831487529414323,0.889610741742497,NA,"93624",NA,NA,NA,NA,"Q86TJ2","ENSG00000173011","TADA2B"
"ANGPT4",0.914757719344588,0.206781541892418,0.972039626492122,0.212729539266467,0.831537925071109,0.889610741742497,NA,"51378",NA,NA,NA,NA,"Q9Y264","ENSG00000101280","ANGPT4"
"UPF2",1670.50292349277,0.0371481385870637,0.174655712571271,0.212693521672844,0.831566020112015,0.889610741742497,NA,"26019",NA,NA,NA,NA,"Q9HAU5","ENSG00000151461","UPF2"
"CISD1",965.955352409925,-0.0416504094154504,0.195930610650942,-0.212577347036662,0.831656642045589,0.889647099787902,NA,"55847",NA,NA,NA,NA,NA,"ENSG00000122873","CISD1"
"FAM190B",1524.84702662821,-0.037293227540817,0.175473469927999,-0.212529150737826,0.831694238187483,0.889647099787902,NA,NA,NA,NA,NA,NA,NA,NA,"FAM190B"
"NPY5R",0.251013643053023,0.257541782236663,1.21180181135064,0.212527972663792,0.831695157164085,NA,NA,"4889",NA,"04080",NA,NA,"Q15761","ENSG00000164129","NPY5R"
"LOC399829",0.200856532309029,-0.494967585493027,2.33283846655361,-0.212173964288347,0.831971317810264,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC399829"
"AP5B1",863.386121408231,-0.0426837350710868,0.201598551218019,-0.211726397899192,0.832320492409734,0.890266557394245,NA,"91056",NA,NA,NA,NA,"Q2VPB7","ENSG00000254470","AP5B1"
"CLPP",1147.06583092866,-0.0340335648222159,0.16088521702841,-0.211539415807271,0.832466378665718,0.890366476506051,NA,"8192",NA,NA,NA,NA,"Q16740","ENSG00000125656","CLPP"
"CNNM4",742.086473563948,0.0387777180031223,0.183358500384352,0.21148579379651,0.8325082164344,0.890366476506051,NA,"26504",NA,NA,NA,NA,"Q6P4Q7","ENSG00000158158","CNNM4"
"A1BG-AS1",23.3361345647356,0.0946162907072179,0.447612041584973,0.211380128139954,0.83259066186475,0.890404218244801,NA,"503538",NA,NA,NA,NA,NA,"ENSG00000268895","A1BG-AS1"
"ZC3H12A",3058.86531706421,-0.0800373147814261,0.378752005394518,-0.211318524104069,0.832638729148029,0.890405192488706,NA,"80149",NA,NA,NA,NA,"Q5D1E8","ENSG00000163874","ZC3H12A"
"GLUD2",2.99581773566685,0.0834011323178512,0.395182901012206,0.211044385028378,0.832852637014994,0.890583502781579,NA,"2747",NA,NA,NA,NA,NA,NA,"GLUD2"
"PLIN1",8.61962255083557,-0.0914644544031273,0.434014838371297,-0.210740385619904,0.833089859059739,0.890786721715046,NA,"5346",NA,"03320",NA,NA,"O60240","ENSG00000166819","PLIN1"
"GRAMD1A",1316.50933327995,0.0589576048888034,0.2799602869098,0.21059274349079,0.833205075188471,0.890859469405929,NA,"57655",NA,NA,NA,NA,NA,"ENSG00000089351","GRAMD1A"
"PLA2G7",323.330910867563,-0.0980011215977975,0.466004775104861,-0.210300681094405,0.833433003737933,0.891044500009413,NA,"7941",NA,NA,NA,NA,"Q13093","ENSG00000146070","PLA2G7"
"NR5A2",37.7410913375871,-0.0695591544454667,0.330840118892907,-0.210250058784385,0.83347251134235,0.891044500009413,NA,"2494",NA,"04950",NA,NA,NA,"ENSG00000116833","NR5A2"
"HECTD2",282.318001608231,-0.0474950113668148,0.22601817749925,-0.210138015854819,0.833559955463834,0.89108753207655,"HECTD2","143279",NA,NA,NA,NA,NA,"ENSG00000165338","HECTD2"
"BACH1",1915.89321928554,-0.051188110454521,0.243867669217271,-0.209901175579431,0.833744804690214,0.891234680828839,NA,"571",NA,NA,NA,NA,"O14867","ENSG00000156273","BACH1"
"ARHGAP18",473.921082751169,-0.0560767499994926,0.267369461021038,-0.209735060187297,0.833874460005088,0.89132281651945,NA,"93663",NA,NA,NA,NA,"Q8N392","ENSG00000146376","ARHGAP18"
