Human Influenza
Q96B26 Influenza_target
Q96BN8 Influenza_target
Q96CN9 Influenza_target
Q96CT7 Influenza_target
Q96D05 Influenza_target
Q96D09 Influenza_target
Q96D09 Influenza_target
Q96D53 Influenza_target
Q96DH6 Influenza_target
Q96DV4 Influenza_target
Q96DV4 Influenza_target
Q96DV4 Influenza_target
Q96DZ9 Influenza_target
Q96DZ9 Influenza_target
Q96E29 Influenza_target
Q96EC8 Influenza_target
Q96EL3 Influenza_target
Q96EL3 Influenza_target
Q96ER3 Influenza_target
Q96EY1 Influenza_target
Q96EY1 Influenza_target
Q96EY1 Influenza_target
Q96EY7 Influenza_target
Q96EY7 Influenza_target
Q96EY7 Influenza_target
Q96EY7 Influenza_target
Q96EY7 Influenza_target
Q96EY7 Influenza_target
Q96FZ7 Influenza_target
Q96GC5 Influenza_target
Q96IK5 Influenza_target
Q96IP2 Influenza_target
Q96JJ7 Influenza_target
Q96JJ7 Influenza_target
Q96JJ7 Influenza_target
Q96KA5 Influenza_target
Q96KN7 Influenza_target
Q96KP1 Influenza_target
Q96L14 Influenza_target
Q96L21 Influenza_target
Q96MC5 Influenza_target
Q96MW5 Influenza_target
Q96PU8 Influenza_target
Q96Q05 Influenza_target
Q96QD9 Influenza_target
Q96RG2 Influenza_target
Q96RP9 Influenza_target
Q96RT1 Influenza_target
Q96RT1 Influenza_target
Q96SI9 Influenza_target
Q96SI9 Influenza_target
Q96SI9 Influenza_target
Q96SI9 Influenza_target
Q96T21 Influenza_target
Q96T76 Influenza_target
Q96T76 Influenza_target
Q96TA2 Influenza_target
Q96TA2 Influenza_target
Q96TA2 Influenza_target
Q99081 Influenza_target
Q99081 Influenza_target
Q99081 Influenza_target
Q99417 Influenza_target
Q99417 Influenza_target
Q99541 Influenza_target
Q99575 Influenza_target
Q99575 Influenza_target
Q99832 Influenza_target
Q99956 Influenza_target
Q99959 Influenza_target
Q9BPZ7 Influenza_target
Q9BQ70 Influenza_target
Q9BQ70 Influenza_target
Q9BQ70 Influenza_target
Q9BQB6 Influenza_target
Q9BQE5 Influenza_target
Q9BRJ2 Influenza_target
Q9BRQ8 Influenza_target
Q9BRT8 Influenza_target
Q9BRT8 Influenza_target
Q9BSD7 Influenza_target
Q9BSD7 Influenza_target
Q9BSD7 Influenza_target
Q9BSD7 Influenza_target
Q9BSF4 Influenza_target
Q9BSJ8 Influenza_target
Q9BSJ8 Influenza_target
Q9BT22 Influenza_target
Q9BT25 Influenza_target
Q9BU76 Influenza_target
Q9BV38 Influenza_target
Q9BVV7 Influenza_target
Q9BVV7 Influenza_target
Q9BW72 Influenza_target
Q9BX40 Influenza_target
Q9BXR0 Influenza_target
Q9BXW9 Influenza_target
Q9BXW9 Influenza_target
Q9BXW9 Influenza_target
Q9BY89 Influenza_target
Q9BYD1 Influenza_target
Q9BYD1 Influenza_target
Q9BYD2 Influenza_target
Q9BYD3 Influenza_target
Q9BYD6 Influenza_target
Q9BYD6 Influenza_target
Q9BYG3 Influenza_target
Q9BYN8 Influenza_target
Q9BYN8 Influenza_target
Q9BYN8 Influenza_target
Q9BYN8 Influenza_target
Q9BYN8 Influenza_target
Q9BZE1 Influenza_target
Q9BZH6 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C005 Influenza_target
Q9C037 Influenza_target
Q9C099 Influenza_target
Q9C0C2 Influenza_target
Q9GZV4 Influenza_target
Q9H078 Influenza_target
Q9H190 Influenza_target
Q9H1D9 Influenza_target
Q9H1D9 Influenza_target
Q9H1Y0 Influenza_target
Q9H257 Influenza_target
Q9H2G9 Influenza_target
Q9H2G9 Influenza_target
Q9H2W6 Influenza_target
Q9H3G5 Influenza_target
Q9H3N1 Influenza_target
Q9H3Q1 Influenza_target
Q9H3R5 Influenza_target
Q9H4B6 Influenza_target
Q9H4I3 Influenza_target
Q9H582 Influenza_target
Q9H5Q4 Influenza_target
Q9H5Q4 Influenza_target
Q9H5Q4 Influenza_target
Q9H6X2 Influenza_target
Q9H7E9 Influenza_target
Q9H7E9 Influenza_target
Q9H814 Influenza_target
Q9H845 Influenza_target
Q9H845 Influenza_target
Q9H892 Influenza_target
Q9H898 Influenza_target
Q9H898 Influenza_target
Q9H898 Influenza_target
Q9H900 Influenza_target
Q9H936 Influenza_target
Q9H936 Influenza_target
Q9H936 Influenza_target
Q9H936 Influenza_target
Q9H9B1 Influenza_target
Q9H9B4 Influenza_target
Q9H9J2 Influenza_target
Q9H9J2 Influenza_target
Q9H9J2 Influenza_target
Q9HBH0 Influenza_target
Q9HBH0 Influenza_target
Q9HBH0 Influenza_target
Q9HBH0 Influenza_target
Q9HC21 Influenza_target
Q9HCD5 Influenza_target
Q9HCD5 Influenza_target
Q9HD26 Influenza_target
Q9HD33 Influenza_target
Q9HD33 Influenza_target
Q9HD33 Influenza_target
Q9HD33 Influenza_target
Q9HD33 Influenza_target
Q9HD45 Influenza_target
Q9NNW5 Influenza_target
Q9NNW5 Influenza_target
Q9NP92 Influenza_target
Q9NPE3 Influenza_target
Q9NPE3 Influenza_target
Q9NPL8 Influenza_target
Q9NQ39 Influenza_target
Q9NQ92 Influenza_target
Q9NQ92 Influenza_target
Q9NQ92 Influenza_target
Q9NQG5 Influenza_target
Q9NR50 Influenza_target
Q9NR56 Influenza_target
Q9NRX2 Influenza_target
Q9NRY5 Influenza_target
Q9NS73 Influenza_target
Q9NU22 Influenza_target
Q9NU22 Influenza_target
Q9NUD5 Influenza_target
Q9NUQ2 Influenza_target
Q9NVI1 Influenza_target
Q9NVI1 Influenza_target
Q9NVI1 Influenza_target
Q9NVI1 Influenza_target
Q9NVI1 Influenza_target
Q9NVJ2 Influenza_target
Q9NVJ2 Influenza_target
Q9NW13 Influenza_target
Q9NWB1 Influenza_target
Q9NWB1 Influenza_target
Q9NWU5 Influenza_target
Q9NX20 Influenza_target
Q9NX24 Influenza_target
Q9NX63 Influenza_target
Q9NX74 Influenza_target
Q9NXH8 Influenza_target
Q9NXH8 Influenza_target
Q9NXS2 Influenza_target
Q9NXS2 Influenza_target
Q9NXS2 Influenza_target
Q9NXS2 Influenza_target
Q9NXS2 Influenza_target
Q9NXV2 Influenza_target
Q9NXV2 Influenza_target
Q9NXW2 Influenza_target
Q9NY12 Influenza_target
Q9NY93 Influenza_target
Q9NYF8 Influenza_target
Q9NYI0 Influenza_target
Q9NYK5 Influenza_target
Q9NYL9 Influenza_target
Q9NZ01 Influenza_target
Q9NZ01 Influenza_target
Q9NZ01 Influenza_target
Q9NZ01 Influenza_target
Q9NZ01 Influenza_target
Q9NZ08 Influenza_target
Q9NZ45 Influenza_target
Q9NZB2 Influenza_target
Q9NZB2 Influenza_target
Q9NZB2 Influenza_target
Q9NZF1 Influenza_target
Q9NZL4 Influenza_target
Q9NZL4 Influenza_target
Q9NZM1 Influenza_target
Q9P015 Influenza_target
Q9P015 Influenza_target
Q9P015 Influenza_target
Q9P015 Influenza_target
Q9P032 Influenza_target
Q9P032 Influenza_target
Q9P0M9 Influenza_target
Q9P2E3 Influenza_target
Q9P2E9 Influenza_target
Q9P2E9 Influenza_target
Q9P2F8 Influenza_target
Q9P2F8 Influenza_target
Q9P2N5 Influenza_target
Q9P2R3 Influenza_target
Q9P2Y5 Influenza_target
Q9UBB6 Influenza_target
Q9UBF2 Influenza_target
Q9UBF2 Influenza_target
Q9UBF2 Influenza_target
Q9UBM7 Influenza_target
Q9UBM7 Influenza_target
Q9UBW7 Influenza_target
Q9UBW7 Influenza_target
Q9UBX3 Influenza_target
Q9UDY4 Influenza_target
Q9UG63 Influenza_target
Q9UG63 Influenza_target
Q9UG63 Influenza_target
Q9UG63 Influenza_target
Q9UHQ4 Influenza_target
Q9UI10 Influenza_target
Q9UI12 Influenza_target
Q9UI12 Influenza_target
Q9UIA0 Influenza_target
Q9UIA9 Influenza_target
Q9UJ41 Influenza_target
Q9UJ41 Influenza_target
Q9UJC3 Influenza_target
Q9UJC3 Influenza_target
Q9UJC3 Influenza_target
Q9UJS0 Influenza_target
Q9UJV9 Influenza_target
Q9UJV9 Influenza_target
Q9UJV9 Influenza_target
Q9UK22 Influenza_target
Q9UK61 Influenza_target
Q9UKD2 Influenza_target
Q9UKM7 Influenza_target
Q9UKM9 Influenza_target
Q9UKM9 Influenza_target
Q9UKM9 Influenza_target
Q9UKT9 Influenza_target
Q9UL15 Influenza_target
Q9UL15 Influenza_target
Q9UL15 Influenza_target
Q9UL15 Influenza_target
Q9UL40 Influenza_target
Q9UL40 Influenza_target
Q9ULD2 Influenza_target
Q9UM00 Influenza_target
Q9UNK9 Influenza_target
Q9UNM6 Influenza_target
Q9UNM6 Influenza_target
Q9UNM6 Influenza_target
Q9UNM6 Influenza_target
Q9UNM6 Influenza_target
Q9UPN3 Influenza_target
Q9UPT5 Influenza_target
Q9UPT8 Influenza_target
Q9UPT8 Influenza_target
Q9UPY5 Influenza_target
Q9UQ80 Influenza_target
Q9Y244 Influenza_target
Q9Y285 Influenza_target
Q9Y285 Influenza_target
Q9Y291 Influenza_target
Q9Y296 Influenza_target
Q9Y2G8 Influenza_target
Q9Y2I1 Influenza_target
Q9Y2R5 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2V7 Influenza_target
Q9Y2X9 Influenza_target
Q9Y2X9 Influenza_target
Q9Y305 Influenza_target
Q9Y305 Influenza_target
Q9Y305 Influenza_target
Q9Y312 Influenza_target
Q9Y399 Influenza_target
Q9Y399 Influenza_target
Q9Y399 Influenza_target
Q9Y399 Influenza_target
Q9Y3D3 Influenza_target
Q9Y3D5 Influenza_target
Q9Y3D5 Influenza_target
Q9Y3D9 Influenza_target
Q9Y3E5 Influenza_target
Q9Y3L5 Influenza_target
Q9Y3L5 Influenza_target
Q9Y3T9 Influenza_target
Q9Y446 Influenza_target
Q9Y446 Influenza_target
Q9Y446 Influenza_target
Q9Y448 Influenza_target
Q9Y4F1 Influenza_target
Q9Y4R8 Influenza_target
Q9Y4R8 Influenza_target
Q9Y4R8 Influenza_target
Q9Y4W2 Influenza_target
Q9Y4W2 Influenza_target
Q9Y4W6 Influenza_target
Q9Y4W6 Influenza_target
Q9Y4W6 Influenza_target
Q9Y5M8 Influenza_target
Q9Y5M8 Influenza_target
Q9Y5P4 Influenza_target
Q9Y5Z9 Influenza_target
Q9Y605 Influenza_target
Q9Y679 Influenza_target
Q9Y692 Influenza_target
Q9Y692 Influenza_target
Q9Y6M1 Influenza_target
Q9Y6M1 Influenza_target
Q9Y6M1 Influenza_target
Q9Y6M1 Influenza_target
Q9Y6M1 Influenza_target
Q9Y6M5 Influenza_target
Q9Y6N1 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N5 Influenza_target
Q9Y6N6 Influenza_target
Q9Y6X0 Influenza_target
Q9Y6X2 Influenza_target
Q9Y6X2 Influenza_target
P52292 Influenza_target
Q12959 Influenza_target
O60684 Influenza_target
P52294 Influenza_target
Q9Y676 Influenza_target
O00459 Influenza_target
Q9Y383 Influenza_target
O00629 Influenza_target
Q8IWZ3 Influenza_target
Q15365 Influenza_target
Q15365 Influenza_target
Q92499 Influenza_target
P51617 Influenza_target
O00410 Influenza_target
Q14318 Influenza_target
Q92621 Influenza_target
Q9HCE1 Influenza_target
O95639 Influenza_target
Q96KR1 Influenza_target
Q659C4 Influenza_target
Q4G0J3 Influenza_target
Q96RS0 Influenza_target
O75190 Influenza_target
Q9NTJ3 Influenza_target
O14828 Influenza_target
O00165 Influenza_target
Q86X55 Influenza_target
P49755 Influenza_target
P33240 Influenza_target
Q12996 Influenza_target
Q9H2U1 Influenza_target
Q9Y678 Influenza_target
Q14690 Influenza_target
Q96CS3 Influenza_target
Q6PKG0 Influenza_target
P42285 Influenza_target
O94906 Influenza_target
Q9UBB4 Influenza_target
O76021 Influenza_target
Q9BVP2 Influenza_target
Q9BVP2 Influenza_target
Q9Y2Q9 Influenza_target
Q02539 Influenza_target
P01889 Influenza_target
O60812 Influenza_target
O60812 Influenza_target
P52292 Influenza_target
P33991 Influenza_target
Q09161 Influenza_target
P46087 Influenza_target
P13674 Influenza_target
P07237 Influenza_target
Q5SSJ5 Influenza_target
O95071 Influenza_target
Q9Y3I0 Influenza_target
Q9P035 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
O95232 Influenza_target
Q9P2I0 Influenza_target
Q9H0A0 Influenza_target
Q5H9R7 Influenza_target
Q7L2J0 Influenza_target
P82650 Influenza_target
Q8NI60 Influenza_target
Q96A33 Influenza_target
P35251 Influenza_target
P40938 Influenza_target
P52815 Influenza_target
Q96T37 Influenza_target
P82933 Influenza_target
Q9Y3B7 Influenza_target
P08195 Influenza_target
P08621 Influenza_target
P09012 Influenza_target
O95793 Influenza_target
P11388 Influenza_target
Q99615 Influenza_target
P51398 Influenza_target
Q8TCU4 Influenza_target
Q96I59 Influenza_target
Q15773 Influenza_target
O15294 Influenza_target
O00257 Influenza_target
O15371 Influenza_target
Q9NVP1 Influenza_target
Q92522 Influenza_target
Q05519 Influenza_target
Q9Y5V3 Influenza_target
Q15020 Influenza_target
Q5SW79 Influenza_target
O15027 Influenza_target
Q9Y4E8 Influenza_target
A0FGR8 Influenza_target
O14735 Influenza_target
O15269 Influenza_target
O43823 Influenza_target
O60783 Influenza_target
O60832 Influenza_target
O75127 Influenza_target
O75419 Influenza_target
O75616 Influenza_target
O95163 Influenza_target
O95400 Influenza_target
O95900 Influenza_target
P00403 Influenza_target
P0CB38 Influenza_target
P10398 Influenza_target
P10644 Influenza_target
P13760 Influenza_target
P19367 Influenza_target
P22695 Influenza_target
P27986 Influenza_target
P27986 Influenza_target
P37108 Influenza_target
P38159 Influenza_target
P40937 Influenza_target
P42694 Influenza_target
P43307 Influenza_target
P46977 Influenza_target
P49406 Influenza_target
P51570 Influenza_target
P51648 Influenza_target
P51659 Influenza_target
P53007 Influenza_target
P53814 Influenza_target
P56134 Influenza_target
P57740 Influenza_target
P61962 Influenza_target
P82663 Influenza_target
P82673 Influenza_target
P82675 Influenza_target
P82912 Influenza_target
P82914 Influenza_target
P82930 Influenza_target
P82932 Influenza_target
Q00577 Influenza_target
Q00587 Influenza_target
Q02880 Influenza_target
Q03701 Influenza_target
Q05048 Influenza_target
Q10570 Influenza_target
Q12769 Influenza_target
Q12789 Influenza_target
Q13405 Influenza_target
Q13895 Influenza_target
Q14677 Influenza_target
Q14683 Influenza_target
Q147U1 Influenza_target
Q15120 Influenza_target
Q16540 Influenza_target
Q1KMD3 Influenza_target
Q2NL82 Influenza_target
Q3KQU3 Influenza_target
Q4VXU2 Influenza_target
Q53H12 Influenza_target
Q5C9Z4 Influenza_target
Q5JNZ5 Influenza_target
Q5SRD1 Influenza_target
Q5SRE5 Influenza_target
Q5T160 Influenza_target
Q5T3I0 Influenza_target
Q5T5X7 Influenza_target
Q5VTE6 Influenza_target
Q5XKP0 Influenza_target
Q68CQ7 Influenza_target
Q6NXE6 Influenza_target
Q6P1J9 Influenza_target
Q6P1L8 Influenza_target
Q6P3X3 Influenza_target
Q6R327 Influenza_target
Q6UN15 Influenza_target
Q7Z2W9 Influenza_target
Q7Z4H7 Influenza_target
Q86UA1 Influenza_target
Q86YV9 Influenza_target
Q8IX01 Influenza_target
Q8IXM3 Influenza_target
Q8IYB3 Influenza_target
Q8NC60 Influenza_target
Q8NEC5 Influenza_target
Q8TAE8 Influenza_target
Q8WUM0 Influenza_target
Q8WV44 Influenza_target
Q8WVX9 Influenza_target
Q8WWF6 Influenza_target
Q92569 Influenza_target
Q92615 Influenza_target
Q92665 Influenza_target
Q92900 Influenza_target
Q96DV4 Influenza_target
Q96EY7 Influenza_target
Q96GC5 Influenza_target
Q96NB2 Influenza_target
Q96TA2 Influenza_target
Q99417 Influenza_target
Q99575 Influenza_target
Q99959 Influenza_target
Q9BRJ2 Influenza_target
Q9BX40 Influenza_target
Q9BXW9 Influenza_target
Q9BYD1 Influenza_target
Q9BYD2 Influenza_target
Q9BYD3 Influenza_target
Q9BYD6 Influenza_target
Q9BYN8 Influenza_target
Q9BZE1 Influenza_target
Q9C0J8 Influenza_target
Q9H3G5 Influenza_target
Q9H814 Influenza_target
Q9H936 Influenza_target
Q9H9J2 Influenza_target
Q9HD33 Influenza_target
Q9NNW5 Influenza_target
Q9NP92 Influenza_target
Q9NQ39 Influenza_target
Q9NRX2 Influenza_target
Q9NUD5 Influenza_target
Q9NVE7 Influenza_target
Q9NVI1 Influenza_target
Q9NWB1 Influenza_target
Q9NWU5 Influenza_target
Q9NX07 Influenza_target
Q9NXS2 Influenza_target
Q9NYK5 Influenza_target
Q9NZ01 Influenza_target
Q9NZB2 Influenza_target
Q9NZB2 Influenza_target
Q9P015 Influenza_target
Q9P1Y5 Influenza_target
Q9UBX3 Influenza_target
Q9UH99 Influenza_target
Q9UI12 Influenza_target
Q9UJ14 Influenza_target
Q9UKA4 Influenza_target
Q9UKF6 Influenza_target
Q9UM00 Influenza_target
Q9Y2R5 Influenza_target
Q9Y2R9 Influenza_target
Q9Y2X9 Influenza_target
Q9Y312 Influenza_target
Q9Y399 Influenza_target
Q9Y3D3 Influenza_target
Q9Y3D9 Influenza_target
Q9Y4R8 Influenza_target
Q9Y4W2 Influenza_target
Q9Y4W6 Influenza_target
Q9Y679 Influenza_target
P51587 Influenza_target
O60684 Influenza_target
Q14671 Influenza_target
P62993 Influenza_target
P52294 Influenza_target
O00459 Influenza_target
O00459 Influenza_target
Q9Y383 Influenza_target
O00629 Influenza_target
O00629 Influenza_target
Q96KQ7 Influenza_target
O15226 Influenza_target
O15226 Influenza_target
Q9BUQ8 Influenza_target
Q15365 Influenza_target
Q15365 Influenza_target
Q92499 Influenza_target
Q92499 Influenza_target
Q92499 Influenza_target
P51617 Influenza_target
P51617 Influenza_target
P51617 Influenza_target
O00410 Influenza_target
O00410 Influenza_target
O00410 Influenza_target
O00410 Influenza_target
Q14318 Influenza_target
Q14318 Influenza_target
P42336 Influenza_target
Q92621 Influenza_target
Q92621 Influenza_target
Q92621 Influenza_target
Q9HCE1 Influenza_target
Q9HCE1 Influenza_target
O95639 Influenza_target
Q8TCN5 Influenza_target
Q8TCN5 Influenza_target
Q96KR1 Influenza_target
Q9NY74 Influenza_target
Q9NY74 Influenza_target
Q659C4 Influenza_target
Q4G0J3 Influenza_target
Q9Y3Z3 Influenza_target
O75190 Influenza_target
Q9NTJ3 Influenza_target
Q9NTJ3 Influenza_target
O14828 Influenza_target
Q9UNE7 Influenza_target
Q9UNE7 Influenza_target
O75947 Influenza_target
Q86X55 Influenza_target
O00264 Influenza_target
P31948 Influenza_target
Q6P1M0 Influenza_target
Q9UHI6 Influenza_target
Q9H2U1 Influenza_target
Q05193 Influenza_target
Q14232 Influenza_target
Q9UPN7 Influenza_target
Q9UPN7 Influenza_target
Q13049 Influenza_target
Q14690 Influenza_target
Q7Z3U7 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q9UPY3 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
O94906 Influenza_target
O94906 Influenza_target
Q9UBB4 Influenza_target
Q9UBB4 Influenza_target
Q9UBB4 Influenza_target
Q6UB35 Influenza_target
Q6UB35 Influenza_target
Q5JTV8 Influenza_target
O76021 Influenza_target
Q9BVP2 Influenza_target
Q9BVP2 Influenza_target
Q9BVP2 Influenza_target
Q9BVP2 Influenza_target
O60518 Influenza_target
Q9NUL3 Influenza_target
Q02539 Influenza_target
P55084 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
O60812 Influenza_target
O60812 Influenza_target
P52292 Influenza_target
P49916 Influenza_target
P27816 Influenza_target
P33991 Influenza_target
P46013 Influenza_target
P46013 Influenza_target
P46013 Influenza_target
Q09161 Influenza_target
Q09161 Influenza_target
P46087 Influenza_target
P13674 Influenza_target
P13674 Influenza_target
P13674 Influenza_target
P07237 Influenza_target
Q5SSJ5 Influenza_target
Q9BRK5 Influenza_target
Q9BRK5 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
Q9Y3I0 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
O95232 Influenza_target
Q9P2I0 Influenza_target
Q07864 Influenza_target
P30876 Influenza_target
P30876 Influenza_target
Q9H0A0 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q8NCD3 Influenza_target
Q9C0C7 Influenza_target
Q9C0C7 Influenza_target
P17612 Influenza_target
Q7L2J0 Influenza_target
Q9NQ55 Influenza_target
P82650 Influenza_target
Q8NI60 Influenza_target
Q8NI60 Influenza_target
Q96A33 Influenza_target
Q6FI81 Influenza_target
P28288 Influenza_target
P47897 Influenza_target
P04049 Influenza_target
P43487 Influenza_target
Q15293 Influenza_target
P40938 Influenza_target
P84103 Influenza_target
Q8TC07 Influenza_target
Q8TC07 Influenza_target
P08195 Influenza_target
P08195 Influenza_target
P08195 Influenza_target
Q14527 Influenza_target
P08621 Influenza_target
P18583 Influenza_target
Q96SB4 Influenza_target
O95793 Influenza_target
P42167 Influenza_target
P42167 Influenza_target
P11388 Influenza_target
Q99615 Influenza_target
Q99615 Influenza_target
P51398 Influenza_target
Q8TCU4 Influenza_target
Q8TCU4 Influenza_target
Q8TCU4 Influenza_target
P48634 Influenza_target
Q96I59 Influenza_target
Q15773 Influenza_target
O43852 Influenza_target
Q8TCT9 Influenza_target
O15294 Influenza_target
O15294 Influenza_target
O15294 Influenza_target
O15294 Influenza_target
O15371 Influenza_target
O15371 Influenza_target
O15371 Influenza_target
Q13501 Influenza_target
Q9NVP1 Influenza_target
Q92522 Influenza_target
Q9UQE7 Influenza_target
Q14978 Influenza_target
Q05519 Influenza_target
Q9Y5V3 Influenza_target
Q9Y5V3 Influenza_target
Q15020 Influenza_target
Q5SW79 Influenza_target
Q5SW79 Influenza_target
O15027 Influenza_target
O15027 Influenza_target
Q9Y4E8 Influenza_target
O14979 Influenza_target
A0FGR8 Influenza_target
A0FGR8 Influenza_target
A0FGR8 Influenza_target
A0FGR8 Influenza_target
A6NEC2 Influenza_target
A6NKF1 Influenza_target
O00329 Influenza_target
O00562 Influenza_target
O00754 Influenza_target
O14545 Influenza_target
O14579 Influenza_target
O14735 Influenza_target
O14735 Influenza_target
O14795 Influenza_target
O15269 Influenza_target
O15269 Influenza_target
O15269 Influenza_target
O15381 Influenza_target
O43167 Influenza_target
O43264 Influenza_target
O43303 Influenza_target
O43617 Influenza_target
O43823 Influenza_target
O43823 Influenza_target
O60293 Influenza_target
O60318 Influenza_target
O60716 Influenza_target
O60832 Influenza_target
O75127 Influenza_target
O75146 Influenza_target
O75147 Influenza_target
O75152 Influenza_target
O75306 Influenza_target
O75400 Influenza_target
O75419 Influenza_target
O75419 Influenza_target
O75419 Influenza_target
O75616 Influenza_target
O75717 Influenza_target
O75844 Influenza_target
O94927 Influenza_target
O95163 Influenza_target
O95163 Influenza_target
O95400 Influenza_target
O95429 Influenza_target
P08237 Influenza_target
P08240 Influenza_target
P0CB38 Influenza_target
P10301 Influenza_target
P10398 Influenza_target
P10644 Influenza_target
P10644 Influenza_target
P11387 Influenza_target
P19367 Influenza_target
P19367 Influenza_target
P23381 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P27482 Influenza_target
P27986 Influenza_target
P31327 Influenza_target
P35568 Influenza_target
P35609 Influenza_target
P38159 Influenza_target
P38606 Influenza_target
P40937 Influenza_target
P42338 Influenza_target
P43307 Influenza_target
P43307 Influenza_target
P46977 Influenza_target
P46977 Influenza_target
P49770 Influenza_target
P50897 Influenza_target
P51114 Influenza_target
P51570 Influenza_target
P51648 Influenza_target
P51648 Influenza_target
P51648 Influenza_target
P53007 Influenza_target
P53007 Influenza_target
P53814 Influenza_target
P53814 Influenza_target
P56134 Influenza_target
P56182 Influenza_target
P57740 Influenza_target
P57740 Influenza_target
P57740 Influenza_target
P61962 Influenza_target
P61962 Influenza_target
Q00587 Influenza_target
Q00587 Influenza_target
Q00587 Influenza_target
Q00587 Influenza_target
Q01780 Influenza_target
Q01831 Influenza_target
Q02880 Influenza_target
Q06265 Influenza_target
Q10570 Influenza_target
Q10570 Influenza_target
Q12768 Influenza_target
Q12769 Influenza_target
Q12797 Influenza_target
Q12955 Influenza_target
Q13043 Influenza_target
Q13144 Influenza_target
Q13188 Influenza_target
Q13188 Influenza_target
Q13206 Influenza_target
Q13393 Influenza_target
Q13573 Influenza_target
Q13823 Influenza_target
Q14137 Influenza_target
Q14677 Influenza_target
Q14683 Influenza_target
Q14684 Influenza_target
Q14684 Influenza_target
Q15386 Influenza_target
Q16555 Influenza_target
Q1KMD3 Influenza_target
Q2KHR3 Influenza_target
Q2M1P5 Influenza_target
Q2NL82 Influenza_target
Q3KQU3 Influenza_target
Q3KQU3 Influenza_target
Q3KQU3 Influenza_target
Q3KQU3 Influenza_target
Q53H12 Influenza_target
Q53H12 Influenza_target
Q5C9Z4 Influenza_target
Q5C9Z4 Influenza_target
Q5JTW2 Influenza_target
Q5JTW2 Influenza_target
Q5JVF3 Influenza_target
Q5SRD1 Influenza_target
Q5SRD1 Influenza_target
Q5T160 Influenza_target
Q5THK1 Influenza_target
Q5THK1 Influenza_target
Q5VYK3 Influenza_target
Q68CZ6 Influenza_target
Q6DN90 Influenza_target
Q6DN90 Influenza_target
Q6NW34 Influenza_target
Q6NW34 Influenza_target
Q6NXE6 Influenza_target
Q6NZY4 Influenza_target
Q6P1J9 Influenza_target
Q6P1J9 Influenza_target
Q6P3X3 Influenza_target
Q6P3X3 Influenza_target
Q6P3X3 Influenza_target
Q6PGQ7 Influenza_target
Q6PI48 Influenza_target
Q6R327 Influenza_target
Q6R327 Influenza_target
Q6UN15 Influenza_target
Q6UN15 Influenza_target
Q6ZRV2 Influenza_target
Q70EL1 Influenza_target
Q7L1Q6 Influenza_target
Q7L5N7 Influenza_target
Q7Z4H7 Influenza_target
Q7Z4H7 Influenza_target
Q7Z4Q2 Influenza_target
Q7Z736 Influenza_target
Q86UA1 Influenza_target
Q86UA1 Influenza_target
Q86UA1 Influenza_target
Q86VI3 Influenza_target
Q86VS8 Influenza_target
Q86YA3 Influenza_target
Q8IWA0 Influenza_target
Q8IWC1 Influenza_target
Q8IWY8 Influenza_target
Q8IX01 Influenza_target
Q8IX01 Influenza_target
Q8IZT6 Influenza_target
Q8N0Z3 Influenza_target
Q8N201 Influenza_target
Q8N9T8 Influenza_target
Q8NB90 Influenza_target
Q8NB90 Influenza_target
Q8NC60 Influenza_target
Q8NG31 Influenza_target
Q8NG31 Influenza_target
Q8TBG4 Influenza_target
Q8WTT2 Influenza_target
Q8WUM0 Influenza_target
Q8WUM0 Influenza_target
Q8WV44 Influenza_target
Q8WVX9 Influenza_target
Q8WVX9 Influenza_target
Q8WVX9 Influenza_target
Q8WXA9 Influenza_target
Q8WY36 Influenza_target
Q8WY36 Influenza_target
Q92526 Influenza_target
Q92526 Influenza_target
Q92542 Influenza_target
Q92569 Influenza_target
Q92599 Influenza_target
Q92615 Influenza_target
Q92665 Influenza_target
Q92900 Influenza_target
Q92900 Influenza_target
Q92974 Influenza_target
Q96BN8 Influenza_target
Q96BY7 Influenza_target
Q96BY7 Influenza_target
Q96D09 Influenza_target
