Human Influenza
P23588 Influenza_target
P55010 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
Q15717 Influenza_target
P50402 Influenza_target
P50402 Influenza_target
P50402 Influenza_target
P50402 Influenza_target
Q14247 Influenza_target
P06733 Influenza_target
P06733 Influenza_target
P06733 Influenza_target
P06733 Influenza_target
P06733 Influenza_target
P06733 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
P07437 Influenza_target
Q3ZAQ7 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P07814 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P84090 Influenza_target
P22087 Influenza_target
P22087 Influenza_target
P22087 Influenza_target
P22087 Influenza_target
P22087 Influenza_target
P22087 Influenza_target
O95573 Influenza_target
O95573 Influenza_target
P49327 Influenza_target
P49327 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P35544 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
P51991 Influenza_target
Q96QV6 Influenza_target
Q6PCB5 Influenza_target
O15234 Influenza_target
Q9Y678 Influenza_target
Q9Y678 Influenza_target
Q9Y678 Influenza_target
Q9Y678 Influenza_target
Q9Y678 Influenza_target
Q9UPN7 Influenza_target
Q9UPN7 Influenza_target
Q9UPN7 Influenza_target
Q7L2E3 Influenza_target
Q7L2E3 Influenza_target
Q7L2E3 Influenza_target
Q7L2E3 Influenza_target
Q13049 Influenza_target
Q13049 Influenza_target
Q9UKV3 Influenza_target
Q9UKV3 Influenza_target
Q8NE71 Influenza_target
Q8NE71 Influenza_target
Q8NE71 Influenza_target
Q8NE71 Influenza_target
A5YKK6 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
O75643 Influenza_target
Q7Z3U7 Influenza_target
Q7Z3U7 Influenza_target
O75155 Influenza_target
Q9UPU7 Influenza_target
Q9NZ52 Influenza_target
O75369 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14315 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q14697 Influenza_target
Q96CS3 Influenza_target
Q96CS3 Influenza_target
Q96CS3 Influenza_target
Q29RF7 Influenza_target
Q29RF7 Influenza_target
P42695 Influenza_target
P42695 Influenza_target
Q06787 Influenza_target
Q5T4S7 Influenza_target
Q5T4S7 Influenza_target
Q5T4S7 Influenza_target
Q5T4S7 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q6PKG0 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
Q15393 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
O75533 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
P42285 Influenza_target
Q9UQ35 Influenza_target
Q9UQ35 Influenza_target
Q9UQ35 Influenza_target
Q9UQ35 Influenza_target
Q9UQ35 Influenza_target
Q15057 Influenza_target
Q9BZE4 Influenza_target
Q9BZE4 Influenza_target
Q9BZE4 Influenza_target
Q9BZE4 Influenza_target
Q9Y5K6 Influenza_target
Q6P2E9 Influenza_target
Q9HCN8 Influenza_target
Q9HCN8 Influenza_target
Q9NZJ7 Influenza_target
Q9NZJ7 Influenza_target
Q9Y6C9 Influenza_target
O94906 Influenza_target
O94906 Influenza_target
P42345 Influenza_target
Q14331 Influenza_target
Q14331 Influenza_target
P02794 Influenza_target
Q9BYC5 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
P12956 Influenza_target
Q9UBB4 Influenza_target
Q9UBB4 Influenza_target
Q9UBB4 Influenza_target
Q8TEQ6 Influenza_target
Q8NCA5 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8WWY3 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
Q8NC51 Influenza_target
O76021 Influenza_target
O76021 Influenza_target
Q9H4L4 Influenza_target
Q9BVP2 Influenza_target
Q9Y5J9 Influenza_target
Q96EP5 Influenza_target
O60518 Influenza_target
O60518 Influenza_target
O60518 Influenza_target
Q9ULX6 Influenza_target
Q9ULX6 Influenza_target
Q9ULX6 Influenza_target
Q7KZF4 Influenza_target
Q7KZF4 Influenza_target
Q7KZF4 Influenza_target
Q9NUL3 Influenza_target
Q9NUL3 Influenza_target
Q9NUL3 Influenza_target
Q9NUL3 Influenza_target
Q9NUL3 Influenza_target
Q9UHB7 Influenza_target
Q9UHB7 Influenza_target
Q96DZ1 Influenza_target
Q9UNQ2 Influenza_target
Q9UBQ5 Influenza_target
Q9UBQ5 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q9UMS4 Influenza_target
Q92896 Influenza_target
P04899 Influenza_target
P04899 Influenza_target
P04899 Influenza_target
P62873 Influenza_target
P16520 Influenza_target
P16520 Influenza_target
Q13098 Influenza_target
Q13227 Influenza_target
Q9Y2Q9 Influenza_target
Q9Y2Q9 Influenza_target
Q9Y2Q9 Influenza_target
Q9Y6E2 Influenza_target
Q9Y6E2 Influenza_target
Q9BYW2 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P05141 Influenza_target
P30101 Influenza_target
P30101 Influenza_target
P30101 Influenza_target
P30101 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
P12236 Influenza_target
Q9NTK5 Influenza_target
P61619 Influenza_target
P61619 Influenza_target
P61619 Influenza_target
P61619 Influenza_target
Q96G23 Influenza_target
P07305 Influenza_target
P07305 Influenza_target
P07305 Influenza_target
P07305 Influenza_target
P07305 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16403 Influenza_target
P16402 Influenza_target
P16401 Influenza_target
P16401 Influenza_target
P16401 Influenza_target
P16401 Influenza_target
P16401 Influenza_target
P22492 Influenza_target
P0C0S5 Influenza_target
P0C0S5 Influenza_target
P0C0S5 Influenza_target
P0C0S5 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P07355 Influenza_target
P84243 Influenza_target
P84243 Influenza_target
P84243 Influenza_target
Q02539 Influenza_target
Q02539 Influenza_target
Q02539 Influenza_target
P40939 Influenza_target
P40939 Influenza_target
P40939 Influenza_target
P40939 Influenza_target
P55084 Influenza_target
P55084 Influenza_target
P55084 Influenza_target
P55084 Influenza_target
P55084 Influenza_target
Q13547 Influenza_target
Q13547 Influenza_target
Q92769 Influenza_target
Q00341 Influenza_target
Q00341 Influenza_target
Q00341 Influenza_target
Q9UJZ1 Influenza_target
P52789 Influenza_target
P52789 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P01889 Influenza_target
P10321 Influenza_target
P09429 Influenza_target
P05204 Influenza_target
P17096 Influenza_target
P17096 Influenza_target
P17096 Influenza_target
P17096 Influenza_target
P17096 Influenza_target
Q8IUE6 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P09651 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
P22626 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q99729 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
Q14103 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P52597 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P31943 Influenza_target
P55795 Influenza_target
P31942 Influenza_target
P31942 Influenza_target
P31942 Influenza_target
P31942 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P61978 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
P14866 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
Q00839 Influenza_target
P25686 Influenza_target
P25686 Influenza_target
P34931 Influenza_target
P34931 Influenza_target
P17066 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P11142 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P38646 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P04792 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P08238 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P10809 Influenza_target
P61604 Influenza_target
P61604 Influenza_target
P61604 Influenza_target
P61604 Influenza_target
P25685 Influenza_target
P25685 Influenza_target
P41252 Influenza_target
P41252 Influenza_target
P41252 Influenza_target
P41252 Influenza_target
P41252 Influenza_target
P50213 Influenza_target
P50213 Influenza_target
O60812 Influenza_target
Q562R1 Influenza_target
P05067 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
Q12905 Influenza_target
P60228 Influenza_target
P60228 Influenza_target
P60228 Influenza_target
Q15046 Influenza_target
Q15046 Influenza_target
Q15046 Influenza_target
Q15046 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
P84077 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
Q14974 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
P52292 Influenza_target
O00505 Influenza_target
O00505 Influenza_target
O00505 Influenza_target
O00505 Influenza_target
Q86YZ3 Influenza_target
Q86YZ3 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
P08865 Influenza_target
Q14739 Influenza_target
P07195 Influenza_target
P07195 Influenza_target
P01130 Influenza_target
Q08380 Influenza_target
P49257 Influenza_target
P20700 Influenza_target
P20700 Influenza_target
P20700 Influenza_target
Q14444 Influenza_target
Q14444 Influenza_target
Q14444 Influenza_target
Q14444 Influenza_target
Q14444 Influenza_target
Q14444 Influenza_target
P29966 Influenza_target
P27816 Influenza_target
P27816 Influenza_target
P27816 Influenza_target
P27816 Influenza_target
P56192 Influenza_target
P56192 Influenza_target
P25205 Influenza_target
P25205 Influenza_target
P25205 Influenza_target
P25205 Influenza_target
P25205 Influenza_target
P33991 Influenza_target
P33991 Influenza_target
P33991 Influenza_target
Q14566 Influenza_target
P33993 Influenza_target
P33993 Influenza_target
P33993 Influenza_target
P33993 Influenza_target
P33993 Influenza_target
P33993 Influenza_target
P46013 Influenza_target
P46013 Influenza_target
P51948 Influenza_target
P51948 Influenza_target
P51948 Influenza_target
P26038 Influenza_target
P26038 Influenza_target
P26038 Influenza_target
P26038 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
P55209 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
Q99733 Influenza_target
O43776 Influenza_target
Q09161 Influenza_target
Q09161 Influenza_target
Q09161 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P19338 Influenza_target
P53396 Influenza_target
P53396 Influenza_target
O00217 Influenza_target
Q15843 Influenza_target
Q15843 Influenza_target
P05023 Influenza_target
P05023 Influenza_target
P05023 Influenza_target
P55769 Influenza_target
P46087 Influenza_target
P46087 Influenza_target
Q15233 Influenza_target
Q15233 Influenza_target
Q15233 Influenza_target
Q15233 Influenza_target
Q15233 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P06748 Influenza_target
P16615 Influenza_target
P16615 Influenza_target
P16615 Influenza_target
Q93084 Influenza_target
P20020 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
P67809 Influenza_target
Q8TED1 Influenza_target
Q8TED1 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
P25705 Influenza_target
O43913 Influenza_target
P13674 Influenza_target
P13674 Influenza_target
P13674 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
P07237 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
Q06830 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P06576 Influenza_target
P57678 Influenza_target
P57678 Influenza_target
Q9P2K5 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
Q15366 Influenza_target
P05165 Influenza_target
Q9Y3D6 Influenza_target
Q9Y3D6 Influenza_target
Q8WXF7 Influenza_target
Q71UM5 Influenza_target
Q71UM5 Influenza_target
Q71UM5 Influenza_target
Q71UM5 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
P12004 Influenza_target
Q9BT78 Influenza_target
Q9BT78 Influenza_target
Q53GQ0 Influenza_target
Q9BRK5 Influenza_target
Q9BRK5 Influenza_target
Q9BRK5 Influenza_target
Q9BRK5 Influenza_target
Q9BRK5 Influenza_target
Q9UK41 Influenza_target
Q9UK41 Influenza_target
Q9UI26 Influenza_target
Q9UI26 Influenza_target
Q9H0S4 Influenza_target
P30049 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
O95071 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y262 Influenza_target
Q9Y3I0 Influenza_target
Q9Y3I0 Influenza_target
Q9Y3I0 Influenza_target
Q9Y3I0 Influenza_target
Q9Y3I0 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
Q9P035 Influenza_target
P24539 Influenza_target
Q9P2J5 Influenza_target
Q9P2J5 Influenza_target
Q9P2J5 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
Q9Y2X3 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y224 Influenza_target
Q9Y3D0 Influenza_target
Q9UBS4 Influenza_target
Q9UBS4 Influenza_target
Q9UBS4 Influenza_target
Q9UBS4 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
O95232 Influenza_target
Q9NZT1 Influenza_target
Q9NZT1 Influenza_target
Q9NY65 Influenza_target
P17858 Influenza_target
P17858 Influenza_target
P17858 Influenza_target
Q01813 Influenza_target
Q01813 Influenza_target
Q01813 Influenza_target
P18859 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q00325 Influenza_target
Q02809 Influenza_target
Q02809 Influenza_target
O43660 Influenza_target
P48047 Influenza_target
P48047 Influenza_target
P48047 Influenza_target
P48047 Influenza_target
Q9BRX2 Influenza_target
Q07864 Influenza_target
P24928 Influenza_target
P24928 Influenza_target
P30876 Influenza_target
P30876 Influenza_target
P19387 Influenza_target
P52434 Influenza_target
P52434 Influenza_target
P52434 Influenza_target
P52434 Influenza_target
P52434 Influenza_target
Q15165 Influenza_target
P23284 Influenza_target
P23284 Influenza_target
P23284 Influenza_target
Q86YP4 Influenza_target
Q9NXF7 Influenza_target
Q9NX40 Influenza_target
Q9NX40 Influenza_target
O15355 Influenza_target
O15355 Influenza_target
O15355 Influenza_target
O15355 Influenza_target
O15355 Influenza_target
Q9NWW5 Influenza_target
P36873 Influenza_target
Q9H583 Influenza_target
Q8N5C6 Influenza_target
Q8N5C6 Influenza_target
Q8N5C6 Influenza_target
Q8N5C6 Influenza_target
P67775 Influenza_target
P67775 Influenza_target
P67775 Influenza_target
P62714 Influenza_target
P62714 Influenza_target
P63151 Influenza_target
P63151 Influenza_target
P63151 Influenza_target
P63151 Influenza_target
P63151 Influenza_target
P63151 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9NVI7 Influenza_target
Q9H0A0 Influenza_target
Q9H0A0 Influenza_target
Q9H0A0 Influenza_target
Q9H0A0 Influenza_target
Q2TAY7 Influenza_target
Q2TAY7 Influenza_target
Q86WR0 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
Q5H9R7 Influenza_target
O00743 Influenza_target
O00743 Influenza_target
O00743 Influenza_target
O00743 Influenza_target
O00743 Influenza_target
O00743 Influenza_target
Q9C0C7 Influenza_target
Q9C0C7 Influenza_target
P17612 Influenza_target
P17612 Influenza_target
P17612 Influenza_target
Q96P70 Influenza_target
Q96P70 Influenza_target
Q96P70 Influenza_target
Q96P70 Influenza_target
Q96P70 Influenza_target
Q9NYH9 Influenza_target
Q9H3U1 Influenza_target
Q9H3U1 Influenza_target
Q13217 Influenza_target
Q7L2J0 Influenza_target
Q7L2J0 Influenza_target
Q9NR33 Influenza_target
P25786 Influenza_target
P25786 Influenza_target
P25786 Influenza_target
P25786 Influenza_target
P25786 Influenza_target
Q7Z2W4 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P25789 Influenza_target
P60900 Influenza_target
P60900 Influenza_target
O14818 Influenza_target
O14818 Influenza_target
O14818 Influenza_target
O14818 Influenza_target
Q9NYU2 Influenza_target
Q9NYU2 Influenza_target
P20618 Influenza_target
P20618 Influenza_target
P49721 Influenza_target
P49721 Influenza_target
P49721 Influenza_target
P49720 Influenza_target
P49720 Influenza_target
P28070 Influenza_target
P28070 Influenza_target
P28072 Influenza_target
P28072 Influenza_target
P28072 Influenza_target
P82650 Influenza_target
P82650 Influenza_target
P82650 Influenza_target
P82650 Influenza_target
Q99436 Influenza_target
Q99436 Influenza_target
Q99436 Influenza_target
Q99436 Influenza_target
Q8NI60 Influenza_target
Q8NI60 Influenza_target
Q8NI60 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
P62191 Influenza_target
Q96A33 Influenza_target
Q96A33 Influenza_target
Q96A33 Influenza_target
Q96A33 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P35998 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P43686 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62195 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
P62333 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
Q13200 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
O43242 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
P55036 Influenza_target
Q9NQC3 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00231 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
O00232 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
P26599 Influenza_target
Q9H0H0 Influenza_target
Q9HAV4 Influenza_target
Q9HAV4 Influenza_target
Q7Z417 Influenza_target
Q9P253 Influenza_target
Q63HN8 Influenza_target
Q8N163 Influenza_target
Q8N163 Influenza_target
Q8N163 Influenza_target
P68133 Influenza_target
P68133 Influenza_target
P68133 Influenza_target
P68133 Influenza_target
P68133 Influenza_target
P68133 Influenza_target
Q96QR8 Influenza_target
P28288 Influenza_target
P28288 Influenza_target
P28288 Influenza_target
P28288 Influenza_target
P47897 Influenza_target
P47897 Influenza_target
P47897 Influenza_target
P47897 Influenza_target
P54727 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P62826 Influenza_target
P43487 Influenza_target
P43487 Influenza_target
P43487 Influenza_target
P54136 Influenza_target
P54136 Influenza_target
P54136 Influenza_target
P54136 Influenza_target
Q09028 Influenza_target
Q09028 Influenza_target
Q09028 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q16576 Influenza_target
Q9HAV0 Influenza_target
Q9HAV0 Influenza_target
Q9HAV0 Influenza_target
Q15293 Influenza_target
Q15293 Influenza_target
Q15293 Influenza_target
Q15293 Influenza_target
Q15293 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
Q14257 Influenza_target
P35251 Influenza_target
P35251 Influenza_target
P35250 Influenza_target
P40938 Influenza_target
P40938 Influenza_target
P61221 Influenza_target
Q96AY3 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
P39023 Influenza_target
